"departure","arrival","departure_y","departure_x","arrival_y","arrival_x","departure_in_DHZW","arrival_in_DHZW","time_total","time_walk","time_transit_bus","time_transit_train","time_waiting","n_changes","distance_total","distance_walk","distance_bus","distance_train","stop_PC6"
"2531K","2524",52.0441343141771,4.29620031203014,52.05296,4.313358,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2524","2531K",52.05296,4.313358,52.0441343141771,4.29620031203014,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2532V","2572",52.045154884928,4.29465346898307,52.06443,4.29356,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2572","2532V",52.06443,4.29356,52.045154884928,4.29465346898307,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2531K","2523",52.0441343141771,4.29620031203014,52.05678,4.319141,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2523","2531K",52.05678,4.319141,52.0441343141771,4.29620031203014,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2532D","2555",52.0459062928883,4.29687393506817,52.061,4.225491,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2555","2532D",52.061,4.225491,52.0459062928883,4.29687393506817,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2523","2533L",52.05678,4.319141,52.0524663644024,4.29612770686802,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2676","2533C",51.95702,4.212476,52.0487353984816,4.29328303683979,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2495","2533S",52.05549,4.359042,52.0553882189754,4.28645029912797,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2532S","2515",52.0487032768463,4.29887219491031,52.0727,4.321192,1,0,27.9,23.9,0,4,0,0,3.7,1.6,0,2.1,"2532CP"
"2515","2532S",52.0727,4.321192,52.0487032768463,4.29887219491031,0,1,24,21,0,3,0,0,3.6,1.5,0,2.1,"2532CP"
"2548","2546S",52.02944,4.290399,52.05787,4.271055,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2531K","2515",52.0441343141771,4.29620031203014,52.0727,4.321192,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2515","2531K",52.0727,4.321192,52.0441343141771,4.29620031203014,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2671","2545C",51.99332,4.208966,52.05641,4.265949,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533S","3454",52.0553882189754,4.28645029912797,52.07694,5.030995,1,0,107.1,21.2,34.7,37,14.1,2,76.5,1.5,14.7,60.3,"2533SR"
"2532V","2555",52.045154884928,4.29465346898307,52.061,4.225491,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2555","2532V",52.061,4.225491,52.045154884928,4.29465346898307,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2532V","2283",52.045154884928,4.29465346898307,52.04643,4.322106,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2283","2532V",52.04643,4.322106,52.045154884928,4.29465346898307,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2523","2533C",52.05678,4.319141,52.0487353984816,4.29328303683979,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2533J","2495",52.0509015842924,4.29388139874333,52.05549,4.359042,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2611","2532C",52.01263,4.358423,52.0527610273069,4.30393289541152,0,1,31.5,23.5,0,8,0,0,7.8,1.5,0,6.3,"2532CP"
"2541R","2611",52.0430329074203,4.28099566871628,52.01263,4.358423,1,0,45.4,25.1,7.8,7,5.5,1,10.5,1.5,2.7,6.3,"2532CP"
"2316","2545N",52.16847,4.496156,52.04789,4.278895,0,1,52.9,13.6,14.8,12,12.5,2,22,0.9,5.7,15.4,"2545NW"
"2495","2533L",52.05549,4.359042,52.0524663644024,4.29612770686802,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2316","2533A",52.16847,4.496156,52.0536330532777,4.27865212084885,0,1,64.5,15.7,25.2,9,14.6,3,22.7,1.1,7.8,13.7,"2541AE"
"2532S","1118",52.0487032768463,4.29887219491031,52.30665,4.760595,1,0,62,16.7,12.4,29,3.9,1,47.1,1,3.6,42.5,"2532EA"
"2531H","2676",52.0506011769973,4.30441154951965,51.95702,4.212476,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3313","2533A",51.81026,4.787754,52.0536330532777,4.27865212084885,0,1,139.5,56.5,8.9,45,10.1,2,54.5,4.1,3.2,40.5,"2532CP"
"2491","2542K",52.06734,4.384688,52.0364390701642,4.26312437750577,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2574","2533V",52.06384,4.277853,52.0502735545728,4.28958147252202,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2532B","3584",52.0471157905223,4.29792093747227,52.08607,5.167942,1,0,100.9,16.1,36.6,37,11.2,2,72.2,1,10.9,60.3,"2532EA"
"2316","2533V",52.16847,4.496156,52.0502735545728,4.28958147252202,0,1,51.1,14.7,11.9,12,12.5,2,20.9,1,4.5,15.4,"2533SR"
"2533G","2676",52.0481019628413,4.28904693155921,51.95702,4.212476,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2532D","2283",52.0459062928883,4.29687393506817,52.04643,4.322106,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2283","2532D",52.04643,4.322106,52.0459062928883,4.29687393506817,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2545C","2523",52.0564072356305,4.26594900581208,52.05678,4.319141,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3454","2533S",52.07694,5.030995,52.0553882189754,4.28645029912797,0,1,112.2,28.8,35.9,38,9.5,2,75,2,12.7,60.3,"2533SR"
"2572","2533B",52.06443,4.29356,52.0486872890598,4.28410221908171,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2531K","3522",52.0441343141771,4.29620031203014,52.0728,5.114623,1,0,105.1,31,26.4,37,10.7,2,70.3,2.2,7.9,60.3,"2532EN"
"3522","2531K",52.0728,5.114623,52.0441343141771,4.29620031203014,0,1,109.8,27,31.6,38,13.3,2,71.9,1.9,9.7,60.3,"2532EN"
"2531K","2285",52.0441343141771,4.29620031203014,52.03807,4.302551,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2285","2531K",52.03807,4.302551,52.0441343141771,4.29620031203014,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2531K","8375",52.0441343141771,4.29620031203014,52.82541,5.957225,1,0,233.5,30.8,49.6,130,23.1,2,222.7,2.3,24.5,196,"2532EN"
"8375","2531K",52.82541,5.957225,52.0441343141771,4.29620031203014,0,1,238.8,31.6,53.4,129,24.8,2,223.1,2.3,24.8,196,"2532EN"
"2531K","2712",52.0441343141771,4.29620031203014,52.04909,4.502329,1,0,75.1,26.1,28.1,11,9.8,1,18.3,1.8,7,9.5,"0"
"2712","2531K",52.04909,4.502329,52.0441343141771,4.29620031203014,0,1,68.6,30.4,23,7,8.3,2,17.6,2.1,8.3,7.1,"2531PJ"
"3313","2533L",51.81026,4.787754,52.0524663644024,4.29612770686802,0,1,131.1,61.8,0,45,5.3,1,51.7,4.4,0,40.5,"2532CP"
"2544H","2676",52.0457978448674,4.26058713725417,51.95702,4.212476,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2495","2533V",52.05549,4.359042,52.0502735545728,4.28958147252202,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533V","2316",52.0502735545728,4.28958147252202,52.16847,4.496156,1,0,50.5,18.6,13.2,12,6.8,2,21.2,1.2,4.6,15.4,"2533SR"
"2533A","2595",52.0536330532777,4.27865212084885,52.08087,4.334532,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533J","2571",52.0509015842924,4.29388139874333,52.06937,4.286918,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2531K","2597",52.0441343141771,4.29620031203014,52.10758,4.313337,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2597","2531K",52.10758,4.313337,52.0441343141771,4.29620031203014,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2333","2533B",52.16816,4.468049,52.0486872890598,4.28410221908171,0,1,54.5,19.4,16.4,12,6.7,2,22.6,1.4,5.8,15.4,"2532EN"
"2544E","2676",52.0464828004557,4.25028829153627,51.95702,4.212476,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533H","3454",52.0487012158308,4.29070086181086,52.07694,5.030995,1,0,107.1,21.3,34.7,37,14.1,2,76.4,1.5,14.7,60.3,"2533SR"
"2545H","2595",52.04369,4.282732,52.08087,4.334532,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2531H","2548",52.0506011769973,4.30441154951965,52.02944,4.290399,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2545H","3313",52.0436878110164,4.28273156391466,51.81026,4.787754,1,0,136.3,54.4,12,48,14.8,3,62.4,3.9,4.6,52.9,"2545NW"
"2533C","3313",52.0487353984816,4.29328303683979,51.81026,4.787754,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2533H","2495",52.0487012158308,4.29070086181086,52.05549,4.359042,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2545C","3313",52.05641,4.265949,51.81026,4.787754,1,0,141.9,51.2,16.9,48,18.8,4,63.1,3.7,5.5,52.9,"2545CZ"
"2571","2533C",52.06937,4.286918,52.0487353984816,4.29328303683979,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2533C","2571",52.0487353984816,4.29328303683979,52.06937,4.286918,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2316","2544D",52.16847,4.496156,52.0493517376306,4.25167124379522,0,1,72.4,14.6,29.3,15,13.5,3,25.1,1.1,10.1,13.9,"2545AA"
"2544D","2284",52.0493517376306,4.25167124379522,52.04115,4.313038,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2316","2545J",52.16847,4.496156,52.05018,4.273905,0,1,60.9,10.3,26.9,9,14.6,3,22.8,0.7,8.3,13.7,"2545JT"
"2545J","2316",52.05018,4.273905,52.16847,4.496156,1,0,56.8,22,16,12,6.8,2,22.6,1.4,5.8,15.4,"2545NW"
"2525","2546S",52.06238,4.303305,52.05787,4.271055,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3584","2532B",52.08607,5.167942,52.0471157905223,4.29792093747227,0,1,102.2,30.4,11,46,14.9,2,72,2.1,5.9,64,"2532CP"
"2544D","2288",52.0493517376306,4.25167124379522,52.03277,4.337166,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3454","2533L",52.07694,5.030995,52.0524663644024,4.29612770686802,0,1,110.7,27.3,35.9,38,9.5,2,74.9,1.9,12.7,60.3,"2533SR"
"2546X","2288",52.06074,4.277613,52.03277,4.337166,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2511","2531K",52.07851,4.317539,52.0441343141771,4.29620031203014,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2531K","4284",52.0441343141771,4.29620031203014,51.80003,5.0086,1,0,160.8,18,33.1,69,40.7,4,81.8,1.2,18.3,62.4,"0"
"4284","2531K",51.80003,5.0086,52.0441343141771,4.29620031203014,0,1,155.9,20,66.2,43,26.8,4,115.8,1.3,46,68.3,"2532EN"
"2533S","3584",52.0553882189754,4.28645029912797,52.08607,5.167942,1,0,102.3,19.8,33.3,37,12.2,2,72.6,1.3,11.1,60.3,"2533SR"
"3584","2545C",52.08607,5.167942,52.0564072356305,4.26594900581208,0,1,97.3,21.3,30.6,38,7.3,2,74,1.4,12.3,60.3,"2545CG"
"2545C","3584",52.0564072356305,4.26594900581208,52.08607,5.167942,1,0,92.7,11.9,33.9,37,9.9,2,71.9,0.7,10.9,60.3,"2545CZ"
"2533L","2523",52.0524663644024,4.29612770686802,52.05678,4.319141,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2289","2545N",52.03719,4.348908,52.0478918255789,4.27889515568648,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533A","2316",52.0536330532777,4.27865212084885,52.16847,4.496156,1,0,60.2,28.3,13.2,12,6.8,2,22,1.9,4.6,15.4,"2533SR"
"2289","2545C",52.03719,4.348908,52.05641,4.265949,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533V","2495",52.0502735545728,4.28958147252202,52.05549,4.359042,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2676","2533B",51.95702,4.212476,52.0486872890598,4.28410221908171,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3454","2545H",52.07694,5.030995,52.0436878110164,4.28273156391466,0,1,113.1,26.7,38.8,38,9.5,2,76,1.9,13.9,60.3,"2545NW"
"2545H","3454",52.0436878110164,4.28273156391466,52.07694,5.030995,1,0,106.1,17.4,37.6,37,14.1,2,77.3,1.2,15.8,60.3,"2545NW"
"2676","2545N",51.95702,4.212476,52.04789,4.278895,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2545N","2523",52.0478918255789,4.27889515568648,52.05678,4.319141,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2545G","2495",52.04924,4.275293,52.05549,4.359042,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2274","2545J",52.07387,4.350349,52.05018,4.273905,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2289","2546S",52.03719,4.348908,52.05787,4.271055,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2531J","2613",52.0474585115834,4.30134132675691,52.01167,4.346741,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2613","2531J",52.01167,4.346741,52.0474585115834,4.30134132675691,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2531K","2566",52.0441343141771,4.29620031203014,52.08079,4.252308,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2566","2531K",52.08079,4.252308,52.0441343141771,4.29620031203014,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3011","2531K",51.91868,4.487522,52.0441343141771,4.29620031203014,0,1,52.5,19.5,4.6,26,2.4,1,25.2,1.3,1.6,22.3,"2532CP"
"2544H","2288",52.0457978448674,4.26058713725417,52.03277,4.337166,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533J","1118",52.0509015842924,4.29388139874333,52.30665,4.760595,1,0,60.2,18.6,9.2,29,3.5,1,47.1,1.1,3.4,42.5,"2533SR"
"2531V","2676",52.0548564711263,4.30164930928224,51.95702,4.212476,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3584","2533H",52.08607,5.167942,52.0487012158308,4.29070086181086,0,1,101.4,24,26.9,38,12.4,2,73.1,1.5,11.3,60.3,"2533SR"
"2544E","2288",52.0464828004557,4.25028829153627,52.03277,4.337166,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2531K","2282",52.0441343141771,4.29620031203014,52.0519,4.334647,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2282","2531K",52.0519,4.334647,52.0441343141771,4.29620031203014,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2531K","1066",52.0441343141771,4.29620031203014,52.34028,4.817704,1,0,97.4,29.8,28.9,29,9.7,2,57.4,2,12.9,42.5,"2532EN"
"3454","2544E",52.07694,5.030995,52.0464828004557,4.25028829153627,0,1,127.4,43.2,41.1,38,5.2,2,77.6,3.1,14.2,60.3,"0"
"3454","2545J",52.07694,5.030995,52.05018,4.273905,0,1,109.4,14.4,40.4,38,16.5,3,75.6,0.9,14.4,60.3,"2545JT"
"2545J","3454",52.05018,4.273905,52.07694,5.030995,1,0,103.6,14.8,36.9,37,14.8,3,75.8,1,14.5,60.3,"2545JT"
"2533V","2333",52.0502735545728,4.28958147252202,52.16816,4.468049,1,0,54.8,30.1,9.2,12,3.5,1,20.8,2,3.4,15.4,"2533SR"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
