"departure","arrival","departure_y","departure_x","arrival_y","arrival_x","departure_in_DHZW","arrival_in_DHZW","time_total","time_walk","time_transit_bus","time_transit_train","time_waiting","n_changes","distance_total","distance_walk","distance_bus","distance_train","stop_PC6"
"2585","2532R",52.0948730770626,4.29696375867616,52.048497984816,4.29502486962034,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2514","2532R",52.0852307270459,4.30898661979684,52.048497984816,4.29502486962034,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2652","2532R",51.990957546483,4.46054246453324,52.048497984816,4.29502486962034,0,1,70,25.5,31.3,3,10.2,2,22,1.4,18.8,1.7,"2532RP"
"2544D","2516",52.0493517376306,4.25167124379522,52.067825882664,4.33840078455919,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2542J","2652",52.0385335010829,4.25810585554739,51.990957546483,4.46054246453324,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2583","2545C",52.0925355087995,4.25688384666547,52.0564072356305,4.26594900581208,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533B","2671",52.0486872890598,4.28410221908171,51.9933244328362,4.20896630586213,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2545A","2382",52.0530226817073,4.26308177456596,52.1277601470763,4.52252326308057,1,0,96.4,42.9,37.5,9,7,2,29.4,3.1,12.5,13.7,"2545CZ"
"2544R","4284",52.0399609296029,4.25012156605765,51.8000291677563,5.00859961380942,1,0,167.4,20.5,50.1,63,33.9,5,91.4,1.4,23.7,66.3,"2543EB"
"2543S","2516",52.0403612649755,4.26585945503325,52.067825882664,4.33840078455919,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3061","2533V",51.9270378539388,4.50496535412539,52.0502735545728,4.28958147252202,0,1,65.8,35.1,2.8,25,2.9,1,26.2,2.3,1.6,22.3,"2532CP"
"2533S","2665",52.0553882189754,4.28645029912797,52.0225666626143,4.53454781516022,1,0,74.3,26.5,21,17,9.8,2,23.6,1.9,7.7,14.1,"2533SR"
"2585","2542J",52.0948730770626,4.29696375867616,52.0385335010829,4.25810585554739,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2914","2533S",51.9767947275283,4.62177244927082,52.0553882189754,4.28645029912797,0,1,93.9,39.3,7.9,35,11.7,2,43.4,2.7,3.3,37.4,"2533SR"
"2685","2533S",52.0262423327723,4.22355741094208,52.0553882189754,4.28645029912797,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3316","2545C",51.7703317733928,4.63699057537182,52.0564072356305,4.26594900581208,0,1,92.1,15.8,33.7,37,5.6,2,57,1,13.5,42.6,"2545CG"
"2583","2532B",52.0925355087995,4.25688384666547,52.0471157905223,4.29792093747227,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2532B","2583",52.0471157905223,4.29792093747227,52.0925355087995,4.25688384666547,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2585","2542E",52.0948730770626,4.29696375867616,52.0358716120214,4.26738012702625,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2665","2542J",52.0225666626143,4.53454781516022,52.0385335010829,4.25810585554739,0,1,85.4,29,31.1,18,7.3,2,27.5,2,11.4,14.1,"2543GB"
"2544R","2262",52.0399609296029,4.25012156605765,52.0911473228537,4.38725290301983,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2542N","2628",52.0331301458607,4.25975908904229,52.0016877358709,4.37567931349905,1,0,62.1,24.9,24.8,4,8.5,3,14.8,1.6,8.7,4.5,"2545JT"
"2542J","3011",52.0385335010829,4.25810585554739,51.9186808511441,4.48752217709765,1,0,59.6,14.4,17.4,23,4.7,2,27.3,1,5.7,20.5,"2545JT"
"2652","2543V",51.990957546483,4.46054246453324,52.039653035803,4.25997191228478,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2545A","2665",52.0530226817073,4.26308177456596,52.0225666626143,4.53454781516022,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2591","2545C",52.0935039858362,4.36433362268645,52.0564072356305,4.26594900581208,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2252","2533S",52.117272427586,4.42545410839709,52.0553882189754,4.28645029912797,0,1,66.1,31.9,16,11,7.2,1,17.2,2.2,5.4,9.6,"2533SR"
"2542E","2628",52.0358716120214,4.26738012702625,52.0016877358709,4.37567931349905,1,0,58.4,23.9,20.6,6,7.9,2,17.8,1.5,8,8.4,"2543SW"
"2533S","2132",52.0553882189754,4.28645029912797,52.2957970252167,4.70623043336235,1,0,69.5,26.9,9.2,28,5.5,2,42.3,1.8,3.4,37,"2533SR"
"2532R","2521",52.048497984816,4.29502486962034,52.0632798215765,4.31842696216324,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2132","2542N",52.2957970252167,4.70623043336235,52.0331301458607,4.25975908904229,0,1,77.8,18.7,16.1,34,9.1,2,54.8,1.2,6.4,47.2,"2543GB"
"2545C","4284",52.0564072356305,4.26594900581208,51.8000291677563,5.00859961380942,1,0,161.4,17,47.7,63,33.8,4,90.2,1.2,22.8,66.3,"2545CG"
"1043","2544W",52.3899082714489,4.8230926695795,52.0467602067797,4.25796164603099,0,1,100.7,28.1,23.9,44,4.8,2,66.4,2,8,56.4,"2544GA"
"2545J","3316",52.0501761443925,4.27390518499308,51.7703317733928,4.63699057537182,1,0,105,29.7,26.3,44,5.1,2,51.8,2.1,11,38.7,"2545JT"
"2591","2545A",52.0935039858362,4.36433362268645,52.0530226817073,4.26308177456596,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2585","2533V",52.0948730770626,4.29696375867616,52.0502735545728,4.28958147252202,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"1043","2545J",52.3899082714489,4.8230926695795,52.0501761443925,4.27390518499308,0,1,93.6,30.2,10.8,47,5.6,1,64.7,2.1,4.5,58.1,"2545NW"
"2544W","2685",52.0467602067797,4.25796164603099,52.0262423327723,4.22355741094208,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2685","2544W",52.0262423327723,4.22355741094208,52.0467602067797,4.25796164603099,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"1012","2533V",52.3745419294806,4.89602329086313,52.0502735545728,4.28958147252202,0,1,87.3,19.8,7.9,47,12.7,2,64.2,1.4,3.3,59.5,"2533SR"
"2532B","2685",52.0471157905223,4.29792093747227,52.0262423327723,4.22355741094208,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2532C","3316",52.0527610273069,4.30393289541152,51.7703317733928,4.63699057537182,1,0,91.7,28.2,14,47,2.5,1,49.5,2,7,40.5,"2532CP"
"2545X","2671",52.050072270455,4.26717572129706,51.9933244328362,4.20896630586213,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2532C","2628",52.0527610273069,4.30393289541152,52.0016877358709,4.37567931349905,1,0,33.6,17.8,5,7,3.8,1,9.5,1,2.2,6.3,"2532CP"
"2543V","2628",52.039653035803,4.25997191228478,52.0016877358709,4.37567931349905,1,0,59.4,23.2,21.6,4,10.5,3,13.6,1.4,7.6,4.5,"2545JT"
"2132","2533S",52.2957970252167,4.70623043336235,52.0553882189754,4.28645029912797,0,1,74,23,7.9,34,9.1,2,52,1.5,3.3,47.2,"2533SR"
"2532R","2628",52.048497984816,4.29502486962034,52.0016877358709,4.37567931349905,1,0,45.5,20.2,7,7,11.2,2,10.4,1.2,3,6.3,"2532CP"
"2545G","1043",52.0492425239982,4.27529335026369,52.3899082714489,4.8230926695795,1,0,95.6,29.4,12,46,8.2,1,64.6,1.9,4.6,58.1,"2545NW"
"2665","2545H",52.0225666626143,4.53454781516022,52.0436878110164,4.28273156391466,0,1,77.6,26.5,25.8,18,7.3,2,25.4,1.8,9.5,14.1,"2545NW"
"2532B","2593",52.0471157905223,4.29792093747227,52.085306948222,4.3427389060951,1,0,39.5,31.2,0,6,2.3,1,6,2.2,0,3.8,"2532CP"
"2641","2532R",52.0159654850311,4.43460152661269,52.048497984816,4.29502486962034,0,1,61.8,24.6,22.1,7,8.1,2,15.4,1.5,7.6,6.3,"2532CP"
"2585","2542N",52.0948730770626,4.29696375867616,52.0331301458607,4.25975908904229,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3316","2532B",51.7703317733928,4.63699057537182,52.0471157905223,4.29792093747227,0,1,90.6,21.1,18.6,45,5.9,2,50.4,1.4,8.5,40.5,"2532CP"
"2685","2542K",52.0262423327723,4.22355741094208,52.0364390701642,4.26312437750577,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2542K","2685",52.0364390701642,4.26312437750577,52.0262423327723,4.22355741094208,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2584","2532B",52.1025819138378,4.2792955317052,52.0471157905223,4.29792093747227,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2543V","2583",52.039653035803,4.25997191228478,52.0925355087995,4.25688384666547,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2685","2545C",52.0262423327723,4.22355741094208,52.0564072356305,4.26594900581208,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2628","2542K",52.0016877358709,4.37567931349905,52.0364390701642,4.26312437750577,0,1,64.8,24.6,21.2,7,11.9,2,18,1.4,8.2,8.4,"2543GB"
"2583","2532R",52.0925355087995,4.25688384666547,52.048497984816,4.29502486962034,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2543E","2672",52.0367222332167,4.25362685931864,51.9922995632842,4.21613977114378,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2672","2543E",51.9922995632842,4.21613977114378,52.0367222332167,4.25362685931864,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3142","2533B",51.9269266108073,4.25433029766588,52.0486872890598,4.28410221908171,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2713","2545P",52.0543751405353,4.48419861156592,52.0486991606871,4.28003531328865,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3072","2542K",51.902110213157,4.48910082781826,52.0364390701642,4.26312437750577,0,1,84.2,28.3,20.8,22,13.1,3,30.9,1.7,8.6,20.7,"2532CP"
"2542N","2285",52.0331301458607,4.25975908904229,52.0380685703102,4.3025510911246,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2543R","2629",52.0428928838003,4.26639256132776,51.9838987473195,4.38799005101328,1,0,74.4,43.5,16.6,7,7.3,2,15,3.2,5.4,6.4,"2545JT"
"2513","2544G",52.078800201194,4.30238606088434,52.0425265562463,4.25954339365026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2582","2544H",52.0934256313965,4.2766081061799,52.0457978448674,4.26058713725417,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2543V","2284",52.039653035803,4.25997191228478,52.0411506488136,4.31303831421197,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2531H","2582",52.0506011769973,4.30441154951965,52.0934256313965,4.2766081061799,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2531X","2553",52.0564879845059,4.29763546300736,52.0449285994492,4.22159102541476,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2382","2532R",52.1277601470763,4.52252326308057,52.048497984816,4.29502486962034,0,1,89.6,40,30.2,12,7.3,2,28.2,2.9,9.9,15.4,"2532RP"
"2542J","2629",52.0385335010829,4.25810585554739,51.9838987473195,4.38799005101328,1,0,69,28.1,28.4,4,8.5,3,16.1,1.9,9.8,4.5,"2545JT"
"2285","2542N",52.0380685703102,4.3025510911246,52.0331301458607,4.25975908904229,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2629","2542J",51.9838987473195,4.38799005101328,52.0385335010829,4.25810585554739,0,1,74.9,30.7,25.2,7,11.9,2,20.3,1.9,10.1,8.4,"2543GB"
"2533C","2553",52.0487353984816,4.29328303683979,52.0449285994492,4.22159102541476,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2672","2544C",51.9922995632842,4.21613977114378,52.0467546104116,4.25338619540227,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2582","2544E",52.0934256313965,4.2766081061799,52.0464828004557,4.25028829153627,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2803","2533B",52.0245462687257,4.69054133547768,52.0486872890598,4.28410221908171,0,1,76.3,20.4,27.8,18,10.1,2,38.8,1.4,9.5,28,"2545NW"
"2544H","2513",52.0457978448674,4.26058713725417,52.078800201194,4.30238606088434,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2672","2544E",51.9922995632842,4.21613977114378,52.0464828004557,4.25028829153627,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2544E","3142",52.0464828004557,4.25028829153627,51.9269266108073,4.25433029766588,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2651","2533V",52.0023695961451,4.47092944934279,52.0502735545728,4.28958147252202,0,1,79.8,30.9,32.1,2,14.9,3,23.5,1.9,19.9,1.7,"2533SR"
"2713","2533C",52.0543751405353,4.48419861156592,52.0487353984816,4.29328303683979,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2629","2533S",51.9838987473195,4.38799005101328,52.0553882189754,4.28645029912797,0,1,66.3,30.3,17,7,11.9,2,17.2,1.9,7,8.4,"2533SR"
"2594","2533S",52.093431355981,4.34178752222537,52.0553882189754,4.28645029912797,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533V","2671",52.0502735545728,4.28958147252202,51.9933244328362,4.20896630586213,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2295","2543A",52.0137311658712,4.26179539095076,52.0434639733693,4.26411809103701,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2678","2544E",51.9747721628374,4.25569533881159,52.0464828004557,4.25028829153627,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2544E","2678",52.0464828004557,4.25028829153627,51.9747721628374,4.25569533881159,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2629","2531V",51.9838987473195,4.38799005101328,52.0548564711263,4.30164930928224,0,1,49.5,27.4,9,8,5.1,1,11.8,1.8,3.7,6.3,"2532CP"
"2531V","2629",52.0548564711263,4.30164930928224,51.9838987473195,4.38799005101328,1,0,49.9,27.1,12,7,3.8,1,12.1,1.8,4.1,6.3,"2532CP"
"2253","2544E",52.1385666406112,4.45177543682077,52.0464828004557,4.25028829153627,0,1,69.8,27.2,27.4,11,4.2,1,23,2,10,11,"2544CX"
"2672","2544J",51.9922995632842,4.21613977114378,52.0450156297235,4.25830282422894,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2544J","2672",52.0450156297235,4.25830282422894,51.9922995632842,4.21613977114378,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2544C","2582",52.0467546104116,4.25338619540227,52.0934256313965,4.2766081061799,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3142","2533V",51.9269266108073,4.25433029766588,52.0502735545728,4.28958147252202,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533S","2803",52.0553882189754,4.28645029912797,52.0245462687257,4.69054133547768,1,0,79,37.4,18.3,18,5.3,2,35.3,2.7,4.6,28,"2531AA"
"2285","2544E",52.0380685703102,4.3025510911246,52.0464828004557,4.25028829153627,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2717","2533H",52.0746386021589,4.47426957541903,52.0487012158308,4.29070086181086,0,1,73.3,27.2,29.9,3,13.3,3,19.9,1.8,16.5,1.7,"2533SR"
"2543B","1101",52.0408197781465,4.2614617830182,52.3069032482141,4.9418116804695,1,0,96.3,19.8,41.6,29,5.9,2,67,1.2,23.3,42.5,"2543SW"
"2542E","3047",52.0358716120214,4.26738012702625,51.9508667289915,4.39651278458138,1,0,87.8,36.8,23.6,14,13.4,2,30.3,2.7,9.1,18.6,"2543SW"
"2565","2542X",52.0754314285111,4.2585719682278,52.0334239047007,4.25986820932339,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2542K","2672",52.0364390701642,4.26312437750577,51.9922995632842,4.21613977114378,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2544E","2629",52.0464828004557,4.25028829153627,51.9838987473195,4.38799005101328,1,0,76.7,35.8,28.4,4,8.5,3,16.7,2.4,9.8,4.5,"2545JT"
"1118","2546A",52.3066504723126,4.76059463211953,52.0577480548941,4.27572687830032,0,1,66,16.1,13.6,30,6.3,1,48.4,1,4.8,42.5,"2546AD"
"2594","2542N",52.093431355981,4.34178752222537,52.0331301458607,4.25975908904229,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2542E","2594",52.0358716120214,4.26738012702625,52.093431355981,4.34178752222537,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2285","2544N",52.0380685703102,4.3025510911246,52.0342293799336,4.24498616242454,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2543S","2282",52.0403612649755,4.26585945503325,52.0518955896257,4.33464709821156,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533C","2565",52.0487353984816,4.29328303683979,52.0754314285111,4.2585719682278,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2629","2531H",51.9838987473195,4.38799005101328,52.0506011769973,4.30441154951965,0,1,50.2,28.1,9,8,5.1,1,11.8,1.9,3.7,6.3,"2532CP"
"2678","2544L",51.9747721628374,4.25569533881159,52.0351167857076,4.25190836738485,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2594","2544H",52.093431355981,4.34178752222537,52.0457978448674,4.26058713725417,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533J","2742",52.0509015842924,4.29388139874333,52.0448020296029,4.62517612709865,1,0,102.2,38.1,17.3,26,20.8,2,44.3,2.8,5.7,35.9,"2533SR"
"2546V","2295",52.0596909931168,4.27556636437299,52.0137311658712,4.26179539095076,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2672","2531H",51.9922995632842,4.21613977114378,52.0506011769973,4.30441154951965,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2542J","2909",52.0385335010829,4.25810585554739,51.9141299066694,4.54510425380612,1,0,90.3,27.1,27.6,23,12.5,4,32.6,1.6,10.5,20.5,"2545JT"
"2565","2531H",52.0754314285111,4.2585719682278,52.0506011769973,4.30441154951965,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533B","3142",52.0486872890598,4.28410221908171,51.9269266108073,4.25433029766588,1,0,70.8,21.2,26.3,14,9.2,3,32,1.1,16,14.7,"2541EA"
"2553","2533A",52.0449285994492,4.22159102541476,52.0536330532777,4.27865212084885,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2909","2544H",51.9141299066694,4.54510425380612,52.0457978448674,4.26058713725417,0,1,86.5,30,23.3,23,10.2,4,32.1,1.8,9.7,20.5,"2545JT"
"2533J","3521",52.0509015842924,4.29388139874333,52.0833123706544,5.10940578791336,1,0,86.4,23.4,17.3,37,8.7,1,67.5,1.6,5.7,60.3,"2533SR"
"2544D","2291",52.0493517376306,4.25167124379522,52.0194843486131,4.27701732485039,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533S","3142",52.0553882189754,4.28645029912797,51.9269266108073,4.25433029766588,1,0,77.3,28.2,20.4,17,11.6,3,32.5,1.7,14.2,16.5,"2532CP"
"2544J","2282",52.0450156297235,4.25830282422894,52.0518955896257,4.33464709821156,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2544L","2571",52.0351167857076,4.25190836738485,52.069368236282,4.28691784001684,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2582","2542K",52.0934256313965,4.2766081061799,52.0364390701642,4.26312437750577,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2713","2546E",52.0543751405353,4.48419861156592,52.0580559213753,4.27115759168931,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2546E","2713",52.0580559213753,4.27115759168931,52.0543751405353,4.48419861156592,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533A","1101",52.0536330532777,4.27865212084885,52.3069032482141,4.9418116804695,1,0,102.3,18.6,44,29,10.7,2,66.5,1.1,22.9,42.5,"2533AD"
"1083","2533S",52.3304219142353,4.88814721022007,52.0553882189754,4.28645029912797,0,1,79,24.2,7.9,40,6.9,2,57.7,1.7,3.3,52.7,"2533SR"
"2533S","2252",52.0553882189754,4.28645029912797,52.117272427586,4.42545410839709,1,0,64.7,30.3,18.3,11,5.1,2,16.4,2.2,4.6,9.6,"2531AA"
"2672","2544H",51.9922995632842,4.21613977114378,52.0457978448674,4.26058713725417,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2544H","2672",52.0457978448674,4.26058713725417,51.9922995632842,4.21613977114378,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2724","2533J",52.0652502495821,4.5086779829363,52.0509015842924,4.29388139874333,0,1,62.2,19.4,27.3,3,12.6,2,20,1.3,17,1.7,"2533SR"
"2282","2546V",52.0518955896257,4.33464709821156,52.0596909931168,4.27556636437299,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2582","2542E",52.0934256313965,4.2766081061799,52.0358716120214,4.26738012702625,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2596","2544C",52.0927435368403,4.31950877266799,52.0467546104116,4.25338619540227,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2542T","3142",52.0387486365841,4.27284350201484,51.9269266108073,4.25433029766588,1,0,80.4,24.1,27.2,17,12.1,3,34.6,1.3,16.7,16.5,"2532CP"
"2544R","2282",52.0399609296029,4.25012156605765,52.0518955896257,4.33464709821156,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3047","2544E",51.9508667289915,4.39651278458138,52.0464828004557,4.25028829153627,0,1,92.8,38.2,24.1,16,14.5,3,28.7,2.8,9.4,16.5,"2532CP"
"2545J","2583",52.0501761443925,4.27390518499308,52.0925355087995,4.25688384666547,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3142","2544C",51.9269266108073,4.25433029766588,52.0467546104116,4.25338619540227,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2544D","2547",52.0493517376306,4.25167124379522,52.0609273355566,4.26676183185173,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2629","2544L",51.9838987473195,4.38799005101328,52.0351167857076,4.25190836738485,0,1,71.8,28,21.8,8,14,3,16.4,1.8,8.3,6.3,"2532CP"
"2544G","2285",52.0425265562463,4.25954339365026,52.0380685703102,4.3025510911246,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3171","2544N",51.8549780764941,4.39920958999336,52.0342293799336,4.24498616242454,0,1,102.9,29.2,40.9,18,14.9,3,46.7,1.6,22.5,22.8,"2543GB"
"2542K","2132",52.0364390701642,4.26312437750577,52.2957970252167,4.70623043336235,1,0,75.1,26,15.6,28,5.5,2,44.6,1.7,5.8,37,"2543SW"
"2545C","2583",52.0564072356305,4.26594900581208,52.0925355087995,4.25688384666547,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2545J","2591",52.0501761443925,4.27390518499308,52.0935039858362,4.36433362268645,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2629","2544J",51.9838987473195,4.38799005101328,52.0450156297235,4.25830282422894,0,1,73.2,25.4,23.3,8,16.4,3,16.9,1.6,9,6.3,"2532CP"
"2544J","2629",52.0450156297235,4.25830282422894,51.9838987473195,4.38799005101328,1,0,66.9,27.4,27,4,8.5,3,15.6,1.8,9.3,4.5,"2545JT"
"2582","2545H",52.0934256313965,4.2766081061799,52.0436878110164,4.28273156391466,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2914","2542E",51.9767947275283,4.62177244927082,52.0358716120214,4.26738012702625,0,1,113,40.5,29.1,26,17.3,3,49.6,2.9,9.7,37,"2545CG"
"3068","2545J",51.9581411079165,4.55172827526754,52.0501761443925,4.27390518499308,0,1,75.6,29,10.8,27,8.9,2,39.1,1.9,4.5,32.7,"2545NW"
"2542H","2555",52.0349695853731,4.26757165878612,52.0609982076522,4.2254911744316,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2555","2542H",52.0609982076522,4.2254911744316,52.0349695853731,4.26757165878612,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2545N","2525",52.0478918255789,4.27889515568648,52.0623766403396,4.3033052949289,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2531H","2672",52.0506011769973,4.30441154951965,51.9922995632842,4.21613977114378,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2541G","5171",52.0404321384295,4.26716988682793,51.655950692439,5.04738138511045,1,0,155.5,35.1,31.6,59,29.8,3,107.7,2.5,17.6,87.5,"2543SW"
"5171","2541G",51.655950692439,5.04738138511045,52.0404321384295,4.26716988682793,0,1,153,43,37.8,57,15.2,3,112.5,3,19.8,89.8,"2545NW"
"2553","2546B",52.0449285994492,4.22159102541476,52.0591161365999,4.27399671521609,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2545C","3068",52.0564072356305,4.26594900581208,51.9581411079165,4.55172827526754,1,0,74.5,19.8,17.9,28,8.8,2,48.6,1.4,5.5,41.7,"2545CZ"
"3511","2533C",52.0883196690366,5.11598760040687,52.0487353984816,4.29328303683979,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3068","2546E",51.9581411079165,4.55172827526754,52.0580559213753,4.27115759168931,0,1,82.9,25.7,8.9,31,17.3,2,35.6,1.8,3.2,30.6,"2532CP"
"2295","2544C",52.0137311658712,4.26179539095076,52.0467546104116,4.25338619540227,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2675","2533B",52.0055330973802,4.23563920128332,52.0486872890598,4.28410221908171,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2713","2546B",52.0543751405353,4.48419861156592,52.0591161365999,4.27399671521609,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
