"departure","arrival","departure_y","departure_x","arrival_y","arrival_x","departure_in_DHZW","arrival_in_DHZW"
"2546V","2584",52.0596909931168,4.27556636437299,52.1025819138378,4.2792955317052,1,0
"2546V","2562",52.0596909931168,4.27556636437299,52.0747265798835,4.28192580723319,1,0
"2545C","2511",52.0564072356305,4.26594900581208,52.0785132585966,4.31753919740833,1,0
"2545C","2521",52.0564072356305,4.26594900581208,52.0632798215765,4.31842696216324,1,0
"2545C","2547",52.0564072356305,4.26594900581208,52.0609273355566,4.26676183185173,1,0
"2545E","2517",52.0538899879879,4.26506166395777,52.0872564188756,4.2856091847331,1,0
"2545E","2547",52.0538899879879,4.26506166395777,52.0609273355566,4.26676183185173,1,0
"2545E","2511",52.0538899879879,4.26506166395777,52.0785132585966,4.31753919740833,1,0
"2545C","2552",52.0564072356305,4.26594900581208,52.0545866758473,4.2477894574147,1,0
"2545C","2513",52.0564072356305,4.26594900581208,52.078800201194,4.30238606088434,1,0
"2545E","2552",52.0538899879879,4.26506166395777,52.0545866758473,4.2477894574147,1,0
"2545E","3521",52.0538899879879,4.26506166395777,52.0833123706544,5.10940578791336,1,0
"2545E","2516",52.0538899879879,4.26506166395777,52.067825882664,4.33840078455919,1,0
"2593","2545E",52.085306948222,4.3427389060951,52.0538899879879,4.26506166395777,0,1
"2545E","9711",52.0538899879879,4.26506166395777,53.2162755049971,6.56936779297269,1,0
"2546C","2909",52.0566592189878,4.27346932211107,51.9141299066694,4.54510425380612,1,0
"2546C","2562",52.0566592189878,4.27346932211107,52.0747265798835,4.28192580723319,1,0
"2546C","2547",52.0566592189878,4.27346932211107,52.0609273355566,4.26676183185173,1,0
"2546C","2564",52.0566592189878,4.27346932211107,52.0681123354441,4.25800296323022,1,0
"2546R","3072",52.0570615813484,4.26887575509814,51.902110213157,4.48910082781826,1,0
"2546B","2624",52.0591161365999,4.27399671521609,51.9951639454664,4.35577193846277,1,0
"2546V","2564",52.0596909931168,4.27556636437299,52.0681123354441,4.25800296323022,1,0
"2546B","2722",52.0591161365999,4.27399671521609,52.0534861981297,4.5131635276735,1,0
"2546T","3072",52.0592568478597,4.27600442135472,51.902110213157,4.48910082781826,1,0
"3072","2545G",51.902110213157,4.48910082781826,52.0492425239982,4.27529335026369,0,1
"2546T","2547",52.0592568478597,4.27600442135472,52.0609273355566,4.26676183185173,1,0
"2546S","3072",52.0578707378872,4.27105525072026,51.902110213157,4.48910082781826,1,0
"2566","2546S",52.0807850576839,4.25230755076599,52.0578707378872,4.27105525072026,0,1
"2546S","2573",52.0578707378872,4.27105525072026,52.0653736707086,4.2841344796241,1,0
"2546S","2511",52.0578707378872,4.27105525072026,52.0785132585966,4.31753919740833,1,0
"2546T","2333",52.0592568478597,4.27600442135472,52.1681642892725,4.4680488050241,1,0
"2546T","2562",52.0592568478597,4.27600442135472,52.0747265798835,4.28192580723319,1,0
"2555","2546T",52.0609982076522,4.2254911744316,52.0592568478597,4.27600442135472,0,1
"2545E","2253",52.0538899879879,4.26506166395777,52.1385666406112,4.45177543682077,1,0
"2571","2544M",52.069368236282,4.28691784001684,52.0396112782528,4.25129396965672,0,1
"2545C","2288",52.0564072356305,4.26594900581208,52.0327667740991,4.33716640779124,1,0
"2546E","2514",52.0580559213753,4.27115759168931,52.0852307270459,4.30898661979684,1,0
"2546E","2555",52.0580559213753,4.27115759168931,52.0609982076522,4.2254911744316,1,0
"2555","2545J",52.0609982076522,4.2254911744316,52.0501761443925,4.27390518499308,0,1
"2544N","2512",52.0342293799336,4.24498616242454,52.073458639956,4.30476166899274,1,0
"2512","2546E",52.073458639956,4.30476166899274,52.0580559213753,4.27115759168931,0,1
"2546X","3171",52.0607363175907,4.27761287481445,51.8549780764941,4.39920958999336,1,0
"2545A","3015",52.0530226817073,4.26308177456596,51.9120311058262,4.46838871612835,1,0
"2545A","2548",52.0530226817073,4.26308177456596,52.0294425012506,4.29039874619047,1,0
"2546S","2554",52.0578707378872,4.27105525072026,52.0649874429837,4.21969140039765,1,0
"2554","2545G",52.0649874429837,4.21969140039765,52.0492425239982,4.27529335026369,0,1
"2546S","2521",52.0578707378872,4.27105525072026,52.0632798215765,4.31842696216324,1,0
"2546B","2566",52.0591161365999,4.27399671521609,52.0807850576839,4.25230755076599,1,0
"2546B","2514",52.0591161365999,4.27399671521609,52.0852307270459,4.30898661979684,1,0
"2546V","2521",52.0596909931168,4.27556636437299,52.0632798215765,4.31842696216324,1,0
"2546E","2573",52.0580559213753,4.27115759168931,52.0653736707086,4.2841344796241,1,0
"2546E","2552",52.0580559213753,4.27115759168931,52.0545866758473,4.2477894574147,1,0
"2546E","2562",52.0580559213753,4.27115759168931,52.0747265798835,4.28192580723319,1,0
"2546C","2566",52.0566592189878,4.27346932211107,52.0807850576839,4.25230755076599,1,0
"2546B","2512",52.0591161365999,4.27399671521609,52.073458639956,4.30476166899274,1,0
"2546C","2563",52.0566592189878,4.27346932211107,52.0726961183115,4.27055559115989,1,0
"2546C","2521",52.0566592189878,4.27346932211107,52.0632798215765,4.31842696216324,1,0
"2545C","2516",52.0564072356305,4.26594900581208,52.067825882664,4.33840078455919,1,0
"2516","2545H",52.067825882664,4.33840078455919,52.0436878110164,4.28273156391466,0,1
"2545C","1118",52.0564072356305,4.26594900581208,52.3066504723126,4.76059463211953,1,0
"2545C","2548",52.0564072356305,4.26594900581208,52.0294425012506,4.29039874619047,1,0
"2546R","2566",52.0570615813484,4.26887575509814,52.0807850576839,4.25230755076599,1,0
"2546R","2554",52.0570615813484,4.26887575509814,52.0649874429837,4.21969140039765,1,0
"2546R","2547",52.0570615813484,4.26887575509814,52.0609273355566,4.26676183185173,1,0
"2555","2546R",52.0609982076522,4.2254911744316,52.0570615813484,4.26887575509814,0,1
"2546R","2564",52.0570615813484,4.26887575509814,52.0681123354441,4.25800296323022,1,0
"2545E","3171",52.0538899879879,4.26506166395777,51.8549780764941,4.39920958999336,1,0
"2546S","2552",52.0578707378872,4.27105525072026,52.0545866758473,4.2477894574147,1,0
"2546C","2624",52.0566592189878,4.27346932211107,51.9951639454664,4.35577193846277,1,0
"2546C","2245",52.0566592189878,4.27346932211107,52.1212697387586,4.39936927067405,1,0
"2546C","3012",52.0566592189878,4.27346932211107,51.9186125299546,4.47619254402734,1,0
"3012","2545G",51.9186125299546,4.47619254402734,52.0492425239982,4.27529335026369,0,1
"2546E","2566",52.0580559213753,4.27115759168931,52.0807850576839,4.25230755076599,1,0
"2545E","2565",52.0538899879879,4.26506166395777,52.0754314285111,4.2585719682278,1,0
"2545E","2512",52.0538899879879,4.26506166395777,52.073458639956,4.30476166899274,1,0
"2546X","2624",52.0607363175907,4.27761287481445,51.9951639454664,4.35577193846277,1,0
"2546X","2595",52.0607363175907,4.27761287481445,52.0808715256637,4.33453210497774,1,0
"2544C","2552",52.0467546104116,4.25338619540227,52.0545866758473,4.2477894574147,1,0
"2545E","2548",52.0538899879879,4.26506166395777,52.0294425012506,4.29039874619047,1,0
"2545E","2555",52.0538899879879,4.26506166395777,52.0609982076522,4.2254911744316,1,0
"2546B","2562",52.0591161365999,4.27399671521609,52.0747265798835,4.28192580723319,1,0
"2545E","3511",52.0538899879879,4.26506166395777,52.0883196690366,5.11598760040687,1,0
"2545C","2566",52.0564072356305,4.26594900581208,52.0807850576839,4.25230755076599,1,0
"2545C","2555",52.0564072356305,4.26594900581208,52.0609982076522,4.2254911744316,1,0
"2546S","2584",52.0578707378872,4.27105525072026,52.1025819138378,4.2792955317052,1,0
"2546S","2562",52.0578707378872,4.27105525072026,52.0747265798835,4.28192580723319,1,0
"2546B","2554",52.0591161365999,4.27399671521609,52.0649874429837,4.21969140039765,1,0
"2546B","2564",52.0591161365999,4.27399671521609,52.0681123354441,4.25800296323022,1,0
"2546R","2563",52.0570615813484,4.26887575509814,52.0726961183115,4.27055559115989,1,0
"2546A","2566",52.0577480548941,4.27572687830032,52.0807850576839,4.25230755076599,1,0
"2545E","2597",52.0538899879879,4.26506166395777,52.1075811993067,4.31333725310012,1,0
"2545C","2291",52.0564072356305,4.26594900581208,52.0194843486131,4.27701732485039,1,0
"2546S","2624",52.0578707378872,4.27105525072026,51.9951639454664,4.35577193846277,1,0
"2546S","2616",52.0578707378872,4.27105525072026,52.0198745770101,4.37823030636127,1,0
"2546V","2573",52.0596909931168,4.27556636437299,52.0653736707086,4.2841344796241,1,0
"2545C","2512",52.0564072356305,4.26594900581208,52.073458639956,4.30476166899274,1,0
"2545C","2572",52.0564072356305,4.26594900581208,52.0644318387081,4.29356013529868,1,0
"2552","2546R",52.0545866758473,4.2477894574147,52.0570615813484,4.26887575509814,0,1
"2546E","2563",52.0580559213753,4.27115759168931,52.0726961183115,4.27055559115989,1,0
"2546T","2722",52.0592568478597,4.27600442135472,52.0534861981297,4.5131635276735,1,0
"2546S","2555",52.0578707378872,4.27105525072026,52.0609982076522,4.2254911744316,1,0
"2555","2546C",52.0609982076522,4.2254911744316,52.0566592189878,4.27346932211107,0,1
"2546C","2552",52.0566592189878,4.27346932211107,52.0545866758473,4.2477894574147,1,0
"2545A","2565",52.0530226817073,4.26308177456596,52.0754314285111,4.2585719682278,1,0
"2545A","2566",52.0530226817073,4.26308177456596,52.0807850576839,4.25230755076599,1,0
"2545A","2288",52.0530226817073,4.26308177456596,52.0327667740991,4.33716640779124,1,0
"2565","2543B",52.0754314285111,4.2585719682278,52.0408197781465,4.2614617830182,0,1
"2546R","2562",52.0570615813484,4.26887575509814,52.0747265798835,4.28192580723319,1,0
"2546T","3012",52.0592568478597,4.27600442135472,51.9186125299546,4.47619254402734,1,0
"2546T","2571",52.0592568478597,4.27600442135472,52.069368236282,4.28691784001684,1,0
"2545E","2742",52.0538899879879,4.26506166395777,52.0448020296029,4.62517612709865,1,0
"2624","2533H",51.9951639454664,4.35577193846277,52.0487012158308,4.29070086181086,0,1
"2545G","2514",52.0492425239982,4.27529335026369,52.0852307270459,4.30898661979684,1,0
"2514","2546V",52.0852307270459,4.30898661979684,52.0596909931168,4.27556636437299,0,1
"2547","2533H",52.0609273355566,4.26676183185173,52.0487012158308,4.29070086181086,0,1
"2545G","2685",52.0492425239982,4.27529335026369,52.0262423327723,4.22355741094208,1,0
"2685","2541X",52.0262423327723,4.22355741094208,52.0541032153245,4.27432718219758,0,1
"2541X","2719",52.0541032153245,4.27432718219758,52.0426661772932,4.47134297808995,1,0
"2545A","2291",52.0530226817073,4.26308177456596,52.0194843486131,4.27701732485039,1,0
"2547","2545A",52.0609273355566,4.26676183185173,52.0530226817073,4.26308177456596,0,1
"2546E","2245",52.0580559213753,4.27115759168931,52.1212697387586,4.39936927067405,1,0
"2546T","2518",52.0592568478597,4.27600442135472,52.0811391704393,4.29422163398023,1,0
"2546T","2616",52.0592568478597,4.27600442135472,52.0198745770101,4.37823030636127,1,0
"2546V","3012",52.0596909931168,4.27556636437299,51.9186125299546,4.47619254402734,1,0
"2546V","2555",52.0596909931168,4.27556636437299,52.0609982076522,4.2254911744316,1,0
"2546E","2554",52.0580559213753,4.27115759168931,52.0649874429837,4.21969140039765,1,0
"2546A","2555",52.0577480548941,4.27572687830032,52.0609982076522,4.2254911744316,1,0
"2546A","2514",52.0577480548941,4.27572687830032,52.0852307270459,4.30898661979684,1,0
"2546A","2245",52.0577480548941,4.27572687830032,52.1212697387586,4.39936927067405,1,0
"2546A","2552",52.0577480548941,4.27572687830032,52.0545866758473,4.2477894574147,1,0
"2546S","2571",52.0578707378872,4.27105525072026,52.069368236282,4.28691784001684,1,0
"2545C","2565",52.0564072356305,4.26594900581208,52.0754314285111,4.2585719682278,1,0
"2545C","9711",52.0564072356305,4.26594900581208,53.2162755049971,6.56936779297269,1,0
"2511","2545A",52.0785132585966,4.31753919740833,52.0530226817073,4.26308177456596,0,1
"2545E","2515",52.0538899879879,4.26506166395777,52.0726973931787,4.32119223162575,1,0
"2542N","2552",52.0331301458607,4.25975908904229,52.0545866758473,4.2477894574147,1,0
"2546X","2521",52.0607363175907,4.27761287481445,52.0632798215765,4.31842696216324,1,0
"2546T","2521",52.0592568478597,4.27600442135472,52.0632798215765,4.31842696216324,1,0
"2545A","2596",52.0530226817073,4.26308177456596,52.0927435368403,4.31950877266799,1,0
"2545A","2552",52.0530226817073,4.26308177456596,52.0545866758473,4.2477894574147,1,0
"2533J","2245",52.0509015842924,4.29388139874333,52.1212697387586,4.39936927067405,1,0
"2546R","2516",52.0570615813484,4.26887575509814,52.067825882664,4.33840078455919,1,0
"2546R","2245",52.0570615813484,4.26887575509814,52.1212697387586,4.39936927067405,1,0
"2546X","2547",52.0607363175907,4.27761287481445,52.0609273355566,4.26676183185173,1,0
"2546S","2909",52.0578707378872,4.27105525072026,51.9141299066694,4.54510425380612,1,0
"2909","2533S",51.9141299066694,4.54510425380612,52.0553882189754,4.28645029912797,0,1
"2546A","2593",52.0577480548941,4.27572687830032,52.085306948222,4.3427389060951,1,0
"2511","2546A",52.0785132585966,4.31753919740833,52.0577480548941,4.27572687830032,0,1
"2545C","2564",52.0564072356305,4.26594900581208,52.0681123354441,4.25800296323022,1,0
"2546T","2511",52.0592568478597,4.27600442135472,52.0785132585966,4.31753919740833,1,0
"2545A","2627",52.0530226817073,4.26308177456596,51.9853213032094,4.37184025404182,1,0
"2546B","2909",52.0591161365999,4.27399671521609,51.9141299066694,4.54510425380612,1,0
"2545C","2285",52.0564072356305,4.26594900581208,52.0380685703102,4.3025510911246,1,0
"2545C","2492",52.0564072356305,4.26594900581208,52.0661871645066,4.40916858931185,1,0
"2546X","2518",52.0607363175907,4.27761287481445,52.0811391704393,4.29422163398023,1,0
"2546B","2616",52.0591161365999,4.27399671521609,52.0198745770101,4.37823030636127,1,0
"2533B","2552",52.0486872890598,4.28410221908171,52.0545866758473,4.2477894574147,1,0
"2546T","2512",52.0592568478597,4.27600442135472,52.073458639956,4.30476166899274,1,0
"2546T","2554",52.0592568478597,4.27600442135472,52.0649874429837,4.21969140039765,1,0
"2546T","2566",52.0592568478597,4.27600442135472,52.0807850576839,4.25230755076599,1,0
"2545C","3171",52.0564072356305,4.26594900581208,51.8549780764941,4.39920958999336,1,0
"2546A","2909",52.0577480548941,4.27572687830032,51.9141299066694,4.54510425380612,1,0
"2546B","3171",52.0591161365999,4.27399671521609,51.8549780764941,4.39920958999336,1,0
"2546B","2245",52.0591161365999,4.27399671521609,52.1212697387586,4.39936927067405,1,0
"2546C","3072",52.0566592189878,4.27346932211107,51.902110213157,4.48910082781826,1,0
"3072","2545J",51.902110213157,4.48910082781826,52.0501761443925,4.27390518499308,0,1
"3072","2533S",51.902110213157,4.48910082781826,52.0553882189754,4.28645029912797,0,1
"2564","2545G",52.0681123354441,4.25800296323022,52.0492425239982,4.27529335026369,0,1
"2545C","2627",52.0564072356305,4.26594900581208,51.9853213032094,4.37184025404182,1,0
"2545V","2547",52.0500362790353,4.26839997997919,52.0609273355566,4.26676183185173,1,0
"2616","2546X",52.0198745770101,4.37823030636127,52.0607363175907,4.27761287481445,0,1
"2546X","2511",52.0607363175907,4.27761287481445,52.0785132585966,4.31753919740833,1,0
"2545A","2555",52.0530226817073,4.26308177456596,52.0609982076522,4.2254911744316,1,0
"2545A","2515",52.0530226817073,4.26308177456596,52.0726973931787,4.32119223162575,1,0
"2546A","2571",52.0577480548941,4.27572687830032,52.069368236282,4.28691784001684,1,0
"2546B","2573",52.0591161365999,4.27399671521609,52.0653736707086,4.2841344796241,1,0
"2573","2546R",52.0653736707086,4.2841344796241,52.0570615813484,4.26887575509814,0,1
"2545C","2517",52.0564072356305,4.26594900581208,52.0872564188756,4.2856091847331,1,0
"2546T","2514",52.0592568478597,4.27600442135472,52.0852307270459,4.30898661979684,1,0
"2545E","2566",52.0538899879879,4.26506166395777,52.0807850576839,4.25230755076599,1,0
"2545E","2288",52.0538899879879,4.26506166395777,52.0327667740991,4.33716640779124,1,0
"2546A","2512",52.0577480548941,4.27572687830032,52.073458639956,4.30476166899274,1,0
"2546B","2565",52.0591161365999,4.27399671521609,52.0754314285111,4.2585719682278,1,0
"2546C","3171",52.0566592189878,4.27346932211107,51.8549780764941,4.39920958999336,1,0
"2546C","2518",52.0566592189878,4.27346932211107,52.0811391704393,4.29422163398023,1,0
"2511","2546C",52.0785132585966,4.31753919740833,52.0566592189878,4.27346932211107,0,1
"2546R","2521",52.0570615813484,4.26887575509814,52.0632798215765,4.31842696216324,1,0
"2546S","2245",52.0578707378872,4.27105525072026,52.1212697387586,4.39936927067405,1,0
"2546V","2554",52.0596909931168,4.27556636437299,52.0649874429837,4.21969140039765,1,0
"2545G","2681",52.0492425239982,4.27529335026369,52.0315882057369,4.1854653999259,1,0
"2681","2545E",52.0315882057369,4.1854653999259,52.0538899879879,4.26506166395777,0,1
"2546R","2511",52.0570615813484,4.26887575509814,52.0785132585966,4.31753919740833,1,0
"2546V","2512",52.0596909931168,4.27556636437299,52.073458639956,4.30476166899274,1,0
"2546C","2516",52.0566592189878,4.27346932211107,52.067825882664,4.33840078455919,1,0
"2516","2545G",52.067825882664,4.33840078455919,52.0492425239982,4.27529335026369,0,1
"2546R","2514",52.0570615813484,4.26887575509814,52.0852307270459,4.30898661979684,1,0
"2546T","2525",52.0592568478597,4.27600442135472,52.0623766403396,4.3033052949289,1,0
"2546X","2516",52.0607363175907,4.27761287481445,52.067825882664,4.33840078455919,1,0
"2546X","2555",52.0607363175907,4.27761287481445,52.0609982076522,4.2254911744316,1,0
"2546X","2512",52.0607363175907,4.27761287481445,52.073458639956,4.30476166899274,1,0
"2546T","2573",52.0592568478597,4.27600442135472,52.0653736707086,4.2841344796241,1,0
"2546R","3012",52.0570615813484,4.26887575509814,51.9186125299546,4.47619254402734,1,0
"2546R","2624",52.0570615813484,4.26887575509814,51.9951639454664,4.35577193846277,1,0
"2546S","2563",52.0578707378872,4.27105525072026,52.0726961183115,4.27055559115989,1,0
"2546V","2624",52.0596909931168,4.27556636437299,51.9951639454664,4.35577193846277,1,0
"2546E","2516",52.0580559213753,4.27115759168931,52.067825882664,4.33840078455919,1,0
"2547","2533J",52.0609273355566,4.26676183185173,52.0509015842924,4.29388139874333,0,1
"2547","2545G",52.0609273355566,4.26676183185173,52.0492425239982,4.27529335026369,0,1
"2546T","2624",52.0592568478597,4.27600442135472,51.9951639454664,4.35577193846277,1,0
"2545A","2492",52.0530226817073,4.26308177456596,52.0661871645066,4.40916858931185,1,0
"2545A","2572",52.0530226817073,4.26308177456596,52.0644318387081,4.29356013529868,1,0
"2545E","2492",52.0538899879879,4.26506166395777,52.0661871645066,4.40916858931185,1,0
"2546A","2554",52.0577480548941,4.27572687830032,52.0649874429837,4.21969140039765,1,0
"2546E","2548",52.0580559213753,4.27115759168931,52.0294425012506,4.29039874619047,1,0
"2546C","2512",52.0566592189878,4.27346932211107,52.073458639956,4.30476166899274,1,0
"2546C","2514",52.0566592189878,4.27346932211107,52.0852307270459,4.30898661979684,1,0
"2546V","2275",52.0596909931168,4.27556636437299,52.0628271752404,4.35271576940429,1,0
"2624","2545G",51.9951639454664,4.35577193846277,52.0492425239982,4.27529335026369,0,1
"2546S","2518",52.0578707378872,4.27105525072026,52.0811391704393,4.29422163398023,1,0
"2518","2533L",52.0811391704393,4.29422163398023,52.0524663644024,4.29612770686802,0,1
"2546X","3072",52.0607363175907,4.27761287481445,51.902110213157,4.48910082781826,1,0
