"departure","arrival","departure_longitude","departure_latitude","arrival_longitude","arrival_latitude"
"2518","2545G",4.294222,52.08114,4.275293,52.04924
"2546A","2511",4.275727,52.05775,4.317539,52.07851
"2511","2511",4.317539,52.07851,4.317539,52.07851
"2511","2546A",4.317539,52.07851,4.275727,52.05775
"2518","2546A",4.294222,52.08114,4.275727,52.05775
"2546A","2547",4.275727,52.05775,4.266762,52.06093
"2547","2546A",4.266762,52.06093,4.275727,52.05775
"2546E","2555",4.271158,52.05806,4.225491,52.061
"2555","2546E",4.225491,52.061,4.271158,52.05806
"2546E","2518",4.271158,52.05806,4.294222,52.08114
"2518","2546E",4.294222,52.08114,4.271158,52.05806
"2546V","2566",4.275566,52.05969,4.252308,52.08079
"2566","2546V",4.252308,52.08079,4.275566,52.05969
"2546V","2562",4.275566,52.05969,4.281926,52.07473
"2562","2546V",4.281926,52.07473,4.275566,52.05969
"2546V","2547",4.275566,52.05969,4.266762,52.06093
"2547","2546V",4.266762,52.06093,4.275566,52.05969
"2546V","2543B",4.275566,52.05969,4.261462,52.04082
"2543B","2546V",4.261462,52.04082,4.275566,52.05969
"2545C","2533S",4.265949,52.05641,4.28645030227064,52.0553882157222
"2533S","2545C",4.28645030227064,52.0553882157222,4.265949,52.05641
"2545C","2545C",4.265949,52.05641,4.265949,52.05641
"2545C","2547",4.265949,52.05641,4.266762,52.06093
"2547","2545C",4.266762,52.06093,4.265949,52.05641
"2546A","2564",4.275727,52.05775,4.258003,52.06811
"2564","2546A",4.258003,52.06811,4.275727,52.05775
"2546A","2546S",4.275727,52.05775,4.271055,52.05787
"2546S","2546A",4.271055,52.05787,4.275727,52.05775
"2546A","2533J",4.275727,52.05775,4.29388139893284,52.0509015842679
"2533J","2546A",4.29388139893284,52.0509015842679,4.275727,52.05775
"2546A","2543B",4.275727,52.05775,4.261462,52.04082
"2543B","2546A",4.261462,52.04082,4.275727,52.05775
"2511","2571",4.317539,52.07851,4.286918,52.06937
"2571","2546A",4.286918,52.06937,4.275727,52.05775
"2545A","2545J",4.263082,52.05302,4.273905,52.05018
"2545J","2545A",4.273905,52.05018,4.263082,52.05302
"2545A","2533B",4.263082,52.05302,4.28410222266534,52.0486872844722
"2533B","2545A",4.28410222266534,52.0486872844722,4.263082,52.05302
"2546S","2547",4.271055,52.05787,4.266762,52.06093
"2547","2533H",4.266762,52.06093,4.29070086231003,52.048701215451
"2533H","2546S",4.29070086231003,52.048701215451,4.271055,52.05787
"2546S","2533S",4.271055,52.05787,4.28645030227064,52.0553882157222
"2533S","2546S",4.28645030227064,52.0553882157222,4.271055,52.05787
"2546S","2544G",4.271055,52.05787,4.259543,52.04253
"2544G","2546S",4.259543,52.04253,4.271055,52.05787
"2546S","2562",4.271055,52.05787,4.281926,52.07473
"2562","2546S",4.281926,52.07473,4.271055,52.05787
"2546E","2545H",4.271158,52.05806,4.282732,52.04369
"2545H","2546E",4.282732,52.04369,4.271158,52.05806
"2546E","2546X",4.271158,52.05806,4.277613,52.06074
"2546X","2547",4.277613,52.06074,4.266762,52.06093
"2547","2546E",4.266762,52.06093,4.271158,52.05806
"2546E","2554",4.271158,52.05806,4.219691,52.06499
"2554","2546E",4.219691,52.06499,4.271158,52.05806
"2546E","2545G",4.271158,52.05806,4.275293,52.04924
"2545G","2546E",4.275293,52.04924,4.271158,52.05806
"2546B","2565",4.273997,52.05912,4.258572,52.07543
"2565","2546B",4.258572,52.07543,4.273997,52.05912
"2546B","2552",4.273997,52.05912,4.247789,52.05459
"2552","2546B",4.247789,52.05459,4.273997,52.05912
"2546B","2543B",4.273997,52.05912,4.261462,52.04082
"2543B","2546B",4.261462,52.04082,4.273997,52.05912
"2546B","2546S",4.273997,52.05912,4.271055,52.05787
"2546S","2546B",4.271055,52.05787,4.273997,52.05912
"2546V","2533H",4.275566,52.05969,4.29070086231003,52.048701215451
"2533H","2546V",4.29070086231003,52.048701215451,4.275566,52.05969
"2546V","2545G",4.275566,52.05969,4.275293,52.04924
"2545G","2546V",4.275293,52.04924,4.275566,52.05969
"2546V","2511",4.275566,52.05969,4.317539,52.07851
"2511","2546V",4.317539,52.07851,4.275566,52.05969
"2545C","2492",4.265949,52.05641,4.409169,52.06619
"2492","2545C",4.409169,52.06619,4.265949,52.05641
"2545C","2565",4.265949,52.05641,4.258572,52.07543
"2565","2545C",4.258572,52.07543,4.265949,52.05641
"2545E","2566",4.265062,52.05389,4.252308,52.08079
"2566","1118",4.252308,52.08079,4.760595,52.30665
"1118","2545E",4.760595,52.30665,4.265062,52.05389
"2545E","1118",4.265062,52.05389,4.760595,52.30665
"1118","2492",4.760595,52.30665,4.409169,52.06619
"2492","1118",4.409169,52.06619,4.760595,52.30665
"2545E","2545G",4.265062,52.05389,4.275293,52.04924
"2545G","2545E",4.275293,52.04924,4.265062,52.05389
"2546X","2545G",4.277613,52.06074,4.275293,52.04924
"2545G","2546X",4.275293,52.04924,4.277613,52.06074
"2547","2546X",4.266762,52.06093,4.277613,52.06074
"2546A","2542E",4.275727,52.05775,4.26738,52.03587
"2542E","2546A",4.26738,52.03587,4.275727,52.05775
"2542E","2521",4.26738,52.03587,4.318427,52.06328
"2521","2542E",4.318427,52.06328,4.26738,52.03587
"2546E","3012",4.271158,52.05806,4.476193,51.91861
"3012","2546E",4.476193,51.91861,4.271158,52.05806
"2546E","2564",4.271158,52.05806,4.258003,52.06811
"2564","2546E",4.258003,52.06811,4.271158,52.05806
"2546E","2544J",4.271158,52.05806,4.258303,52.04502
"2544J","2546E",4.258303,52.04502,4.271158,52.05806
"2546E","2533J",4.271158,52.05806,4.29388139893284,52.0509015842679
"2546R","2552",4.268876,52.05706,4.247789,52.05459
"2552","2546R",4.247789,52.05459,4.268876,52.05706
"2546R","2547",4.268876,52.05706,4.266762,52.06093
"2547","2546R",4.266762,52.06093,4.268876,52.05706
"2546R","2511",4.268876,52.05706,4.317539,52.07851
"2511","2546R",4.317539,52.07851,4.268876,52.05706
"2546V","2554",4.275566,52.05969,4.219691,52.06499
"2554","2616",4.219691,52.06499,4.37823,52.01987
"2616","2546V",4.37823,52.01987,4.275566,52.05969
"2546V","2512",4.275566,52.05969,4.304762,52.07346
"2512","2722",4.304762,52.07346,4.513164,52.05349
"2546V","2545H",4.275566,52.05969,4.282732,52.04369
"2545H","2546V",4.282732,52.04369,4.275566,52.05969
"2546V","2552",4.275566,52.05969,4.247789,52.05459
"2552","2546V",4.247789,52.05459,4.275566,52.05969
"2545C","3521",4.265949,52.05641,5.109406,52.08331
"3521","2545C",5.109406,52.08331,4.265949,52.05641
"2545C","3511",4.265949,52.05641,5.115988,52.08832
"3511","2545C",5.115988,52.08832,4.265949,52.05641
"2545C","2544J",4.265949,52.05641,4.258303,52.04502
"2545C","2545G",4.265949,52.05641,4.275293,52.04924
"2545G","2545C",4.275293,52.04924,4.265949,52.05641
"2545E","2515",4.265062,52.05389,4.321192,52.0727
"2515","2545E",4.321192,52.0727,4.265062,52.05389
"2545E","2627",4.265062,52.05389,4.37184,51.98532
"2627","2545E",4.37184,51.98532,4.265062,52.05389
"2545E","2552",4.265062,52.05389,4.247789,52.05459
"2552","2545E",4.247789,52.05459,4.265062,52.05389
"2545E","2717",4.265062,52.05389,4.47427,52.07464
"2717","2545E",4.47427,52.07464,4.265062,52.05389
"2545C","2555",4.265949,52.05641,4.225491,52.061
"2555","2545C",4.225491,52.061,4.265949,52.05641
"2545C","2545H",4.265949,52.05641,4.282732,52.04369
"2545H","2545C",4.282732,52.04369,4.265949,52.05641
"2545C","2718",4.265949,52.05641,4.497608,52.03901
"2718","2545C",4.497608,52.03901,4.265949,52.05641
"2533S","2545H",4.28645030227064,52.0553882157222,4.282732,52.04369
"2545E","2546X",4.265062,52.05389,4.277613,52.06074
"2546X","2545E",4.277613,52.06074,4.265062,52.05389
"2545E","2517",4.265062,52.05389,4.285609,52.08726
"2517","2546X",4.285609,52.08726,4.277613,52.06074
"2517","2545G",4.285609,52.08726,4.275293,52.04924
"2545E","2547",4.265062,52.05389,4.266762,52.06093
"2547","2545E",4.266762,52.06093,4.265062,52.05389
"2546C","2518",4.273469,52.05666,4.294222,52.08114
"2518","2546C",4.294222,52.08114,4.273469,52.05666
"2546C","2552",4.273469,52.05666,4.247789,52.05459
"2552","2546C",4.247789,52.05459,4.273469,52.05666
"2546C","2545A",4.273469,52.05666,4.263082,52.05302
"2545A","2546C",4.263082,52.05302,4.273469,52.05666
"2546C","2562",4.273469,52.05666,4.281926,52.07473
"2562","2546C",4.281926,52.07473,4.273469,52.05666
"2546C","2542J",4.273469,52.05666,4.258106,52.03853
"2542J","2546C",4.258106,52.03853,4.273469,52.05666
"2546C","2547",4.273469,52.05666,4.266762,52.06093
"2547","2546C",4.266762,52.06093,4.273469,52.05666
"2546C","2554",4.273469,52.05666,4.219691,52.06499
"2554","2546C",4.219691,52.06499,4.273469,52.05666
"2546R","2545G",4.268876,52.05706,4.275293,52.04924
"2545G","2546R",4.275293,52.04924,4.268876,52.05706
"2546R","2518",4.268876,52.05706,4.294222,52.08114
"2518","2546R",4.294222,52.08114,4.268876,52.05706
"2546R","2516",4.268876,52.05706,4.338401,52.06783
"2516","2546R",4.338401,52.06783,4.268876,52.05706
"2546S","2545A",4.271055,52.05787,4.263082,52.05302
"2545A","2546S",4.263082,52.05302,4.271055,52.05787
"2546B","2518",4.273997,52.05912,4.294222,52.08114
"2518","2546B",4.294222,52.08114,4.273997,52.05912
"2546B","2562",4.273997,52.05912,4.281926,52.07473
"2562","2546B",4.281926,52.07473,4.273997,52.05912
"2546B","2573",4.273997,52.05912,4.284134,52.06537
"2573","2546B",4.284134,52.06537,4.273997,52.05912
"2546B","2521",4.273997,52.05912,4.318427,52.06328
"2521","2546B",4.318427,52.06328,4.273997,52.05912
"2546V","2516",4.275566,52.05969,4.338401,52.06783
"2516","2546V",4.338401,52.06783,4.275566,52.05969
"2546B","2542T",4.273997,52.05912,4.272844,52.03875
"2542T","2546B",4.272844,52.03875,4.273997,52.05912
"2546T","2514",4.276004,52.05926,4.308987,52.08523
"2514","2546T",4.308987,52.08523,4.276004,52.05926
"2546T","2565",4.276004,52.05926,4.258572,52.07543
"2565","2571",4.258572,52.07543,4.286918,52.06937
"2571","2546T",4.286918,52.06937,4.276004,52.05926
"2546T","2545G",4.276004,52.05926,4.275293,52.04924
"2545G","2546T",4.275293,52.04924,4.276004,52.05926
"2546S","2521",4.271055,52.05787,4.318427,52.06328
"2521","2552",4.318427,52.06328,4.247789,52.05459
"2552","2546S",4.247789,52.05459,4.271055,52.05787
"2546S","2545J",4.271055,52.05787,4.273905,52.05018
"2545J","2546S",4.273905,52.05018,4.271055,52.05787
"2546S","2545G",4.271055,52.05787,4.275293,52.04924
"2545G","2546S",4.275293,52.04924,4.271055,52.05787
"2546S","3012",4.271055,52.05787,4.476193,51.91861
"3012","2546S",4.476193,51.91861,4.271055,52.05787
"2546T","2516",4.276004,52.05926,4.338401,52.06783
"2546S","2546T",4.271055,52.05787,4.276004,52.05926
"2546A","1171",4.275727,52.05775,4.775848,52.33033
"1171","2546A",4.775848,52.33033,4.275727,52.05775
"2517","2545E",4.285609,52.08726,4.265062,52.05389
"2545E","2596",4.265062,52.05389,4.319509,52.09274
"2596","2545E",4.319509,52.09274,4.265062,52.05389
"2545E","2533C",4.265062,52.05389,4.29328303295384,52.0487353943931
"2533C","2545E",4.29328303295384,52.0487353943931,4.265062,52.05389
"2571","2546S",4.286918,52.06937,4.271055,52.05787
"2545C","2545N",4.265949,52.05641,4.278895,52.04789
"2545N","2545C",4.278895,52.04789,4.265949,52.05641
"2545C","9711",4.265949,52.05641,6.569368,53.21628
"9711","2545C",6.569368,53.21628,4.265949,52.05641
"2545C","2515",4.265949,52.05641,4.321192,52.0727
"2515","2545C",4.321192,52.0727,4.265949,52.05641
"2546E","2565",4.271158,52.05806,4.258572,52.07543
"2565","2546E",4.258572,52.07543,4.271158,52.05806
"2546E","2542N",4.271158,52.05806,4.259759,52.03313
"2542N","2546E",4.259759,52.03313,4.271158,52.05806
"2555","2547",4.225491,52.061,4.266762,52.06093
"2546E","2546S",4.271158,52.05806,4.271055,52.05787
"2546S","2533J",4.271055,52.05787,4.29388139893284,52.0509015842679
"2533J","2546E",4.29388139893284,52.0509015842679,4.271158,52.05806
"2565","2584",4.258572,52.07543,4.279296,52.10258
"2584","2546E",4.279296,52.10258,4.271158,52.05806
"2546X","2552",4.277613,52.06074,4.247789,52.05459
"2552","2546X",4.247789,52.05459,4.277613,52.06074
"2546X","2555",4.277613,52.06074,4.225491,52.061
"2555","2546X",4.225491,52.061,4.277613,52.06074
"2545A","2546E",4.263082,52.05302,4.271158,52.05806
"2546E","2545A",4.271158,52.05806,4.263082,52.05302
"2545A","2517",4.263082,52.05302,4.285609,52.08726
"2517","2545A",4.285609,52.08726,4.263082,52.05302
"2545A","2544G",4.263082,52.05302,4.259543,52.04253
"2544G","2545A",4.259543,52.04253,4.263082,52.05302
"2546S","2563",4.271055,52.05787,4.270556,52.0727
"2563","2546S",4.270556,52.0727,4.271055,52.05787
"2546S","2511",4.271055,52.05787,4.317539,52.07851
"2511","2546S",4.317539,52.07851,4.271055,52.05787
"2546S","2544N",4.271055,52.05787,4.244986,52.03423
"2544N","2545P",4.244986,52.03423,4.280035,52.0487
"2545P","2546S",4.280035,52.0487,4.271055,52.05787
"2546S","2552",4.271055,52.05787,4.247789,52.05459
"2546B","2566",4.273997,52.05912,4.252308,52.08079
"2566","2546B",4.252308,52.08079,4.273997,52.05912
"2546B","2546X",4.273997,52.05912,4.277613,52.06074
"2546X","2546B",4.277613,52.06074,4.273997,52.05912
"2546B","2542E",4.273997,52.05912,4.26738,52.03587
"2546B","2533C",4.273997,52.05912,4.29328303295384,52.0487353943931
"2533C","2546B",4.29328303295384,52.0487353943931,4.273997,52.05912
"2542E","2546B",4.26738,52.03587,4.273997,52.05912
"2546B","2584",4.273997,52.05912,4.279296,52.10258
"2584","2546X",4.279296,52.10258,4.277613,52.06074
"2545E","2526",4.265062,52.05389,4.307563,52.06804
"2526","2545E",4.307563,52.06804,4.265062,52.05389
"2546V","2545V",4.275566,52.05969,4.2684,52.05004
"2545V","2546V",4.2684,52.05004,4.275566,52.05969
"2546V","2542N",4.275566,52.05969,4.259759,52.03313
"2542N","2546V",4.259759,52.03313,4.275566,52.05969
"2546V","2555",4.275566,52.05969,4.225491,52.061
"2545C","2546V",4.265949,52.05641,4.275566,52.05969
"2546E","2545J",4.271158,52.05806,4.273905,52.05018
"2545J","2546E",4.273905,52.05018,4.271158,52.05806
"2546E","2566",4.271158,52.05806,4.252308,52.08079
"2566","2546E",4.252308,52.08079,4.271158,52.05806
"2546E","2562",4.271158,52.05806,4.281926,52.07473
"2562","2546E",4.281926,52.07473,4.271158,52.05806
"2546E","2547",4.271158,52.05806,4.266762,52.06093
"2546C","2555",4.273469,52.05666,4.225491,52.061
"2555","2546C",4.225491,52.061,4.273469,52.05666
"2546C","2533S",4.273469,52.05666,4.28645030227064,52.0553882157222
"2533S","2546C",4.28645030227064,52.0553882157222,4.273469,52.05666
"2546A","2562",4.275727,52.05775,4.281926,52.07473
"2562","2546A",4.281926,52.07473,4.275727,52.05775
"2562","2554",4.281926,52.07473,4.219691,52.06499
"2546A","2543A",4.275727,52.05775,4.264118,52.04346
"2543A","2546A",4.264118,52.04346,4.275727,52.05775
"2546B","2545V",4.273997,52.05912,4.2684,52.05004
"2545V","2546B",4.2684,52.05004,4.273997,52.05912
"2546B","2564",4.273997,52.05912,4.258003,52.06811
"2564","2546B",4.258003,52.06811,4.273997,52.05912
"2546B","2616",4.273997,52.05912,4.37823,52.01987
"2616","2546B",4.37823,52.01987,4.273997,52.05912
"2546C","2722",4.273469,52.05666,4.513164,52.05349
"2722","2546C",4.513164,52.05349,4.273469,52.05666
"2546C","2245",4.273469,52.05666,4.399369,52.12127
"2245","2546C",4.399369,52.12127,4.273469,52.05666
"2545C","2512",4.265949,52.05641,4.304762,52.07346
"2512","2517",4.304762,52.07346,4.285609,52.08726
"2517","2545C",4.285609,52.08726,4.265949,52.05641
"2512","2545C",4.304762,52.07346,4.265949,52.05641
"2545C","2545A",4.265949,52.05641,4.263082,52.05302
"2545A","2545C",4.263082,52.05302,4.265949,52.05641
"2545C","2544G",4.265949,52.05641,4.259543,52.04253
"2544G","2545C",4.259543,52.04253,4.265949,52.05641
"2546R","2566",4.268876,52.05706,4.252308,52.08079
"2566","2546R",4.252308,52.08079,4.268876,52.05706
"2546R","2533S",4.268876,52.05706,4.28645030227064,52.0553882157222
"2533S","2546R",4.28645030227064,52.0553882157222,4.268876,52.05706
"2546R","2546S",4.268876,52.05706,4.271055,52.05787
"2546S","2546R",4.271055,52.05787,4.268876,52.05706
"2546R","2584",4.268876,52.05706,4.279296,52.10258
"2584","2562",4.279296,52.10258,4.281926,52.07473
"2562","2546R",4.281926,52.07473,4.268876,52.05706
"2546R","2596",4.268876,52.05706,4.319509,52.09274
"2596","2546R",4.319509,52.09274,4.268876,52.05706
"2546B","2547",4.273997,52.05912,4.266762,52.06093
"2547","2546B",4.266762,52.06093,4.273997,52.05912
"2545E","2545V",4.265062,52.05389,4.2684,52.05004
"2545V","2545E",4.2684,52.05004,4.265062,52.05389
"2546S","2512",4.271055,52.05787,4.304762,52.07346
"2512","2545G",4.304762,52.07346,4.275293,52.04924
"2512","2546S",4.304762,52.07346,4.271055,52.05787
"2521","2546S",4.318427,52.06328,4.271055,52.05787
"2546S","2564",4.271055,52.05787,4.258003,52.06811
"2564","2546S",4.258003,52.06811,4.271055,52.05787
"2546S","2546S",4.271055,52.05787,4.271055,52.05787
"2546C","2543B",4.273469,52.05666,4.261462,52.04082
"2543B","2546C",4.261462,52.04082,4.273469,52.05666
"2546C","2533C",4.273469,52.05666,4.29328303295384,52.0487353943931
"2533C","2546C",4.29328303295384,52.0487353943931,4.273469,52.05666
"2546C","2595",4.273469,52.05666,4.334532,52.08087
"2595","2543A",4.334532,52.08087,4.264118,52.04346
"2543A","2546C",4.264118,52.04346,4.273469,52.05666
"2546C","2546S",4.273469,52.05666,4.271055,52.05787
"2546S","2546C",4.271055,52.05787,4.273469,52.05666
"2546E","2571",4.271158,52.05806,4.286918,52.06937
"2571","2546E",4.286918,52.06937,4.271158,52.05806
"2546E","2543B",4.271158,52.05806,4.261462,52.04082
"2543B","2546E",4.261462,52.04082,4.271158,52.05806
"2545E","2514",4.265062,52.05389,4.308987,52.08523
"2545E","2533A",4.265062,52.05389,4.27865212266017,52.0536330505633
"2533A","2545E",4.27865212266017,52.0536330505633,4.265062,52.05389
"2545E","2572",4.265062,52.05389,4.29356,52.06443
"2572","2545E",4.29356,52.06443,4.265062,52.05389
"2514","2545E",4.308987,52.08523,4.265062,52.05389
"2514","2544M",4.308987,52.08523,4.251294,52.03961
