"departure","arrival","departure_longitude","departure_latitude","arrival_longitude","arrival_latitude"
"2542J","2542J",4.25810585894184,52.0385334972944,4.25810585894184,52.0385334972944
"2544M","5171",4.251294,52.03961,5.047381,51.65595
"5171","2544M",5.047381,51.65595,4.251294,52.03961
"2544M","2544N",4.251294,52.03961,4.244986,52.03423
"2544N","2544M",4.244986,52.03423,4.251294,52.03961
"2544S","2585",4.250917,52.04168,4.296964,52.09487
"2585","2544N",4.296964,52.09487,4.244986,52.03423
"2544N","2544S",4.244986,52.03423,4.250917,52.04168
"2544S","2512",4.250917,52.04168,4.304762,52.07346
"2512","2544S",4.304762,52.07346,4.250917,52.04168
"2544S","2543S",4.250917,52.04168,4.265859,52.04036
"2543S","2544S",4.265859,52.04036,4.250917,52.04168
"2544S","2544G",4.250917,52.04168,4.259543,52.04253
"2544G","2544S",4.259543,52.04253,4.250917,52.04168
"2544S","2542J",4.250917,52.04168,4.258106,52.03853
"2542J","2544S",4.258106,52.03853,4.250917,52.04168
"2544R","2552",4.250122,52.03996,4.247789,52.05459
"2552","2544R",4.247789,52.05459,4.250122,52.03996
"2544R","2545G",4.250122,52.03996,4.275293,52.04924
"2544X","2132",4.258736,52.04858,4.70623,52.2958
"2132","2544X",4.70623,52.2958,4.258736,52.04858
"2544X","2543A",4.258736,52.04858,4.264118,52.04346
"2544H","1012",4.260587,52.0458,4.896023,52.37454
"1012","2544H",4.896023,52.37454,4.260587,52.0458
"2544J","2542J",4.258303,52.04502,4.25810585894184,52.0385334972944
"2544R","2511",4.250122,52.03996,4.317539,52.07851
"2511","2544R",4.317539,52.07851,4.250122,52.03996
"2544R","2532C",4.250122,52.03996,4.30393289541937,52.0527610273044
"2532C","2544R",4.30393289541937,52.0527610273044,4.250122,52.03996
"2532C","2548",4.30393289541937,52.0527610273044,4.290399,52.02944
"2548","2544R",4.290399,52.02944,4.250122,52.03996
"2544R","2544N",4.250122,52.03996,4.244986,52.03423
"2544N","2544R",4.244986,52.03423,4.250122,52.03996
"2545G","2544R",4.275293,52.04924,4.250122,52.03996
"2544C","2544N",4.253386,52.04675,4.244986,52.03423
"2544N","2511",4.244986,52.03423,4.317539,52.07851
"2544C","2382",4.253386,52.04675,4.522523,52.12776
"2382","2544C",4.522523,52.12776,4.253386,52.04675
"2544C","2564",4.253386,52.04675,4.258003,52.06811
"2564","2544C",4.258003,52.06811,4.253386,52.04675
"2543A","2544X",4.264118,52.04346,4.258736,52.04858
"2544X","2514",4.258736,52.04858,4.308987,52.08523
"2514","2544X",4.308987,52.08523,4.258736,52.04858
"2544X","2511",4.258736,52.04858,4.317539,52.07851
"2511","2544X",4.317539,52.07851,4.258736,52.04858
"2544X","2671",4.258736,52.04858,4.208966,51.99332
"2671","2544X",4.208966,51.99332,4.258736,52.04858
"2517","2544N",4.285609,52.08726,4.244986,52.03423
"2544K","2532C",4.258285,52.04415,4.30393289541937,52.0527610273044
"2532C","2544K",4.30393289541937,52.0527610273044,4.258285,52.04415
"2544K","2543R",4.258285,52.04415,4.266393,52.04289
"2543R","2544K",4.266393,52.04289,4.258285,52.04415
"2542J","2295",4.25810585894184,52.0385334972944,4.261795,52.01373
"2295","2542J",4.261795,52.01373,4.258106,52.03853
"2542J","4284",4.25810585894184,52.0385334972944,5.0086,51.80003
"4284","2542J",5.0086,51.80003,4.25810585894184,52.0385334972944
"2544T","1043",4.255624,52.04371,4.823093,52.38991
"1043","2544T",4.823093,52.38991,4.255624,52.04371
"2544T","2353",4.255624,52.04371,4.53855,52.16652
"2353","2544T",4.53855,52.16652,4.255624,52.04371
"2544H","2585",4.260587,52.0458,4.296964,52.09487
"2544M","2583",4.251294,52.03961,4.256884,52.09254
"2583","2511",4.256884,52.09254,4.317539,52.07851
"2511","2583",4.317539,52.07851,4.256884,52.09254
"2583","2512",4.256884,52.09254,4.304762,52.07346
"2512","2544M",4.304762,52.07346,4.251294,52.03961
"2544M","2512",4.251294,52.03961,4.304762,52.07346
"2512","2583",4.304762,52.07346,4.256884,52.09254
"2583","2544M",4.256884,52.09254,4.251294,52.03961
"2543A","2544M",4.264118,52.04346,4.251294,52.03961
"2544M","2544L",4.251294,52.03961,4.251908,52.03512
"2544L","2544M",4.251908,52.03512,4.251294,52.03961
"1043","2543B",4.823093,52.38991,4.261462,52.04082
"2544K","2584",4.258285,52.04415,4.279296,52.10258
"2584","2544K",4.279296,52.10258,4.258285,52.04415
"2544K","2511",4.258285,52.04415,4.317539,52.07851
"2511","2544K",4.317539,52.07851,4.258285,52.04415
"2544K","2544G",4.258285,52.04415,4.259543,52.04253
"2544G","2544K",4.259543,52.04253,4.258285,52.04415
"2544W","2671",4.257962,52.04676,4.208966,51.99332
"2671","2544W",4.208966,51.99332,4.257962,52.04676
"2544W","2543B",4.257962,52.04676,4.261462,52.04082
"2543B","2544W",4.261462,52.04082,4.257962,52.04676
"2544W","2552",4.257962,52.04676,4.247789,52.05459
"2552","2544W",4.247789,52.05459,4.257962,52.04676
"2544W","2545C",4.257962,52.04676,4.265949,52.05641
"2544C","2525",4.253386,52.04675,4.303305,52.06238
"2525","2521",4.303305,52.06238,4.318427,52.06328
"2521","2543A",4.318427,52.06328,4.264118,52.04346
"2543A","2544C",4.264118,52.04346,4.253386,52.04675
"2525","2544C",4.303305,52.06238,4.253386,52.04675
"2544T","2545G",4.255624,52.04371,4.275293,52.04924
"2545G","2544T",4.275293,52.04924,4.255624,52.04371
"2545G","2353",4.275293,52.04924,4.53855,52.16652
"2544T","2544N",4.255624,52.04371,4.244986,52.03423
"2544N","2544T",4.244986,52.03423,4.255624,52.04371
"2544T","2514",4.255624,52.04371,4.308987,52.08523
"2514","2544T",4.308987,52.08523,4.255624,52.04371
"2548","2544T",4.290399,52.02944,4.255624,52.04371
"2544T","2533V",4.255624,52.04371,4.28958147243358,52.0502735545442
"2533V","2544T",4.28958147243358,52.0502735545442,4.255624,52.04371
"2544T","2564",4.255624,52.04371,4.258003,52.06811
"2564","2544T",4.258003,52.06811,4.255624,52.04371
"2544R","2597",4.250122,52.03996,4.313337,52.10758
"2597","2544R",4.313337,52.10758,4.250122,52.03996
"2544M","2543R",4.251294,52.03961,4.266393,52.04289
"2543R","2544M",4.266393,52.04289,4.251294,52.03961
"2544M","2514",4.251294,52.03961,4.308987,52.08523
"2544M","2543B",4.251294,52.03961,4.261462,52.04082
"2543B","2544M",4.261462,52.04082,4.251294,52.03961
"2544R","2543B",4.250122,52.03996,4.261462,52.04082
"2543B","2544R",4.261462,52.04082,4.250122,52.03996
"2544R","2353",4.250122,52.03996,4.53855,52.16652
"2353","2543B",4.53855,52.16652,4.261462,52.04082
"2544R","2543R",4.250122,52.03996,4.266393,52.04289
"2543R","2544R",4.266393,52.04289,4.250122,52.03996
"2544S","2542N",4.250917,52.04168,4.25975908922716,52.0331301455693
"2542N","2544S",4.25975908922716,52.0331301455693,4.250917,52.04168
"2544S","2713",4.250917,52.04168,4.484199,52.05438
"2713","2544S",4.484199,52.05438,4.250917,52.04168
"2544C","1043",4.253386,52.04675,4.823093,52.38991
"1043","2544C",4.823093,52.38991,4.253386,52.04675
"2544C","2628",4.253386,52.04675,4.375679,52.00169
"2628","2544C",4.375679,52.00169,4.253386,52.04675
"2544C","2544J",4.253386,52.04675,4.258303,52.04502
"2544J","2544C",4.258303,52.04502,4.253386,52.04675
"2544C","2543A",4.253386,52.04675,4.264118,52.04346
"2544R","2573",4.250122,52.03996,4.284134,52.06537
"2573","2544R",4.284134,52.06537,4.250122,52.03996
"2544C","2544G",4.253386,52.04675,4.259543,52.04253
"2544G","2544C",4.259543,52.04253,4.253386,52.04675
"2544C","2585",4.253386,52.04675,4.296964,52.09487
"2585","2544C",4.296964,52.09487,4.253386,52.04675
"2544N","2544C",4.244986,52.03423,4.253386,52.04675
"2544C","2511",4.253386,52.04675,4.317539,52.07851
"2542J","2671",4.258106,52.03853,4.208966,51.99332
"2671","2542J",4.208966,51.99332,4.258106,52.03853
"2542J","2543A",4.258106,52.03853,4.264118,52.04346
"2543A","2542J",4.264118,52.04346,4.258106,52.03853
"2542E","2542J",4.26738,52.03587,4.25810585894184,52.0385334972944
"2544J","2532R",4.258303,52.04502,4.2950248696903,52.0484979847576
"2532R","2544J",4.2950248696903,52.0484979847576,4.258303,52.04502
"2544J","2542N",4.258303,52.04502,4.259759,52.03313
"2542J","2525",4.25810585894184,52.0385334972944,4.303305,52.06238
"2525","2542J",4.303305,52.06238,4.258106,52.03853
"2542J","1101",4.25810585894184,52.0385334972944,4.941812,52.3069
"1101","2542J",4.941812,52.3069,4.25810585894184,52.0385334972944
"2544V","2544M",4.25996,52.04548,4.251294,52.03961
"2544M","2544V",4.251294,52.03961,4.25996,52.04548
"2544T","2685",4.255624,52.04371,4.223557,52.02624
"2685","2544T",4.223557,52.02624,4.255624,52.04371
"2685","2681",4.223557,52.02624,4.185465,52.03159
"2681","2544T",4.185465,52.03159,4.255624,52.04371
"2544T","2628",4.255624,52.04371,4.375679,52.00169
"2628","2544T",4.375679,52.00169,4.255624,52.04371
"2543A","2544T",4.264118,52.04346,4.255624,52.04371
"2544C","2544M",4.253386,52.04675,4.251294,52.03961
"2544M","2544C",4.251294,52.03961,4.253386,52.04675
"2544H","2553",4.260587,52.0458,4.221591,52.04493
"2553","2544N",4.221591,52.04493,4.244986,52.03423
"2544N","2544H",4.244986,52.03423,4.260587,52.0458
"2544H","2511",4.260587,52.0458,4.317539,52.07851
"2511","2544H",4.317539,52.07851,4.260587,52.0458
"2532C","2543A",4.30393289541937,52.0527610273044,4.264118,52.04346
"2544X","2382",4.258736,52.04858,4.522523,52.12776
"2382","2544X",4.522523,52.12776,4.258736,52.04858
"2544X","2525",4.258736,52.04858,4.303305,52.06238
"2525","2511",4.303305,52.06238,4.317539,52.07851
"2511","2525",4.317539,52.07851,4.303305,52.06238
"2525","2544X",4.303305,52.06238,4.258736,52.04858
"2544S","2544R",4.250917,52.04168,4.250122,52.03996
"2544R","2544S",4.250122,52.03996,4.250917,52.04168
"2544H","2521",4.260587,52.0458,4.318427,52.06328
"2521","2544H",4.318427,52.06328,4.260587,52.0458
"2544H","2533S",4.260587,52.0458,4.28645030227064,52.0553882157222
"2533S","2544H",4.28645030227064,52.0553882157222,4.260587,52.0458
"2544K","2525",4.258285,52.04415,4.303305,52.06238
"2525","2544K",4.303305,52.06238,4.258285,52.04415
"2544K","2713",4.258285,52.04415,4.484199,52.05438
"2713","2545G",4.484199,52.05438,4.275293,52.04924
"2544M","2544G",4.251294,52.03961,4.259543,52.04253
"2544G","2544M",4.259543,52.04253,4.251294,52.03961
"2544M","2628",4.251294,52.03961,4.375679,52.00169
"2544K","2552",4.258285,52.04415,4.247789,52.05459
"2552","2544K",4.247789,52.05459,4.258285,52.04415
"2552","2544N",4.247789,52.05459,4.244986,52.03423
"2544G","1012",4.259543,52.04253,4.896023,52.37454
"1012","2544G",4.896023,52.37454,4.259543,52.04253
"1012","2543B",4.896023,52.37454,4.261462,52.04082
"2543B","2544G",4.261462,52.04082,4.259543,52.04253
"2544G","2651",4.259543,52.04253,4.470929,52.00237
"2651","2544G",4.470929,52.00237,4.259543,52.04253
"2544V","2544J",4.25996,52.04548,4.258303,52.04502
"2544J","2544V",4.258303,52.04502,4.25996,52.04548
"2544V","2543B",4.25996,52.04548,4.261462,52.04082
"2543B","2544V",4.261462,52.04082,4.25996,52.04548
"2544V","2564",4.25996,52.04548,4.258003,52.06811
"2544K","2545G",4.258285,52.04415,4.275293,52.04924
"2544K","2553",4.258285,52.04415,4.221591,52.04493
"2553","2544K",4.221591,52.04493,4.258285,52.04415
"2544K","2543A",4.258285,52.04415,4.264118,52.04346
"2544K","2544N",4.258285,52.04415,4.244986,52.03423
"2544N","2544K",4.244986,52.03423,4.258285,52.04415
"2544T","2542J",4.255624,52.04371,4.25810585894184,52.0385334972944
"2542J","2544T",4.25810585894184,52.0385334972944,4.255624,52.04371
"2544C","2584",4.253386,52.04675,4.279296,52.10258
"2584","2544C",4.279296,52.10258,4.253386,52.04675
"2544V","2665",4.25996,52.04548,4.534548,52.02257
"2665","2544V",4.534548,52.02257,4.25996,52.04548
"2544V","2671",4.25996,52.04548,4.208966,51.99332
"2544V","2545G",4.25996,52.04548,4.275293,52.04924
"2545G","2665",4.275293,52.04924,4.534548,52.02257
"2544V","2525",4.25996,52.04548,4.303305,52.06238
"2525","2544V",4.303305,52.06238,4.25996,52.04548
"2544V","2547",4.25996,52.04548,4.266762,52.06093
"2547","2544V",4.266762,52.06093,4.25996,52.04548
"2544V","2291",4.25996,52.04548,4.277017,52.01948
"2291","2544V",4.277017,52.01948,4.25996,52.04548
"2544V","1012",4.25996,52.04548,4.896023,52.37454
"1012","2544V",4.896023,52.37454,4.25996,52.04548
"2544K","2544C",4.258285,52.04415,4.253386,52.04675
"2544C","2544K",4.253386,52.04675,4.258285,52.04415
"2544K","2542N",4.258285,52.04415,4.25975908922716,52.0331301455693
"2542N","2544K",4.25975908922716,52.0331301455693,4.258285,52.04415
"2544K","2545H",4.258285,52.04415,4.282732,52.04369
"2545H","2544K",4.282732,52.04369,4.258285,52.04415
"2545D","2552",4.270413,52.04476,4.247789,52.05459
"2552","2545D",4.247789,52.05459,4.270413,52.04476
"2545D","2543B",4.270413,52.04476,4.261462,52.04082
"2543B","2545D",4.261462,52.04082,4.270413,52.04476
"2545D","2548",4.270413,52.04476,4.290399,52.02944
"2548","2545D",4.290399,52.02944,4.270413,52.04476
"2545D","2571",4.270413,52.04476,4.286918,52.06937
"2571","2545D",4.286918,52.06937,4.270413,52.04476
"2545D","2547",4.270413,52.04476,4.266762,52.06093
"2547","2545D",4.266762,52.06093,4.270413,52.04476
"2544C","2542N",4.253386,52.04675,4.25975908922716,52.0331301455693
"2542N","2544C",4.25975908922716,52.0331301455693,4.253386,52.04675
"2544C","2552",4.253386,52.04675,4.247789,52.05459
"2552","2544C",4.247789,52.05459,4.253386,52.04675
"2544C","2543R",4.253386,52.04675,4.266393,52.04289
"2543R","2284",4.266393,52.04289,4.313038,52.04115
"2284","2544C",4.313038,52.04115,4.253386,52.04675
"2547","2544C",4.266762,52.06093,4.253386,52.04675
"2544J","2514",4.258303,52.04502,4.308987,52.08523
"2544J","2665",4.258303,52.04502,4.534548,52.02257
"2665","2544J",4.534548,52.02257,4.258303,52.04502
"2543A","2544J",4.264118,52.04346,4.258303,52.04502
"2545G","2132",4.275293,52.04924,4.70623,52.2958
"2544H","2713",4.260587,52.0458,4.484199,52.05438
"2713","2544H",4.484199,52.05438,4.260587,52.0458
"2543A","2628",4.264118,52.04346,4.375679,52.00169
"2544H","2555",4.260587,52.0458,4.225491,52.061
"2544H","2628",4.260587,52.0458,4.375679,52.00169
"2628","2544H",4.375679,52.00169,4.260587,52.0458
"2544G","2544J",4.259543,52.04253,4.258303,52.04502
"2544K","2542J",4.258285,52.04415,4.258106,52.03853
"2542J","2544K",4.258106,52.03853,4.258285,52.04415
"2544T","2291",4.255624,52.04371,4.277017,52.01948
"2291","2544T",4.277017,52.01948,4.255624,52.04371
"2544R","2652",4.250122,52.03996,4.460542,51.99096
"2652","2543B",4.460542,51.99096,4.261462,52.04082
"2652","2544R",4.460542,51.99096,4.250122,52.03996
"2544R","3061",4.250122,52.03996,4.504965,51.92704
"3061","2544R",4.504965,51.92704,4.250122,52.03996
"2544S","2583",4.250917,52.04168,4.256884,52.09254
"2583","2544S",4.256884,52.09254,4.250917,52.04168
"2544S","2564",4.250917,52.04168,4.258003,52.06811
"2564","2544S",4.258003,52.06811,4.250917,52.04168
"2544K","2521",4.258285,52.04415,4.318427,52.06328
"2544K","2591",4.258285,52.04415,4.364334,52.0935
"2591","2544K",4.364334,52.0935,4.258285,52.04415
"2544V","2651",4.25996,52.04548,4.470929,52.00237
"2651","2544V",4.470929,52.00237,4.25996,52.04548
"2544V","2597",4.25996,52.04548,4.313337,52.10758
"2597","2544V",4.313337,52.10758,4.25996,52.04548
"2544V","2573",4.25996,52.04548,4.284134,52.06537
"2573","2544V",4.284134,52.06537,4.25996,52.04548
"2544H","2382",4.260587,52.0458,4.522523,52.12776
"2382","2544H",4.522523,52.12776,4.260587,52.0458
"2544R","2542J",4.250122,52.03996,4.258106,52.03853
"2542J","2544R",4.258106,52.03853,4.250122,52.03996
"2544C","2593",4.253386,52.04675,4.342739,52.08531
"2593","2544C",4.342739,52.08531,4.253386,52.04675
"2544K","2544J",4.258285,52.04415,4.258303,52.04502
"2544J","2544K",4.258303,52.04502,4.258285,52.04415
"2542J","2544N",4.258106,52.03853,4.244986,52.03423
"2353","2544R",4.53855,52.16652,4.250122,52.03996
"2544R","1043",4.250122,52.03996,4.823093,52.38991
"1043","2544R",4.823093,52.38991,4.250122,52.03996
"2544S","2132",4.250917,52.04168,4.70623,52.2958
"2132","2544S",4.70623,52.2958,4.250917,52.04168
"2544S","2597",4.250917,52.04168,4.313337,52.10758
"2597","2544S",4.313337,52.10758,4.250917,52.04168
"2132","2543R",4.70623,52.2958,4.266393,52.04289
"2543R","2544S",4.266393,52.04289,4.250917,52.04168
"2597","2132",4.313337,52.10758,4.70623,52.2958
"2544M","2532R",4.251294,52.03961,4.2950248696903,52.0484979847576
"2532R","2544H",4.2950248696903,52.0484979847576,4.260587,52.0458
"2544H","2544L",4.260587,52.0458,4.251908,52.03512
"2544L","2544H",4.251908,52.03512,4.260587,52.0458
"2553","2544H",4.221591,52.04493,4.260587,52.0458
"2545H","2544M",4.282732,52.04369,4.251294,52.03961
"2544M","2564",4.251294,52.03961,4.258003,52.06811
"2564","2544M",4.258003,52.06811,4.251294,52.03961
"2628","2544M",4.375679,52.00169,4.251294,52.03961
"2284","2544G",4.313038,52.04115,4.259543,52.04253
"2544G","2543R",4.259543,52.04253,4.266393,52.04289
"2543R","2543A",4.266393,52.04289,4.264118,52.04346
"2543A","2544G",4.264118,52.04346,4.259543,52.04253
"2544G","2525",4.259543,52.04253,4.303305,52.06238
"2525","2544G",4.303305,52.06238,4.259543,52.04253
"2544X","3061",4.258736,52.04858,4.504965,51.92704
"3061","2544X",4.504965,51.92704,4.258736,52.04858
"2544X","2547",4.258736,52.04858,4.266762,52.06093
"2547","2544X",4.266762,52.06093,4.258736,52.04858
"2544R","2544H",4.250122,52.03996,4.260587,52.0458
"2544H","2544R",4.260587,52.0458,4.250122,52.03996
"2544R","2512",4.250122,52.03996,4.304762,52.07346
"2512","2544R",4.304762,52.07346,4.250122,52.03996
"2544R","2542N",4.250122,52.03996,4.259759,52.03313
"2542N","2544R",4.259759,52.03313,4.250122,52.03996
"2544R","2516",4.250122,52.03996,4.338401,52.06783
"2516","2544R",4.338401,52.06783,4.250122,52.03996
"2516","2597",4.338401,52.06783,4.313337,52.10758
"2544X","2353",4.258736,52.04858,4.53855,52.16652
"2353","2544X",4.53855,52.16652,4.258736,52.04858
"2544X","2545G",4.258736,52.04858,4.275293,52.04924
"2545G","2544X",4.275293,52.04924,4.258736,52.04858
"2544X","2284",4.258736,52.04858,4.313038,52.04115
"2284","2544X",4.313038,52.04115,4.258736,52.04858
"2542J","1118",4.25810585894184,52.0385334972944,4.760595,52.30665
"1118","2542J",4.760595,52.30665,4.258106,52.03853
"2533J","2542J",4.29388139893284,52.0509015842679,4.25810585894184,52.0385334972944
"2542J","1083",4.258106,52.03853,4.888147,52.33042
"1083","2542J",4.888147,52.33042,4.25810585894184,52.0385334972944
"2544V","2543A",4.25996,52.04548,4.264118,52.04346
"2543A","2544V",4.264118,52.04346,4.25996,52.04548
"2544V","2628",4.25996,52.04548,4.375679,52.00169
"2628","2544V",4.375679,52.00169,4.25996,52.04548
"2544J","2132",4.258303,52.04502,4.70623,52.2958
"2132","2291",4.70623,52.2958,4.277017,52.01948
"2544J","2543V",4.258303,52.04502,4.259972,52.03965
"2543V","2544J",4.259972,52.03965,4.258303,52.04502
"2544S","2291",4.250917,52.04168,4.277017,52.01948
"2291","2544S",4.277017,52.01948,4.250917,52.04168
"2544T","2671",4.255624,52.04371,4.208966,51.99332
"2671","2544T",4.208966,51.99332,4.255624,52.04371
"2544T","2533S",4.255624,52.04371,4.28645030227064,52.0553882157222
"2533S","2544T",4.28645030227064,52.0553882157222,4.255624,52.04371
"2544T","2521",4.255624,52.04371,4.318427,52.06328
"2521","2544T",4.318427,52.06328,4.255624,52.04371
"2545A","2543S",4.263082,52.05302,4.265859,52.04036
"2543S","2545A",4.265859,52.04036,4.263082,52.05302
"2544H","2544G",4.260587,52.0458,4.259543,52.04253
"2544G","2543V",4.259543,52.04253,4.259972,52.03965
"2543V","2544G",4.259972,52.03965,4.259543,52.04253
"2512","2543B",4.304762,52.07346,4.261462,52.04082
"2544G","2543A",4.259543,52.04253,4.264118,52.04346
"2544M","2284",4.251294,52.03961,4.313038,52.04115
"2284","2544M",4.313038,52.04115,4.251294,52.03961
"2544V","2544G",4.25996,52.04548,4.259543,52.04253
"2544G","2544V",4.259543,52.04253,4.25996,52.04548
"2544V","2353",4.25996,52.04548,4.53855,52.16652
"2353","2544V",4.53855,52.16652,4.25996,52.04548
"2544V","2553",4.25996,52.04548,4.221591,52.04493
"2553","2544V",4.221591,52.04493,4.25996,52.04548
"2544V","2552",4.25996,52.04548,4.247789,52.05459
"2552","2544V",4.247789,52.05459,4.25996,52.04548
"2544V","2681",4.25996,52.04548,4.185465,52.03159
"2681","2544V",4.185465,52.03159,4.25996,52.04548
"2544X","2543B",4.258736,52.04858,4.261462,52.04082
"2544T","2597",4.255624,52.04371,4.313337,52.10758
"2597","2544T",4.313337,52.10758,4.255624,52.04371
"2544T","2544G",4.255624,52.04371,4.259543,52.04253
"2544G","2544T",4.259543,52.04253,4.255624,52.04371
"2544T","2573",4.255624,52.04371,4.284134,52.06537
"2573","2544T",4.284134,52.06537,4.255624,52.04371
"2544J","2593",4.258303,52.04502,4.342739,52.08531
"2544M","2593",4.251294,52.03961,4.342739,52.08531
"2593","2544N",4.342739,52.08531,4.244986,52.03423
"2593","2544M",4.342739,52.08531,4.251294,52.03961
"2544R","2553",4.250122,52.03996,4.221591,52.04493
"2553","2544R",4.221591,52.04493,4.250122,52.03996
"2553","2514",4.221591,52.04493,4.308987,52.08523
"2514","2544R",4.308987,52.08523,4.250122,52.03996
"2544R","2521",4.250122,52.03996,4.318427,52.06328
"2521","2544R",4.318427,52.06328,4.250122,52.03996
"2544R","2543S",4.250122,52.03996,4.265859,52.04036
"2543S","2544R",4.265859,52.04036,4.250122,52.03996
"2544R","2514",4.250122,52.03996,4.308987,52.08523
"2544C","2713",4.253386,52.04675,4.484199,52.05438
"2713","2544C",4.484199,52.05438,4.253386,52.04675
"2544H","2597",4.260587,52.0458,4.313337,52.10758
"2597","2544H",4.313337,52.10758,4.260587,52.0458
"2544H","2291",4.260587,52.0458,4.277017,52.01948
"2291","2544H",4.277017,52.01948,4.260587,52.0458
"2544M","2532B",4.251294,52.03961,4.2979209377582,52.0471157904556
"2532B","2544M",4.2979209377582,52.0471157904556,4.251294,52.03961
"2544M","2517",4.251294,52.03961,4.285609,52.08726
"2517","2544M",4.285609,52.08726,4.251294,52.03961
"2544M","2291",4.251294,52.03961,4.277017,52.01948
"2291","2544M",4.277017,52.01948,4.251294,52.03961
"2544V","2548",4.25996,52.04548,4.290399,52.02944
"2548","2544V",4.290399,52.02944,4.25996,52.04548
"2544V","2132",4.25996,52.04548,4.70623,52.2958
"2132","2544V",4.70623,52.2958,4.25996,52.04548
"2544V","2544H",4.25996,52.04548,4.260587,52.0458
"2544H","2544H",4.260587,52.0458,4.260587,52.0458
"2545G","2544V",4.275293,52.04924,4.25996,52.04548
"2544V","2511",4.25996,52.04548,4.317539,52.07851
"2511","2544V",4.317539,52.07851,4.25996,52.04548
"2544V","2545J",4.25996,52.04548,4.273905,52.05018
"2545J","2544V",4.273905,52.05018,4.25996,52.04548
"2544V","2585",4.25996,52.04548,4.296964,52.09487
"2585","2544V",4.296964,52.09487,4.25996,52.04548
"2544X","2542J",4.258736,52.04858,4.258106,52.03853
"2542J","2544X",4.258106,52.03853,4.258736,52.04858
"2543B","2544X",4.261462,52.04082,4.258736,52.04858
"2544C","2652",4.253386,52.04675,4.460542,51.99096
"2652","2544C",4.460542,51.99096,4.253386,52.04675
"2543R","2544C",4.266393,52.04289,4.253386,52.04675
"2544V","2641",4.25996,52.04548,4.434602,52.01597
"2641","2544V",4.434602,52.01597,4.25996,52.04548
"2544V","2521",4.25996,52.04548,4.318427,52.06328
"2521","2544V",4.318427,52.06328,4.25996,52.04548
"2544K","2628",4.258285,52.04415,4.375679,52.00169
"2628","2544K",4.375679,52.00169,4.258285,52.04415
"2544K","1012",4.258285,52.04415,4.896023,52.37454
"1012","2544K",4.896023,52.37454,4.258285,52.04415
"2544K","2564",4.258285,52.04415,4.258003,52.06811
"2564","2544K",4.258003,52.06811,4.258285,52.04415
"2544K","2597",4.258285,52.04415,4.313337,52.10758
"2597","2544M",4.313337,52.10758,4.251294,52.03961
"2544M","2544K",4.251294,52.03961,4.258285,52.04415
"2544K","2284",4.258285,52.04415,4.313038,52.04115
"2284","2544K",4.313038,52.04115,4.258285,52.04415
"2544K","2547",4.258285,52.04415,4.266762,52.06093
"2547","2544K",4.266762,52.06093,4.258285,52.04415
"2544C","2665",4.253386,52.04675,4.534548,52.02257
"2665","2544C",4.534548,52.02257,4.253386,52.04675
"2544G","2544G",4.259543,52.04253,4.259543,52.04253
"2552","2544G",4.247789,52.05459,4.259543,52.04253
"2544H","2652",4.260587,52.0458,4.460542,51.99096
"2652","2544H",4.460542,51.99096,4.260587,52.0458
"2544J","2713",4.258303,52.04502,4.484199,52.05438
"2713","2544J",4.484199,52.05438,4.258303,52.04502
"2544V","2542E",4.25996,52.04548,4.26738012750464,52.0358716118828
"2542E","2544V",4.26738012750464,52.0358716118828,4.25996,52.04548
"2544V","2382",4.25996,52.04548,4.522523,52.12776
"2382","2544V",4.522523,52.12776,4.25996,52.04548
"2382","2521",4.522523,52.12776,4.318427,52.06328
"2544R","2542E",4.250122,52.03996,4.26738,52.03587
"2542E","2544R",4.26738,52.03587,4.250122,52.03996
"2544R","2641",4.250122,52.03996,4.434602,52.01597
"2641","2544R",4.434602,52.01597,4.250122,52.03996
"2544T","2544M",4.255624,52.04371,4.251294,52.03961
"2544M","2544T",4.251294,52.03961,4.255624,52.04371
"2544T","2545H",4.255624,52.04371,4.282732,52.04369
"2545H","2544T",4.282732,52.04369,4.255624,52.04371
"2544C","2544H",4.253386,52.04675,4.260587,52.0458
"2544H","2544C",4.260587,52.0458,4.253386,52.04675
"2544C","2284",4.253386,52.04675,4.313038,52.04115
"2544J","2584",4.258303,52.04502,4.279296,52.10258
"2584","2544J",4.279296,52.10258,4.258303,52.04502
"2544X","2583",4.258736,52.04858,4.256884,52.09254
"2583","2544X",4.256884,52.09254,4.258736,52.04858
"2544X","2545H",4.258736,52.04858,4.282732,52.04369
"2545H","2544X",4.282732,52.04369,4.258736,52.04858
"2544M","2597",4.251294,52.03961,4.313337,52.10758
"2544M","2353",4.251294,52.03961,4.53855,52.16652
"2353","2544M",4.53855,52.16652,4.251294,52.03961
"2544M","2553",4.251294,52.03961,4.221591,52.04493
"2545D","2492",4.270413,52.04476,4.409169,52.06619
"2492","2545D",4.409169,52.06619,4.270413,52.04476
"2545D","2533S",4.270413,52.04476,4.28645030227064,52.0553882157222
"2533S","2545D",4.28645030227064,52.0553882157222,4.270413,52.04476
"2545D","2553",4.270413,52.04476,4.221591,52.04493
"2553","2545J",4.221591,52.04493,4.273905,52.05018
"2545J","2545D",4.273905,52.05018,4.270413,52.04476
"2545D","2711",4.270413,52.04476,4.492151,52.06161
"2711","2545D",4.492151,52.06161,4.270413,52.04476
"2545D","2544N",4.270413,52.04476,4.244986,52.03423
