"departure","arrival","departure_longitude","departure_latitude","arrival_longitude","arrival_latitude"
"2542A","2542J","4.258106","4.272173","52.03853","52.04020"
"2291","2542L","4.262373","4.277017","52.01948","52.03217"
"2533S","2542L","4.262373","4.286450","52.03217","52.05539"
"2542L","2545G","4.262373","4.275293","52.03217","52.04924"
"2542L","2548","4.262373","4.290399","52.02944","52.03217"
"2542X","2548","4.259868","4.290399","52.02944","52.03342"
"2542N","2542X","4.259759","4.259868","52.03313","52.03342"
"2282","2542X","4.259868","4.334647","52.03342","52.05190"
"2542X","2543B","4.259868","4.261462","52.03342","52.04082"
"2542E","2542X","4.259868","4.267380","52.03342","52.03587"
"2542A","2547","4.266762","4.272173","52.04020","52.06093"
"1118","2542N","4.259759","4.760595","52.03313","52.30665"
"1101","2542N","4.259759","4.941812","52.03313","52.30690"
"2542A","2548","4.272173","4.290399","52.02944","52.04020"
"2541G","2548","4.267170","4.290399","52.02944","52.04043"
"2542X","2553","4.221591","4.259868","52.03342","52.04493"
"2542X","2545H","4.259868","4.282732","52.03342","52.04369"
"2533L","2542X","4.259868","4.296128","52.03342","52.05247"
"2517","2542H","4.267572","4.285609","52.03497","52.08726"
"2542H","2545G","4.267572","4.275293","52.03497","52.04924"
"2526","2542H","4.267572","4.307563","52.03497","52.06804"
"2517","2542A","4.272173","4.285609","52.04020","52.08726"
"2542A","2545H","4.272173","4.282732","52.04020","52.04369"
"2542A","2543A","4.264118","4.272173","52.04020","52.04346"
"2542X","2545G","4.259868","4.275293","52.03342","52.04924"
"2526","2542X","4.259868","4.307563","52.03342","52.06804"
"2542X","2555","4.225491","4.259868","52.03342","52.06100"
"2542X","2678","4.255695","4.259868","51.97477","52.03342"
"2542A","2681","4.185465","4.272173","52.03159","52.04020"
"2542A","2544H","4.260587","4.272173","52.04020","52.04580"
"2541R","2542A","4.272173","4.280996","52.04020","52.04303"
"2542A","2616","4.272173","4.378230","52.01987","52.04020"
"2542A","2571","4.272173","4.286918","52.04020","52.06937"
"2542A","2545S","4.272173","4.272197","52.04020","52.04742"
"2542K","2545S","4.263124","4.272197","52.03644","52.04742"
"2542T","2545S","4.272197","4.272844","52.03875","52.04742"
"2512","2542L","4.262373","4.304762","52.03217","52.07346"
"2511","2542L","4.262373","4.317539","52.03217","52.07851"
"2262","2542L","4.262373","4.387253","52.03217","52.09115"
"2282","2542N","4.259759","4.334647","52.03313","52.05190"
"2282","2521","4.318427","4.334647","52.05190","52.06328"
"2542T","2671","4.208966","4.272844","51.99332","52.03875"
"2542P","2553","4.221591","4.268046","52.03534","52.04493"
"2542P","2678","4.255695","4.268046","51.97477","52.03534"
"2282","2542A","4.272173","4.334647","52.04020","52.05190"
"2542J","2542L","4.258106","4.262373","52.03217","52.03853"
"2514","2541G","4.267170","4.308987","52.04043","52.08523"
"2542G","2548","4.266432","4.290399","52.02944","52.03478"
"2542G","2543B","4.261462","4.266432","52.03478","52.04082"
"2542G","2542N","4.259759","4.266432","52.03313","52.03478"
"2526","2542G","4.266432","4.307563","52.03478","52.06804"
"2291","2542G","4.266432","4.277017","52.01948","52.03478"
"2525","2542T","4.272844","4.303305","52.03875","52.06238"
"2282","2542G","4.266432","4.334647","52.03478","52.05190"
"2517","2542G","4.266432","4.285609","52.03478","52.08726"
"2542E","2542G","4.266432","4.267380","52.03478","52.03587"
"1075","2542X","4.259868","4.859065","52.03342","52.35212"
"1083","2542T","4.272844","4.888147","52.03875","52.33042"
"2517","2542T","4.272844","4.285609","52.03875","52.08726"
"2542C","2672","4.216140","4.269424","51.99230","52.03756"
"2295","2542C","4.261795","4.269424","52.01373","52.03756"
"2284","2542C","4.269424","4.313038","52.03756","52.04115"
"2542C","2553","4.221591","4.269424","52.03756","52.04493"
"2533E","2542C","4.269424","4.293278","52.03756","52.05278"
"2533J","2542C","4.269424","4.293881","52.03756","52.05090"
"2525","2542X","4.259868","4.303305","52.03342","52.06238"
"2542V","2713","4.266266","4.484199","52.03701","52.05438"
"2542V","2543B","4.261462","4.266266","52.03701","52.04082"
"2542V","2545J","4.266266","4.273905","52.03701","52.05018"
"1083","2542H","4.267572","4.888147","52.03497","52.33042"
"2542H","2681","4.185465","4.267572","52.03159","52.03497"
"2542L","2741","4.262373","4.666907","52.03217","52.03917"
"2542T","2681","4.185465","4.272844","52.03159","52.03875"
"2542T","2544J","4.258303","4.272844","52.03875","52.04502"
"2542B","2553","4.221591","4.266872","52.03806","52.04493"
"2542B","2678","4.255695","4.266872","51.97477","52.03806"
"1075","2542B","4.266872","4.859065","52.03806","52.35212"
"1075","2544H","4.260587","4.859065","52.04580","52.35212"
"2542B","2544H","4.260587","4.266872","52.03806","52.04580"
"2542V","2544J","4.258303","4.266266","52.03701","52.04502"
"2542V","4.266266","4284","5.008600","51.80003","52.03701"
"2533J","2542A","4.272173","4.293881","52.04020","52.05090"
"2542A","3068","4.272173","4.551728","51.95814","52.04020"
"2542X","2545N","4.259868","4.278895","52.03342","52.04789"
"2533S","2542X","4.259868","4.286450","52.03342","52.05539"
"2542E","2542H","4.267380","4.267572","52.03497","52.03587"
"2512","2542H","4.267572","4.304762","52.03497","52.07346"
"2542X","2741","4.259868","4.666907","52.03342","52.03917"
"2542A","2553","4.221591","4.272173","52.04020","52.04493"
"2542K","2542V","4.263124","4.266266","52.03644","52.03701"
"2542V","2543A","4.264118","4.266266","52.03701","52.04346"
"2542V","2545G","4.266266","4.275293","52.03701","52.04924"
"2515","2542A","4.272173","4.321192","52.04020","52.07270"
"2542A","2713","4.272173","4.484199","52.04020","52.05438"
"2533V","2542P","4.268046","4.289581","52.03534","52.05027"
"2542A","2546A","4.272173","4.275727","52.04020","52.05775"
"2542E","2542V","4.266266","4.267380","52.03587","52.03701"
"2525","2542V","4.266266","4.303305","52.03701","52.06238"
"2291","2542V","4.266266","4.277017","52.01948","52.03701"
"2542N","2542V","4.259759","4.266266","52.03313","52.03701"
"2533H","2542X","4.259868","4.290701","52.03342","52.04870"
"2542X","2616","4.259868","4.378230","52.01987","52.03342"
"2542V","2724","4.266266","4.508678","52.03701","52.06525"
"2525","2542G","4.266432","4.303305","52.03478","52.06238"
"2542G","2596","4.266432","4.319509","52.03478","52.09274"
"2542G","2544H","4.260587","4.266432","52.03478","52.04580"
"2262","2542X","4.259868","4.387253","52.03342","52.09115"
"2333","2542X","4.259868","4.468049","52.03342","52.16816"
"2333","2542H","4.267572","4.468049","52.03497","52.16816"
"2511","2542H","4.267572","4.317539","52.03497","52.07851"
"2542T","2713","4.272844","4.484199","52.03875","52.05438"
"2542T","3068","4.272844","4.551728","51.95814","52.03875"
"2533V","2542T","4.272844","4.289581","52.03875","52.05027"
"2521","2542A","4.272173","4.318427","52.04020","52.06328"
"2512","2542A","4.272173","4.304762","52.04020","52.07346"
"1083","2533V","4.289581","4.888147","52.05027","52.33042"
"2252","2542T","4.272844","4.425454","52.03875","52.11727"
"2262","2542T","4.272844","4.387253","52.03875","52.09115"
"2678","2803","4.255695","4.690541","51.97477","52.02455"
"2533S","2542T","4.272844","4.286450","52.03875","52.05539"
"2515","2542H","4.267572","4.321192","52.03497","52.07270"
"2542H","2543A","4.264118","4.267572","52.03497","52.04346"
"2533C","2542H","4.267572","4.293283","52.03497","52.04874"
"2542X","2546V","4.259868","4.275566","52.03342","52.05969"
"2542X","2544G","4.259543","4.259868","52.03342","52.04253"
"2542X","2543A","4.259868","4.264118","52.03342","52.04346"
"2262","2542C","4.269424","4.387253","52.03756","52.09115"
"1083","2542C","4.269424","4.888147","52.03756","52.33042"
"2525","2542C","4.269424","4.303305","52.03756","52.06238"
"2541R","2542C","4.269424","4.280996","52.03756","52.04303"
"2525","2542A","4.272173","4.303305","52.04020","52.06238"
"2542A","2595","4.272173","4.334532","52.04020","52.08087"
"2542T","2553","4.221591","4.272844","52.03875","52.04493"
"2541G","2544G","4.259543","4.267170","52.04043","52.04253"
"1118","2542E","4.267380","4.760595","52.03587","52.30665"
"1075","2542V","4.266266","4.859065","52.03701","52.35212"
"1118","2542P","4.268046","4.760595","52.03534","52.30665"
"2542P","2543B","4.261462","4.268046","52.03534","52.04082"
"2542P","4.268046","4284","5.008600","51.80003","52.03534"
"2541G","2542J","4.258106","4.267170","52.03853","52.04043"
"2291","2541G","4.267170","4.277017","52.01948","52.04043"
"2282","2542T","4.272844","4.334647","52.03875","52.05190"
"2542C","2548","4.269424","4.290399","52.02944","52.03756"
"2533B","2542C","4.269424","4.284102","52.03756","52.04869"
"2542C","2675","4.235639","4.269424","52.00553","52.03756"
"2542P","2596","4.268046","4.319509","52.03534","52.09274"
"2533S","2542P","4.268046","4.286450","52.03534","52.05539"
"2542P","2543V","4.259972","4.268046","52.03534","52.03965"
"2541G","2582","4.267170","4.276608","52.04043","52.09343"
"2526","2542L","4.262373","4.307563","52.03217","52.06804"
"2533J","2542L","4.262373","4.293881","52.03217","52.05090"
"2533B","2542E","4.267380","4.284102","52.03587","52.04869"
"2533H","2542T","4.272844","4.290701","52.03875","52.04870"
"2542T","2545J","4.272844","4.273905","52.03875","52.05018"
"2542L","2681","4.185465","4.262373","52.03159","52.03217"
"2542H","2542T","4.267572","4.272844","52.03497","52.03875"
"1118","2542T","4.272844","4.760595","52.03875","52.30665"
"1118","2542H","4.267572","4.760595","52.03497","52.30665"
"2525","2542H","4.267572","4.303305","52.03497","52.06238"
"2542E","2542P","4.267380","4.268046","52.03534","52.03587"
"2282","2542P","4.268046","4.334647","52.03534","52.05190"
"2542X","2571","4.259868","4.286918","52.03342","52.06937"
"2541R","2542X","4.259868","4.280996","52.03342","52.04303"
"2542L","2596","4.262373","4.319509","52.03217","52.09274"
"2542L","2544H","4.260587","4.262373","52.03217","52.04580"
"2521","2542L","4.262373","4.318427","52.03217","52.06328"
"2512","2542X","4.259868","4.304762","52.03342","52.07346"
"2284","2542X","4.259868","4.313038","52.03342","52.04115"
"2515","2525","4.303305","4.321192","52.06238","52.07270"
"2515","2542T","4.272844","4.321192","52.03875","52.07270"
"2542X","3068","4.259868","4.551728","51.95814","52.03342"
"2511","2542X","4.259868","4.317539","52.03342","52.07851"
"2542N","2542P","4.259759","4.268046","52.03313","52.03534"
"2542L","2616","4.262373","4.378230","52.01987","52.03217"
"2542L","2545H","4.262373","4.282732","52.03217","52.04369"
"2545S","4.272197","4284","5.008600","51.80003","52.04742"
"2542A","4.272173","4284","5.008600","51.80003","52.04020"
"2542X","2595","4.259868","4.334532","52.03342","52.08087"
"2542N","2741","4.259759","4.666907","52.03313","52.03917"
"2541G","2671","4.208966","4.267170","51.99332","52.04043"
"1118","2542L","4.262373","4.760595","52.03217","52.30665"
"1075","2542L","4.262373","4.859065","52.03217","52.35212"
"2542L","2543S","4.262373","4.265859","52.03217","52.04036"
"2542L","2545C","4.262373","4.265949","52.03217","52.05641"
"2542L","2542N","4.259759","4.262373","52.03217","52.03313"
"2542T","2724","4.272844","4.508678","52.03875","52.06525"
"2542L","2724","4.262373","4.508678","52.03217","52.06525"
"2541R","2542L","4.262373","4.280996","52.03217","52.04303"
"2533H","2542L","4.262373","4.290701","52.03217","52.04870"
"2542A","2671","4.208966","4.272173","51.99332","52.04020"
"2533A","2542A","4.272173","4.278652","52.04020","52.05363"
"2542P","2547","4.266762","4.268046","52.03534","52.06093"
"2542X","2547","4.259868","4.266762","52.03342","52.06093"
"2291","2542A","4.272173","4.277017","52.01948","52.04020"
"2542A","2544N","4.244986","4.272173","52.03423","52.04020"
"2525","2542L","4.262373","4.303305","52.03217","52.06238"
"2533A","2542L","4.262373","4.278652","52.03217","52.05363"
"2291","2542P","4.268046","4.277017","52.01948","52.03534"
"2542P","2571","4.268046","4.286918","52.03534","52.06937"
"2541G","2545S","4.267170","4.272197","52.04043","52.04742"
"2542P","2724","4.268046","4.508678","52.03534","52.06525"
"2542A","2545N","4.272173","4.278895","52.04020","52.04789"
"2542A","2545C","4.265949","4.272173","52.04020","52.05641"
"2542X","2544J","4.258303","4.259868","52.03342","52.04502"
"2541G","2542E","4.267170","4.267380","52.03587","52.04043"
"2541G","2544M","4.251294","4.267170","52.03961","52.04043"
"1034","2541G","4.267170","4.916871","52.04043","52.40825"
"1118","2282","4.334647","4.760595","52.05190","52.30665"
"2545H","2675","4.235639","4.282732","52.00553","52.04369"
"2533V","2542A","4.272173","4.289581","52.04020","52.05027"
"2542L","2544E","4.250288","4.262373","52.03217","52.04648"
"2542L","2542T","4.262373","4.272844","52.03217","52.03875"
"2262","2542A","4.272173","4.387253","52.04020","52.09115"
"2542N","2595","4.259759","4.334532","52.03313","52.08087"
"2542C","2595","4.269424","4.334532","52.03756","52.08087"
"2542W","2713","4.261890","4.484199","52.03406","52.05438"
"2542N","2542W","4.259759","4.261890","52.03313","52.03406"
"2542T","2545H","4.272844","4.282732","52.03875","52.04369"
"1101","2542T","4.272844","4.941812","52.03875","52.30690"
"2333","2542A","4.272173","4.468049","52.04020","52.16816"
"2542H","2595","4.267572","4.334532","52.03497","52.08087"
"2542H","2543B","4.261462","4.267572","52.03497","52.04082"
"2542H","2545A","4.263082","4.267572","52.03497","52.05302"
"2542T","2593","4.272844","4.342739","52.03875","52.08531"
"2252","2542N","4.259759","4.425454","52.03313","52.11727"
"2541R","2542N","4.259759","4.280996","52.03313","52.04303"
"2533C","2542C","4.269424","4.293283","52.03756","52.04874"
"2517","2542C","4.269424","4.285609","52.03756","52.08726"
"2542X","2545C","4.259868","4.265949","52.03342","52.05641"
"2542L","3068","4.262373","4.551728","51.95814","52.03217"
"2542E","3068","4.267380","4.551728","51.95814","52.03587"
"2545G","3068","4.275293","4.551728","51.95814","52.04924"
"2542L","2543B","4.261462","4.262373","52.03217","52.04082"
"2542V","2548","4.266266","4.290399","52.02944","52.03701"
"2533V","2542V","4.266266","4.289581","52.03701","52.05027"
"2533E","2542A","4.272173","4.293278","52.04020","52.05278"
"2282","2553","4.221591","4.334647","52.04493","52.05190"
"2542C","2724","4.269424","4.508678","52.03756","52.06525"
"2533L","2542H","4.267572","4.296128","52.03497","52.05247"
"2542E","2545H","4.267380","4.282732","52.03587","52.04369"
"2542A","2542T","4.272173","4.272844","52.03875","52.04020"
"1101","2542L","4.262373","4.941812","52.03217","52.30690"
"2542B","2548","4.266872","4.290399","52.02944","52.03806"
"2517","2542B","4.266872","4.285609","52.03806","52.08726"
"2512","2542B","4.266872","4.304762","52.03806","52.07346"
"2542B","2543B","4.261462","4.266872","52.03806","52.04082"
"2542B","2616","4.266872","4.378230","52.01987","52.03806"
"2284","2542N","4.259759","4.313038","52.03313","52.04115"
"2533H","2542N","4.259759","4.290701","52.03313","52.04870"
"2541G","2616","4.267170","4.378230","52.01987","52.04043"
"2616","2641","4.378230","4.434602","52.01597","52.01987"
"2541G","2641","4.267170","4.434602","52.01597","52.04043"
"2541G","2543B","4.261462","4.267170","52.04043","52.04082"
"2541G","2544H","4.260587","4.267170","52.04043","52.04580"
"2333","2542B","4.266872","4.468049","52.03806","52.16816"
"2542B","2545H","4.266872","4.282732","52.03806","52.04369"
"2548","4.290399","4284","5.008600","51.80003","52.02944"
"2542B","4.266872","4284","5.008600","51.80003","52.03806"
"2542L","2675","4.235639","4.262373","52.00553","52.03217"
"2542L","2544J","4.258303","4.262373","52.03217","52.04502"
"2542V","2671","4.208966","4.266266","51.99332","52.03701"
"1083","2542V","4.266266","4.888147","52.03701","52.33042"
"2542K","2542P","4.263124","4.268046","52.03534","52.03644"
"2284","2542P","4.268046","4.313038","52.03534","52.04115"
"1075","2542T","4.272844","4.859065","52.03875","52.35212"
"2542N","2545N","4.259759","4.278895","52.03313","52.04789"
"2262","2533A","4.278652","4.387253","52.05363","52.09115"
"2533G","2542X","4.259868","4.289047","52.03342","52.04810"
"2252","2542V","4.266266","4.425454","52.03701","52.11727"
"2542T","2542V","4.266266","4.272844","52.03701","52.03875"
"2542A","2544J","4.258303","4.272173","52.04020","52.04502"
"2542V","2596","4.266266","4.319509","52.03701","52.09274"
"2542E","2741","4.267380","4.666907","52.03587","52.03917"
"2282","2543B","4.261462","4.334647","52.04082","52.05190"
"2252","2542E","4.267380","4.425454","52.03587","52.11727"
"2542P","2544L","4.251908","4.268046","52.03512","52.03534"
"2515","2542P","4.268046","4.321192","52.03534","52.07270"
"2542C","2616","4.269424","4.378230","52.01987","52.03756"
"2542G","2542J","4.258106","4.266432","52.03478","52.03853"
"2545G","4.275293","4284","5.008600","51.80003","52.04924"
"2542X","2713","4.259868","4.484199","52.03342","52.05438"
"2533S","2542A","4.272173","4.286450","52.04020","52.05539"
"2542T","2548","4.272844","4.290399","52.02944","52.03875"
"2542L","2593","4.262373","4.342739","52.03217","52.08531"
"2533C","2542L","4.262373","4.293283","52.03217","52.04874"
"2541G","2542K","4.263124","4.267170","52.03644","52.04043"
"2542A","2545J","4.272173","4.273905","52.04020","52.05018"
"2542T","2678","4.255695","4.272844","51.97477","52.03875"
"1101","2542E","4.267380","4.941812","52.03587","52.30690"
"2517","2542L","4.262373","4.285609","52.03217","52.08726"
"2526","2741","4.307563","4.666907","52.03917","52.06804"
"2526","2542E","4.267380","4.307563","52.03587","52.06804"
"2517","2741","4.285609","4.666907","52.03917","52.08726"
"2533H","2724","4.290701","4.508678","52.04870","52.06525"
"2542C","2542E","4.267380","4.269424","52.03587","52.03756"
"2533H","2542C","4.269424","4.290701","52.03756","52.04870"
"2515","2542X","4.259868","4.321192","52.03342","52.07270"
"2542B","2681","4.185465","4.266872","52.03159","52.03806"
"2542B","2542E","4.266872","4.267380","52.03587","52.03806"
"2533S","2542B","4.266872","4.286450","52.03806","52.05539"
"2542B","2545C","4.265949","4.266872","52.03806","52.05641"
"2282","2542B","4.266872","4.334647","52.03806","52.05190"
"2542W","2545G","4.261890","4.275293","52.03406","52.04924"
"2526","2542W","4.261890","4.307563","52.03406","52.06804"
"2541R","2545S","4.272197","4.280996","52.04303","52.04742"
"2282","2542C","4.269424","4.334647","52.03756","52.05190"
"2533S","2542C","4.269424","4.286450","52.03756","52.05539"
"1118","2541G","4.267170","4.760595","52.04043","52.30665"
"2542V","2553","4.221591","4.266266","52.03701","52.04493"
"2526","4.307563","4284","5.008600","51.80003","52.06804"
"2541G","2547","4.266762","4.267170","52.04043","52.06093"
"2533L","2542A","4.272173","4.296128","52.04020","52.05247"
"2526","2542A","4.272173","4.307563","52.04020","52.06804"
"2512","2542C","4.269424","4.304762","52.03756","52.07346"
"2541G","3194","4.267170","4.371524","51.87004","52.04043"
"1951","2541G","4.267170","4.615782","52.04043","52.47484"
"2525","2541G","4.267170","4.303305","52.04043","52.06238"
"2542E","2545N","4.267380","4.278895","52.03587","52.04789"
"2541G","3447","4.267170","4.889647","52.04043","52.07816"
"2533V","2542C","4.269424","4.289581","52.03756","52.05027"
"1083","2542E","4.267380","4.888147","52.03587","52.33042"
"2542G","2545G","4.266432","4.275293","52.03478","52.04924"
"2542V","2546B","4.266266","4.273997","52.03701","52.05912"
"2542V","2545A","4.263082","4.266266","52.03701","52.05302"
"2542A","2544E","4.250288","4.272173","52.04020","52.04648"
"2533B","2542A","4.272173","4.284102","52.04020","52.04869"
"2542L","2671","4.208966","4.262373","51.99332","52.03217"
"2542G","2741","4.266432","4.666907","52.03478","52.03917"
"2333","2542T","4.272844","4.468049","52.03875","52.16816"
"2542J","2542W","4.258106","4.261890","52.03406","52.03853"
"2542K","2542W","4.261890","4.263124","52.03406","52.03644"
"2252","2542W","4.261890","4.425454","52.03406","52.11727"
"2541G","2545H","4.267170","4.282732","52.04043","52.04369"
"2533C","2542T","4.272844","4.293283","52.03875","52.04874"
"2542C","2542V","4.266266","4.269424","52.03701","52.03756"
"2262","2542V","4.266266","4.387253","52.03701","52.09115"
"2533S","2542V","4.266266","4.286450","52.03701","52.05539"
"2542C","3068","4.269424","4.551728","51.95814","52.03756"
"2291","3068","4.277017","4.551728","51.95814","52.01948"
"2252","2542C","4.269424","4.425454","52.03756","52.11727"
"2542H","2547","4.266762","4.267572","52.03497","52.06093"
"2252","2542H","4.267572","4.425454","52.03497","52.11727"
"2541G","2541H","4.267170","4.277934","52.04043","52.04246"
"2542T","2675","4.235639","4.272844","52.00553","52.03875"
"2533J","2542B","4.266872","4.293881","52.03806","52.05090"
"2542B","2544E","4.250288","4.266872","52.03806","52.04648"
"2542B","2595","4.266872","4.334532","52.03806","52.08087"
"2542B","2542N","4.259759","4.266872","52.03313","52.03806"
"1118","3194","4.371524","4.760595","51.87004","52.30665"
"2284","2542E","4.267380","4.313038","52.03587","52.04115"
"1101","2542X","4.259868","4.941812","52.03342","52.30690"
"2533A","2542V","4.266266","4.278652","52.03701","52.05363"
"2533H","2542V","4.266266","4.290701","52.03701","52.04870"
"2542V","2543S","4.265859","4.266266","52.03701","52.04036"
"2295","2542X","4.259868","4.261795","52.01373","52.03342"
"2541G","2719","4.267170","4.471343","52.04043","52.04267"
"2541R","2544J","4.258303","4.280996","52.04303","52.04502"
"2542L","2545N","4.262373","4.278895","52.03217","52.04789"
"2542A","2675","4.235639","4.272173","52.00553","52.04020"
"2541G","2594","4.267170","4.341788","52.04043","52.09343"
"2284","2542T","4.272844","4.313038","52.03875","52.04115"
"2542T","2545N","4.272844","4.278895","52.03875","52.04789"
"1075","2512","4.304762","4.859065","52.07346","52.35212"
"2533C","2542X","4.259868","4.293283","52.03342","52.04874"
"2284","2542L","4.262373","4.313038","52.03217","52.04115"
"2542N","2681","4.185465","4.259759","52.03159","52.03313"
"2533C","2541G","4.267170","4.293283","52.04043","52.04874"
"2333","2713","4.468049","4.484199","52.05438","52.16816"
"2282","2533J","4.293881","4.334647","52.05090","52.05190"
"2533J","2542G","4.266432","4.293881","52.03478","52.05090"
"2282","2548","4.290399","4.334647","52.02944","52.05190"
"2521","2542G","4.266432","4.318427","52.03478","52.06328"
"1075","2542A","4.272173","4.859065","52.04020","52.35212"
"1075","2542E","4.267380","4.859065","52.03587","52.35212"
"2517","2541G","4.267170","4.285609","52.04043","52.08726"
"2542L","2713","4.262373","4.484199","52.03217","52.05438"
"2542C","4.269424","4284","5.008600","51.80003","52.03756"
"2533A","2542C","4.269424","4.278652","52.03756","52.05363"
"2542C","2545C","4.265949","4.269424","52.03756","52.05641"
"2282","2542L","4.262373","4.334647","52.03217","52.05190"
"2511","2542V","4.266266","4.317539","52.03701","52.07851"
"2533B","2542T","4.272844","4.284102","52.03875","52.04869"
"2542B","2555","4.225491","4.266872","52.03806","52.06100"
"2533B","2542B","4.266872","4.284102","52.03806","52.04869"
"2542R","2724","4.278044","4.508678","52.03850","52.06525"
"2542R","2544L","4.251908","4.278044","52.03512","52.03850"
"2252","2542R","4.278044","4.425454","52.03850","52.11727"
"2542J","2542R","4.258106","4.278044","52.03850","52.03853"
"2541G","2909","4.267170","4.545104","51.91413","52.04043"
"1118","2542B","4.266872","4.760595","52.03806","52.30665"
"2542B","2545G","4.266872","4.275293","52.03806","52.04924"
"2515","3068","4.321192","4.551728","51.95814","52.07270"
"2541G","2545C","4.265949","4.267170","52.04043","52.05641"
"1083","2542B","4.266872","4.888147","52.03806","52.33042"
"2295","2542H","4.261795","4.267572","52.01373","52.03497"
"2542H","2546T","4.267572","4.276004","52.03497","52.05926"
"2252","2542X","4.259868","4.425454","52.03342","52.11727"
"1118","2542X","4.259868","4.760595","52.03342","52.30665"
"2542H","2544J","4.258303","4.267572","52.03497","52.04502"
"2542H","2553","4.221591","4.267572","52.03497","52.04493"
"2542N","2724","4.259759","4.508678","52.03313","52.06525"
"2541R","2542V","4.266266","4.280996","52.03701","52.04303"
"2533H","2542B","4.266872","4.290701","52.03806","52.04870"
"2542B","2544J","4.258303","4.266872","52.03806","52.04502"
"2252","2542B","4.266872","4.425454","52.03806","52.11727"
"2542V","3072","4.266266","4.489101","51.90211","52.03701"
"2542N","3072","4.259759","4.489101","51.90211","52.03313"
"2517","2542V","4.266266","4.285609","52.03701","52.08726"
"2542C","2671","4.208966","4.269424","51.99332","52.03756"
"2542A","2546E","4.271158","4.272173","52.04020","52.05806"
"2533C","2542E","4.267380","4.293283","52.03587","52.04874"
"2252","2724","4.425454","4.508678","52.06525","52.11727"
"1083","2542A","4.272173","4.888147","52.04020","52.33042"
"1083","2543B","4.261462","4.888147","52.04082","52.33042"
"2542H","2616","4.267572","4.378230","52.01987","52.03497"
"2541G","2542N","4.259759","4.267170","52.03313","52.04043"
"2541R","2542P","4.268046","4.280996","52.03534","52.04303"
"2526","2542N","4.259759","4.307563","52.03313","52.06804"
"2542C","2542X","4.259868","4.269424","52.03342","52.03756"
"2517","2542P","4.268046","4.285609","52.03534","52.08726"
"2515","2517","4.285609","4.321192","52.07270","52.08726"
"2542P","2681","4.185465","4.268046","52.03159","52.03534"
"2546B","2681","4.185465","4.273997","52.03159","52.05912"
"2542P","2546B","4.268046","4.273997","52.03534","52.05912"
"2542P","2544N","4.244986","4.268046","52.03423","52.03534"
"2533L","2542T","4.272844","4.296128","52.03875","52.05247"
"2542B","2547","4.266762","4.266872","52.03806","52.06093"
"2533V","2542B","4.266872","4.289581","52.03806","52.05027"
"2291","2542B","4.266872","4.277017","52.01948","52.03806"
"2526","2542B","4.266872","4.307563","52.03806","52.06804"
"2542B","2546E","4.266872","4.271158","52.03806","52.05806"
"2542H","2675","4.235639","4.267572","52.00553","52.03497"
"2521","2542V","4.266266","4.318427","52.03701","52.06328"
"2533J","2542V","4.266266","4.293881","52.03701","52.05090"
"1083","2542N","4.259759","4.888147","52.03313","52.33042"
"2542C","2571","4.269424","4.286918","52.03756","52.06937"
"2521","2542B","4.266872","4.318427","52.03806","52.06328"
"2545G","2741","4.275293","4.666907","52.03917","52.04924"
"2542V","2545C","4.265949","4.266266","52.03701","52.05641"
"2533E","2545N","4.278895","4.293278","52.04789","52.05278"
"2533E","2542V","4.266266","4.293278","52.03701","52.05278"
"2542P","2595","4.268046","4.334532","52.03534","52.08087"
"2542X","2593","4.259868","4.342739","52.03342","52.08531"
"2542X","2544H","4.259868","4.260587","52.03342","52.04580"
"2542A","2544L","4.251908","4.272173","52.03512","52.04020"
"2542G","3072","4.266432","4.489101","51.90211","52.03478"
"2533V","2542G","4.266432","4.289581","52.03478","52.05027"
"2541G","3066","4.267170","4.549460","51.93467","52.04043"
"2295","2542L","4.261795","4.262373","52.01373","52.03217"
"2295","2545N","4.261795","4.278895","52.01373","52.04789"
"2542L","4.262373","4284","5.008600","51.80003","52.03217"
"2274","2542N","4.259759","4.350349","52.03313","52.07387"
"2542N","4.259759","4284","5.008600","51.80003","52.03313"
"2274","2521","4.318427","4.350349","52.06328","52.07387"
"2533A","2542N","4.259759","4.278652","52.03313","52.05363"
"2533L","2542B","4.266872","4.296128","52.03806","52.05247"
"2533G","2542B","4.266872","4.289047","52.03806","52.04810"
"2533H","2542A","4.272173","4.290701","52.04020","52.04870"
"2515","2545H","4.282732","4.321192","52.04369","52.07270"
"2541R","2542H","4.267572","4.280996","52.03497","52.04303"
"2542H","2671","4.208966","4.267572","51.99332","52.03497"
"2533A","2741","4.278652","4.666907","52.03917","52.05363"
"2295","2542N","4.259759","4.261795","52.01373","52.03313"
"2542X","2724","4.259868","4.508678","52.03342","52.06525"
"2582","2641","4.276608","4.434602","52.01597","52.09343"
"2541G","2583","4.256884","4.267170","52.04043","52.09254"
"2542C","2544J","4.258303","4.269424","52.03756","52.04502"
"2533C","2542B","4.266872","4.293283","52.03806","52.04874"
"2542B","2543A","4.264118","4.266872","52.03806","52.04346"
"2542A","3072","4.272173","4.489101","51.90211","52.04020"
"2543B","2616","4.261462","4.378230","52.01987","52.04082"
"2542P","2616","4.268046","4.378230","52.01987","52.03534"
"2545N","2545N","4.278895","4.278895","52.04789","52.04789"
"2542H","2548","4.267572","4.290399","52.02944","52.03497"
"2533G","2541G","4.267170","4.289047","52.04043","52.04810"
