"departure","arrival","distance_km"
"2546X","2542R",2.5
"2542T","2542R",0.4
"2545H","2542R",0.7
"2546C","2542R",2
"2545L","2542R",1
"2544M","2542R",1.8
"2546S","2542R",2.2
"2544A","2542R",1.7
"2543C","2542R",1.5
"2543B","2542R",1.2
"2544G","2542R",1.3
"2544H","2542R",1.4
"2543A","2542R",1.1
"2545K","2542R",1.2
"2542X","2542R",1.4
"2544T","2542R",1.6
"2544L","2542R",1.8
"2545E","2542R",1.9
"2544N","2542R",2.3
"2544S","2542R",1.9
"2545P","2542R",1.1
"2544K","2542R",1.5
"2544C","2542R",1.9
"2545V","2542R",1.4
"2546R","2542R",2.2
"2544B","2542R",1.6
"2545B","2542R",0.6
"2543E","2542R",1.7
"2543T","2542R",1
"2545D","2542R",0.9
"2545T","2542R",1
"2542W","2542R",1.2
"2545G","2542R",1.2
"2546E","2542R",2.2
"2544X","2542R",1.7
"2542V","2542R",0.8
"2546A","2542R",2.1
"2545J","2542R",1.3
"2544E","2542R",2.1
"2544R","2542R",1.9
"2546V","2542R",2.4
"2544P","2542R",2.1
"2545N","2542R",1
"2546T","2542R",2.3
"2543T","2542T",0.6
"2544A","2542T",1.6
"2545E","2542T",1.8
"2545T","2542T",0.9
"2544L","2542T",1.5
"2545X","2542T",1.3
"2546C","2542T",2
"2545N","2542T",1.1
"2543V","2542T",0.9
"2545B","2542T",0.6
"2544K","2542T",1.2
"2546T","2542T",2.3
"2544C","2542T",1.6
"2544W","2542T",1.4
"2545G","2542T",1.2
"2544N","2542T",2
"2543X","2542T",1.2
"2544D","2542T",1.9
"2546R","2542T",2.1
"2543A","2542T",0.8
"2545A","2542T",1.7
"2545K","2542T",1
"2542V","2542T",0.5
"2544H","2542T",1.1
"2545C","2542T",2
"2544S","2542T",1.5
"2546S","2542T",2.1
"2545R","2542T",1
"2545L","2542T",1
"2543R","2542T",0.6
"2544M","2542T",1.5
"2544J","2542T",1.2
"2544T","2542T",1.3
"2542W","2542T",0.9
"2545P","2542T",1.2
"2545W","2542T",1.4
"2545V","2542T",1.3
"2543S","2542T",0.5
"2545J","2542T",1.3
"2546A","2542T",2.1
"2544G","2542T",1
"2545D","2542T",0.7
"2543C","2542T",1.1
"2544X","2542T",1.5
"2543B","2542T",0.8
"2544B","2542T",1.5
"2543E","2542T",1.3
"2544V","2542T",1.2
"2546V","2542T",2.3
"2546B","2542T",2.3
"2544R","2542T",1.6
"2544P","2542T",1.8
"2545H","2542T",0.9
"2542X","2542T",1.1
"2544E","2542T",1.8
"2543G","2542T",1.2
"2546E","2542T",2.2
"2546X","2542T",2.5
"2545S","2542T",1
"2543T","2542V",0.4
"2544N","2542V",1.5
"2545L","2542V",1.3
"2545G","2542V",1.5
"2544V","2542V",1
"2546A","2542V",2.4
"2544S","2542V",1.2
"2544R","2542V",1.2
"2545X","2542V",1.5
"2544C","2542V",1.4
"2544W","2542V",1.2
"2544A","2542V",1.7
"2546B","2542V",2.5
"2546C","2542V",2.2
"2544L","2542V",1
"2545P","2542V",1.6
"2544M","2542V",1.1
"2545W","2542V",1.6
"2543V","2542V",0.5
"2544J","2542V",1
"2543A","2542V",0.7
"2546S","2542V",2.3
"2543B","2542V",0.5
"2543R","2542V",0.7
"2544E","2542V",1.5
"2543E","2542V",0.9
"2543C","2542V",0.7
"2546T","2542V",2.6
"2544G","2542V",0.8
"2545B","2542V",1
"2544H","2542V",1.1
"2544K","2542V",1
"2544T","2542V",1
"2545A","2542V",1.8
"2545V","2542V",1.5
"2545E","2542V",1.9
"2544X","2542V",1.4
"2546X","2542V",2.8
"2544B","2542V",1.6
"2545R","2542V",1.3
"2545T","2542V",1.2
"2545S","2542V",1.2
"2544D","2542V",1.7
"2542W","2542V",0.4
"2545N","2542V",1.5
"2543S","2542V",0.4
"2545K","2542V",1.3
"2546E","2542V",2.4
"2543X","2542V",0.7
"2545C","2542V",2.2
"2544P","2542V",1.3
"2546V","2542V",2.6
"2545D","2542V",0.9
"2543G","2542V",0.7
"2546R","2542V",2.2
"2542X","2542V",0.6
"2545J","2542V",1.6
"2545H","2542V",1.4
"2543R","2542W",1
"2544P","2542W",0.9
"2544W","2542W",1.4
"2544N","2542W",1.2
"2545R","2542W",1.7
"2546T","2542W",3
"2542X","2542W",0.2
"2544G","2542W",1
"2545T","2542W",1.6
"2545C","2542W",2.5
"2544L","2542W",0.7
"2543G","2542W",0.4
"2546V","2542W",3
"2544D","2542W",1.8
"2543V","2542W",0.6
"2543S","2542W",0.8
"2543E","2542W",0.6
"2546X","2542W",3.2
"2543C","2542W",0.6
"2544J","2542W",1.2
"2545W","2542W",2
"2545X","2542W",1.8
"2545J","2542W",2
"2546E","2542W",2.7
"2545E","2542W",2.2
"2545B","2542W",1.4
"2544R","2542W",1
"2543A","2542W",1.1
"2545L","2542W",1.7
"2545S","2542W",1.6
"2546A","2542W",2.8
"2546B","2542W",2.9
"2543T","2542W",0.7
"2544B","2542W",2
"2545G","2542W",1.9
"2544M","2542W",1
"2545D","2542W",1.3
"2546R","2542W",2.6
"2544K","2542W",1.2
"2545A","2542W",2.1
"2543B","2542W",0.8
"2545N","2542W",1.9
"2543X","2542W",0.6
"2544V","2542W",1.3
"2544A","2542W",2
"2545K","2542W",1.7
"2544S","2542W",1.1
"2544X","2542W",1.6
"2544T","2542W",1.2
"2545H","2542W",1.8
"2546C","2542W",2.6
"2544E","2542W",1.6
"2544H","2542W",1.3
"2545P","2542W",2
"2544C","2542W",1.5
"2546S","2542W",2.7
"2545V","2542W",1.8
"2545E","2542X",2.3
"2545C","2542X",2.6
"2543C","2542X",0.6
"2543G","2542X",0.3
"2545A","2542X",2.2
"2544L","2542X",0.6
"2544M","2542X",0.9
"2546S","2542X",2.8
"2546V","2542X",3.1
"2544E","2542X",1.6
"2545V","2542X",1.9
"2544X","2542X",1.7
"2545H","2542X",1.9
"2544W","2542X",1.5
"2544N","2542X",1
"2546B","2542X",3
"2544V","2542X",1.3
"2544A","2542X",2.1
"2543S","2542X",0.9
"2545R","2542X",1.9
"2544T","2542X",1.2
"2545J","2542X",2.1
"2546E","2542X",2.8
"2544P","2542X",0.7
"2544G","2542X",1
"2543A","2542X",1.2
"2543R","2542X",1.1
"2545D","2542X",1.5
"2543B","2542X",0.8
"2545B","2542X",1.6
"2544R","2542X",1
"2543V","2542X",0.7
"2543X","2542X",0.6
"2545G","2542X",2.1
"2544D","2542X",1.9
"2544B","2542X",2.1
"2544S","2542X",1.1
"2544C","2542X",1.5
"2544H","2542X",1.4
"2545S","2542X",1.8
"2545X","2542X",1.9
"2544K","2542X",1.2
"2546R","2542X",2.7
"2545N","2542X",2.1
"2545W","2542X",2.1
"2546A","2542X",2.9
"2545K","2542X",1.8
"2545T","2542X",1.7
"2546T","2542X",3.1
"2546X","2542X",3.3
"2543E","2542X",0.6
"2545P","2542X",2.2
"2543T","2542X",0.8
"2546C","2542X",2.7
"2544J","2542X",1.3
"2545L","2542X",1.9
"2545R","2543A",0.9
"2544W","2543A",0.6
"2544R","2543A",1
"2543X","2543A",0.9
"2545G","2543A",1
"2545D","2543A",0.5
"2543G","2543A",1
"2543T","2543A",0.4
"2545C","2543A",1.4
"2544T","2543A",0.6
"2546X","2543A",2.1
"2546V","2543A",2
"2545V","2543A",0.8
"2544P","2543A",1.8
"2543V","2543A",0.5
"2546S","2543A",1.7
"2545E","2543A",1.2
"2546B","2543A",1.9
"2546A","2543A",1.8
"2544X","2543A",0.7
"2545N","2543A",1.1
"2543R","2543A",0.2
"2546R","2543A",1.5
"2543B","2543A",0.3
"2544K","2543A",0.4
"2545P","2543A",1.2
"2543C","2543A",0.8
"2545J","2543A",1
"2544C","2543A",0.8
"2545T","2543A",0.7
"2545B","2543A",0.7
"2544N","2543A",1.7
"2545H","2543A",1.3
"2544E","2543A",1
"2545S","2543A",0.7
"2544A","2543A",1
"2544V","2543A",0.4
"2545L","2543A",0.8
"2543E","2543A",1
"2544J","2543A",0.4
"2545W","2543A",0.9
"2545X","2543A",0.8
"2544D","2543A",1.1
"2544G","2543A",0.3
"2546T","2543A",1.9
"2544S","2543A",0.9
"2543S","2543A",0.4
"2544M","2543A",1
"2545K","2543A",0.7
"2544B","2543A",0.9
"2544H","2543A",0.4
"2546C","2543A",1.6
"2544L","2543A",1.2
"2545A","2543A",1.1
"2546E","2543A",1.7
"2545K","2543B",1
"2546V","2543B",2.3
"2545G","2543B",1.3
"2545S","2543B",1
"2546X","2543B",2.5
"2545C","2543B",1.8
"2546T","2543B",2.3
"2544K","2543B",0.4
"2544P","2543B",1.4
"2544L","2543B",0.9
"2546S","2543B",2
"2545E","2543B",1.5
"2544M","2543B",0.7
"2543R","2543B",0.4
"2544G","2543B",0.2
"2544S","2543B",0.7
"2546E","2543B",2
"2543E","2543B",0.7
"2543S","2543B",0.3
"2545P","2543B",1.5
"2545W","2543B",1.3
"2546B","2543B",2.2
"2545N","2543B",1.4
"2546C","2543B",1.9
"2544X","2543B",0.9
"2546R","2543B",1.9
"2544C","2543B",0.9
"2544V","2543B",0.5
"2545B","2543B",1
"2543C","2543B",0.4
"2544A","2543B",1.3
"2545X","2543B",1.1
"2544E","2543B",1
"2544N","2543B",1.3
"2544W","2543B",0.7
"2544J","2543B",0.5
"2543T","2543B",0.2
"2544H","2543B",0.6
"2543X","2543B",0.6
"2545A","2543B",1.4
"2544D","2543B",1.2
"2545D","2543B",0.8
"2544B","2543B",1.3
"2546A","2543B",2.1
"2544R","2543B",0.8
"2543V","2543B",0.2
"2545H","2543B",1.5
"2544T","2543B",0.5
"2545J","2543B",1.3
"2545T","2543B",1
"2545V","2543B",1.1
"2543G","2543B",0.7
"2545L","2543B",1.2
"2545R","2543B",1.2
"2545W","2543C",1.7
"2543E","2543C",0.3
"2546C","2543C",2.3
"2546T","2543C",2.7
"2544T","2543C",0.6
"2544H","2543C",0.9
"2544J","2543C",0.7
"2545S","2543C",1.5
"2545N","2543C",1.9
"2545P","2543C",2
"2543G","2543C",0.3
"2546A","2543C",2.5
"2545B","2543C",1.4
"2545A","2543C",1.7
"2544W","2543C",0.9
"2544V","2543C",0.8
"2544G","2543C",0.5
"2546V","2543C",2.7
"2544S","2543C",0.5
"2544X","2543C",1.1
"2544R","2543C",0.5
"2544A","2543C",1.7
"2545D","2543C",1.2
"2545E","2543C",1.8
"2544B","2543C",1.6
"2543R","2543C",0.8
"2546B","2543C",2.6
"2545H","2543C",1.9
"2546X","2543C",2.9
"2546S","2543C",2.4
"2544N","2543C",0.9
"2545V","2543C",1.5
"2544K","2543C",0.6
"2544D","2543C",1.3
"2543X","2543C",0.1
"2545R","2543C",1.6
"2543V","2543C",0.3
"2545X","2543C",1.5
"2544C","2543C",0.9
"2545G","2543C",1.8
"2543S","2543C",0.7
"2544M","2543C",0.4
"2545J","2543C",1.8
"2544E","2543C",1
"2545L","2543C",1.6
"2543T","2543C",0.5
"2546R","2543C",2.2
"2545K","2543C",1.5
"2545T","2543C",1.4
"2544L","2543C",0.5
"2545C","2543C",2.1
"2544P","2543C",1
"2546E","2543C",2.4
"2545L","2543E",1.9
"2544G","2543E",0.8
"2545V","2543E",1.8
"2544A","2543E",1.9
"2543R","2543E",1.1
"2545B","2543E",1.7
"2545R","2543E",1.9
"2545H","2543E",2.1
"2544X","2543E",1.4
"2545T","2543E",1.7
"2546T","2543E",2.9
"2546B","2543E",2.9
"2545G","2543E",2
"2544E","2543E",1.1
"2544B","2543E",1.9
"2544H","2543E",1.1
"2544W","2543E",1.2
"2545S","2543E",1.7
"2545X","2543E",1.8
"2545P","2543E",2.2
"2544M","2543E",0.4
"2545N","2543E",2.1
"2545K","2543E",1.7
"2544K","2543E",0.9
"2544T","2543E",0.8
"2544P","2543E",0.8
"2544L","2543E",0.2
"2545A","2543E",1.9
"2544C","2543E",1.1
"2546V","2543E",3
"2546C","2543E",2.6
"2546A","2543E",2.8
"2544J","2543E",1
"2544S","2543E",0.6
"2546R","2543E",2.5
"2544N","2543E",0.7
"2545J","2543E",2
"2545D","2543E",1.5
"2543X","2543E",0.1
"2546S","2543E",2.6
"2546X","2543E",3.1
"2545C","2543E",2.3
"2546E","2543E",2.7
"2543T","2543E",0.8
"2543V","2543E",0.5
"2545W","2543E",1.9
"2544V","2543E",1.1
"2543G","2543E",0.2
"2545E","2543E",2.1
"2544D","2543E",1.4
"2543S","2543E",0.9
"2544R","2543E",0.4
"2546S","2543G",2.7
"2544J","2543G",1.1
"2545D","2543G",1.4
"2545H","2543G",2
"2544G","2543G",0.8
"2545B","2543G",1.6
"2546B","2543G",2.9
"2546T","2543G",3
"2545K","2543G",1.7
"2545R","2543G",1.9
"2546A","2543G",2.8
"2544N","2543G",0.8
"2544H","2543G",1.2
"2545T","2543G",1.7
"2545P","2543G",2.2
"2544T","2543G",0.9
"2543T","2543G",0.7
"2545V","2543G",1.8
"2544M","2543G",0.6
"2545W","2543G",2
"2545E","2543G",2.1
"2544S","2543G",0.8
"2545N","2543G",2.1
"2543V","2543G",0.5
"2544E","2543G",1.3
"2543S","2543G",0.9
"2544B","2543G",1.9
"2546V","2543G",3
"2546E","2543G",2.7
"2545L","2543G",1.8
"2544L","2543G",0.3
"2544K","2543G",1
"2544V","2543G",1.2
"2544C","2543G",1.3
"2546X","2543G",3.2
"2544W","2543G",1.3
"2544P","2543G",0.7
"2545C","2543G",2.4
"2545S","2543G",1.7
"2544X","2543G",1.5
"2545J","2543G",2
"2545G","2543G",2
"2544D","2543G",1.6
"2545X","2543G",1.8
"2546R","2543G",2.6
"2546C","2543G",2.6
"2543R","2543G",1.1
"2543X","2543G",0.2
"2545A","2543G",2
"2544A","2543G",2
"2544R","2543G",0.7
"2544K","2543R",0.6
"2545J","2543R",1
"2544D","2543R",1.2
"2544S","2543R",1.1
"2545P","2543R",1.1
"2546E","2543R",1.7
"2544V","2543R",0.5
"2545C","2543R",1.5
"2544N","2543R",1.8
"2545T","2543R",0.6
"2545D","2543R",0.3
"2545K","2543R",0.7
"2545H","2543R",1.1
"2546A","2543R",1.8
"2546C","2543R",1.6
"2545G","2543R",0.9
"2544T","2543R",0.7
"2545X","2543R",0.8
"2545E","2543R",1.2
"2545W","2543R",0.9
"2544C","2543R",1
"2546T","2543R",1.9
"2544A","2543R",1
"2544W","2543R",0.7
"2545N","2543R",1
"2544G","2543R",0.5
"2543V","2543R",0.6
"2545V","2543R",0.8
"2544H","2543R",0.5
"2545L","2543R",0.8
"2545A","2543R",1.2
"2545S","2543R",0.6
"2545B","2543R",0.6
"2544R","2543R",1.2
"2543T","2543R",0.4
"2546X","2543R",2.1
"2544L","2543R",1.3
"2543S","2543R",0.3
"2546R","2543R",1.6
"2543X","2543R",1
"2544J","2543R",0.6
"2545R","2543R",0.8
"2544B","2543R",1
"2546V","2543R",2
"2544E","2543R",1.2
"2544P","2543R",1.8
"2544X","2543R",0.8
"2546S","2543R",1.7
"2544M","2543R",1.1
"2546B","2543R",1.9
"2545N","2543S",1.2
"2545H","2543S",1.2
"2545P","2543S",1.3
"2544J","2543S",0.7
"2544M","2543S",1
"2543V","2543S",0.4
"2546X","2543S",2.4
"2545L","2543S",1
"2545V","2543S",1.1
"2545B","2543S",0.7
"2545S","2543S",0.9
"2545X","2543S",1.1
"2545A","2543S",1.4
"2545E","2543S",1.5
"2546V","2543S",2.3
"2544K","2543S",0.7
"2544L","2543S",1.1
"2546E","2543S",2
"2544V","2543S",0.7
"2544E","2543S",1.3
"2544H","2543S",0.7
"2544C","2543S",1.1
"2545D","2543S",0.6
"2545K","2543S",0.9
"2545T","2543S",0.8
"2546T","2543S",2.2
"2543X","2543S",0.8
"2544B","2543S",1.2
"2544D","2543S",1.4
"2546S","2543S",2
"2546A","2543S",2
"2545R","2543S",1
"2544R","2543S",1.1
"2544S","2543S",1
"2546R","2543S",1.9
"2546C","2543S",1.9
"2544X","2543S",1
"2544N","2543S",1.6
"2545J","2543S",1.2
"2543T","2543S",0.2
"2544G","2543S",0.5
"2544A","2543S",1.3
"2544T","2543S",0.8
"2545W","2543S",1.2
"2544W","2543S",0.9
"2544P","2543S",1.6
"2545C","2543S",1.8
"2546B","2543S",2.2
"2545G","2543S",1.2
"2544R","2543T",0.9
"2546A","2543T",2.2
"2544M","2543T",0.8
"2544T","2543T",0.7
"2544S","2543T",0.9
"2546R","2543T",1.9
"2545C","2543T",1.9
"2544A","2543T",1.4
"2544N","2543T",1.4
"2545E","2543T",1.6
"2545D","2543T",0.7
"2544E","2543T",1.2
"2544B","2543T",1.3
"2544G","2543T",0.4
"2544H","2543T",0.7
"2545H","2543T",1.4
"2546X","2543T",2.5
"2544K","2543T",0.6
"2545G","2543T",1.3
"2543V","2543T",0.3
"2545N","2543T",1.4
"2545S","2543T",1
"2546E","2543T",2.1
"2544J","2543T",0.7
"2544P","2543T",1.4
"2545V","2543T",1.2
"2543X","2543T",0.6
"2545J","2543T",1.3
"2545P","2543T",1.5
"2546T","2543T",2.3
"2545L","2543T",1.1
"2545B","2543T",0.9
"2545A","2543T",1.5
"2545W","2543T",1.3
"2544X","2543T",1
"2544C","2543T",1
"2544V","2543T",0.7
"2546B","2543T",2.3
"2545T","2543T",1
"2545X","2543T",1.2
"2545K","2543T",1.1
"2544D","2543T",1.3
"2546V","2543T",2.4
"2544L","2543T",1
"2544W","2543T",0.9
"2545R","2543T",1.2
"2546C","2543T",2
"2546S","2543T",2.1
"2544T","2543V",0.5
"2544K","2543V",0.5
"2544B","2543V",1.4
"2544N","2543V",1.2
"2546X","2543V",2.6
"2545A","2543V",1.5
"2546B","2543V",2.4
"2545T","2543V",1.2
"2545S","2543V",1.2
"2545C","2543V",1.9
"2544V","2543V",0.6
"2544W","2543V",0.8
"2544J","2543V",0.6
"2545G","2543V",1.5
"2544M","2543V",0.6
"2545H","2543V",1.6
"2543X","2543V",0.4
"2544S","2543V",0.7
"2544R","2543V",0.7
"2544A","2543V",1.5
"2545E","2543V",1.6
"2545W","2543V",1.4
"2544C","2543V",0.9
"2546T","2543V",2.4
"2545K","2543V",1.2
"2544D","2543V",1.2
"2545B","2543V",1.1
"2546E","2543V",2.2
"2545R","2543V",1.3
"2545P","2543V",1.7
"2546R","2543V",2
"2546A","2543V",2.3
"2544G","2543V",0.3
"2544P","2543V",1.3
"2545D","2543V",0.9
"2544H","2543V",0.7
"2546C","2543V",2.1
"2546S","2543V",2.2
"2545X","2543V",1.3
"2544X","2543V",1
"2545L","2543V",1.3
"2544E","2543V",1
"2546V","2543V",2.5
"2545N","2543V",1.6
"2545V","2543V",1.3
"2544L","2543V",0.7
"2545J","2543V",1.5
"2544K","2543X",0.8
"2545R","2543X",1.7
"2544R","2543X",0.4
"2545K","2543X",1.6
"2545X","2543X",1.6
"2544G","2543X",0.6
"2545S","2543X",1.6
"2544H","2543X",1
"2545H","2543X",2
"2544D","2543X",1.3
"2544T","2543X",0.7
"2545A","2543X",1.8
"2544P","2543X",0.9
"2546E","2543X",2.5
"2545C","2543X",2.2
"2544E","2543X",1.1
"2544X","2543X",1.3
"2545D","2543X",1.3
"2545N","2543X",2
"2545E","2543X",1.9
"2544W","2543X",1
"2544J","2543X",0.9
"2544N","2543X",0.8
"2544M","2543X",0.4
"2546C","2543X",2.5
"2546S","2543X",2.5
"2545J","2543X",1.9
"2546R","2543X",2.4
"2546A","2543X",2.6
"2545W","2543X",1.8
"2545B","2543X",1.5
"2545P","2543X",2.1
"2544A","2543X",1.8
"2546X","2543X",3
"2545V","2543X",1.7
"2544V","2543X",0.9
"2544L","2543X",0.4
"2546V","2543X",2.8
"2545T","2543X",1.5
"2545G","2543X",1.9
"2545L","2543X",1.7
"2544S","2543X",0.6
"2546T","2543X",2.8
"2544B","2543X",1.8
"2544C","2543X",1
"2546B","2543X",2.7
"2545H","2544A",1.5
"2544R","2544A",1.8
"2544C","2544A",1.1
"2544G","2544A",1.2
"2544W","2544A",0.8
"2544D","2544A",1.1
"2544P","2544A",2.7
"2545W","2544A",0.3
"2544V","2544A",0.9
"2544K","2544A",1.1
"2546S","2544A",0.7
"2545J","2544A",0.6
"2545N","2544A",1
"2545B","2544A",1.1
"2545P","2544A",1
"2544N","2544A",2.5
"2544L","2544A",2.1
"2545A","2544A",0.2
"2545E","2544A",0.2
"2545D","2544A",0.9
"2545G","2544A",0.7
"2545X","2544A",0.2
"2546X","2544A",1.2
"2545R","2544A",0.8
"2546T","2544A",1
"2545C","2544A",0.5
"2544E","2544A",1.3
"2546C","2544A",0.7
"2546R","2544A",0.6
"2545L","2544A",0.8
"2546E","2544A",0.7
"2545K","2544A",0.6
"2545T","2544A",0.7
"2544X","2544A",0.7
"2545V","2544A",0.3
"2544M","2544A",1.7
"2546A","2544A",0.9
"2544H","2544A",0.8
"2545S","2544A",0.7
"2544B","2544A",0.1
"2544T","2544A",1.2
"2546B","2544A",0.9
"2546V","2544A",1
"2544S","2544A",1.6
"2544J","2544A",1
"2546X","2544B",1.3
"2545N","2544B",0.9
"2546R","2544B",0.6
"2545D","2544B",0.8
"2545X","2544B",0.2
"2545T","2544B",0.6
"2545S","2544B",0.6
"2546A","2544B",0.9
"2545L","2544B",0.7
"2545W","2544B",0.2
"2544C","2544B",1.1
"2546C","2544B",0.7
"2545V","2544B",0.2
"2545P","2544B",0.9
"2545A","2544B",0.3
"2544S","2544B",1.6
"2546E","2544B",0.8
"2546B","2544B",1
"2546T","2544B",1.1
"2544E","2544B",1.3
"2544P","2544B",2.7
"2545G","2544B",0.6
"2545E","2544B",0.3
"2545R","2544B",0.7
"2545K","2544B",0.5
"2544D","2544B",1.1
"2545C","2544B",0.6
"2544X","2544B",0.7
"2546V","2544B",1.1
"2544N","2544B",2.5
"2544H","2544B",0.8
"2546S","2544B",0.8
"2544J","2544B",0.9
"2544T","2544B",1.2
"2545J","2544B",0.5
"2545H","2544B",1.4
"2545B","2544B",1
"2544V","2544B",0.8
"2544W","2544B",0.8
"2544R","2544B",1.7
"2544L","2544B",2.1
"2544G","2544B",1.1
"2544M","2544B",1.7
"2544K","2544B",1
"2545X","2544C",1
"2546E","2544C",1.8
"2545H","2544C",2
"2546T","2544C",2.1
"2546A","2544C",2
"2545E","2544C",1.1
"2544N","2544C",1.5
"2544H","2544C",0.5
"2544E","2544C",0.2
"2544M","2544C",0.8
"2545S","2544C",1.3
"2545K","2544C",1.2
"2544W","2544C",0.3
"2545T","2544C",1.3
"2545J","2544C",1.5
"2545V","2544C",1.1
"2545C","2544C",1.4
"2545B","2544C",1.5
"2545G","2544C",1.5
"2546C","2544C",1.8
"2544G","2544C",0.6
"2545R","2544C",1.5
"2545W","2544C",1.2
"2544T","2544C",0.4
"2546R","2544C",1.6
"2544K","2544C",0.4
"2544S","2544C",0.6
"2546X","2544C",2.3
"2545L","2544C",1.5
"2545N","2544C",1.8
"2545A","2544C",1
"2545D","2544C",1.2
"2544X","2544C",0.4
"2544P","2544C",1.9
"2544L","2544C",1.3
"2546V","2544C",2.1
"2545P","2544C",1.8
"2544R","2544C",0.8
"2544D","2544C",0.3
"2546B","2544C",2
"2544V","2544C",0.5
"2546S","2544C",1.7
"2544J","2544C",0.4
"2545K","2544D",1.3
"2546S","2544D",1.6
"2545N","2544D",1.9
"2545R","2544D",1.6
"2544R","2544D",1.1
"2544P","2544D",2.2
"2546T","2544D",2
"2545P","2544D",1.9
"2544X","2544D",0.5
"2545G","2544D",1.6
"2546X","2544D",2.2
"2545H","2544D",2.2
"2545S","2544D",1.4
"2545X","2544D",1.1
"2545T","2544D",1.4
"2545C","2544D",1.3
"2545D","2544D",1.4
"2544N","2544D",1.7
"2544T","2544D",0.7
"2545W","2544D",1.3
"2546R","2544D",1.5
"2544L","2544D",1.6
"2545J","2544D",1.5
"2544W","2544D",0.5
"2545L","2544D",1.6
"2545V","2544D",1.1
"2546E","2544D",1.6
"2545A","2544D",0.9
"2544G","2544D",0.9
"2546A","2544D",1.9
"2546V","2544D",2
"2546B","2544D",1.9
"2544M","2544D",1.1
"2545B","2544D",1.7
"2546C","2544D",1.7
"2544V","2544D",0.7
"2544E","2544D",0.3
"2545E","2544D",1
"2544K","2544D",0.7
"2544H","2544D",0.7
"2544S","2544D",0.9
"2544J","2544D",0.7
"2546X","2544E",2.5
"2544P","2544E",1.8
"2545K","2544E",1.4
"2546T","2544E",2.3
"2545C","2544E",1.5
"2545D","2544E",1.4
"2544X","2544E",0.6
"2545P","2544E",2.1
"2544T","2544E",0.5
"2544R","2544E",0.7
"2544L","2544E",1.3
"2546S","2544E",1.9
"2546V","2544E",2.3
"2546B","2544E",2.1
"2545G","2544E",1.7
"2545S","2544E",1.5
"2546R","2544E",1.7
"2544N","2544E",1.4
"2545J","2544E",1.7
"2544W","2544E",0.5
"2545L","2544E",1.7
"2545B","2544E",1.7
"2544M","2544E",0.8
"2545N","2544E",2
"2545T","2544E",1.5
"2546C","2544E",1.9
"2544V","2544E",0.7
"2546A","2544E",2.1
"2545E","2544E",1.3
"2544H","2544E",0.7
"2544J","2544E",0.6
"2545H","2544E",2.2
"2545W","2544E",1.4
"2545V","2544E",1.3
"2544S","2544E",0.5
"2544G","2544E",0.8
"2544K","2544E",0.6
"2545A","2544E",1.1
"2546E","2544E",1.9
"2545X","2544E",1.2
"2545R","2544E",1.7
"2546E","2544G",1.9
"2544H","2544G",0.4
"2544M","2544G",0.7
"2544R","2544G",0.7
"2544J","2544G",0.3
"2544T","2544G",0.3
"2545S","2544G",1
"2546A","2544G",2
"2545J","2544G",1.3
"2544L","2544G",1
"2544W","2544G",0.5
"2545H","2544G",1.6
"2544S","2544G",0.6
"2545C","2544G",1.6
"2546B","2544G",2.1
"2545R","2544G",1.2
"2545P","2544G",1.6
"2545G","2544G",1.3
"2545X","2544G",1
"2545N","2544G",1.5
"2545A","2544G",1.2
"2546V","2544G",2.2
"2546S","2544G",1.9
"2545E","2544G",1.3
"2544V","2544G",0.3
"2545K","2544G",1
"2545B","2544G",1.1
"2546C","2544G",1.8
"2545L","2544G",1.2
"2546R","2544G",1.7
"2544N","2544G",1.4
"2544P","2544G",1.5
"2545V","2544G",1
"2544X","2544G",0.7
"2546X","2544G",2.4
"2546T","2544G",2.2
"2545W","2544G",1.2
"2545T","2544G",1
"2544K","2544G",0.2
"2545D","2544G",0.8
"2544W","2544H",0.2
"2545X","2544H",0.7
"2545T","2544H",0.8
"2545V","2544H",0.7
"2545D","2544H",0.7
"2545B","2544H",1
"2545J","2544H",1
"2546R","2544H",1.4
"2546A","2544H",1.7
"2545L","2544H",1
"2544L","2544H",1.3
"2545G","2544H",1.1
"2546T","2544H",1.8
"2545H","2544H",1.5
"2546V","2544H",1.9
"2545E","2544H",1
"2545N","2544H",1.3
"2544S","2544H",0.8
"2546S","2544H",1.5
"2545A","2544H",0.8
"2545W","2544H",0.9
"2546X","2544H",2
"2546E","2544H",1.5
"2544N","2544H",1.7
"2546C","2544H",1.5
"2545K","2544H",0.8
"2544V","2544H",0.1
"2544T","2544H",0.4
"2544X","2544H",0.3
"2544M","2544H",0.9
"2544J","2544H",0.2
"2544R","2544H",1
"2546B","2544H",1.7
"2545S","2544H",0.8
"2545C","2544H",1.2
"2544P","2544H",1.9
"2545R","2544H",1
"2544K","2544H",0.2
"2545P","2544H",1.4
"2545E","2544J",1.1
"2545D","2544J",0.8
"2546V","2544J",2
"2545T","2544J",1
"2544K","2544J",0.1
"2545P","2544J",1.5
"2545G","2544J",1.3
"2544L","2544J",1.2
"2544R","2544J",0.8
"2546C","2544J",1.7
"2545R","2544J",1.2
"2545A","2544J",0.9
"2545C","2544J",1.4
"2545V","2544J",0.9
"2544V","2544J",0.1
"2544P","2544J",1.8
"2545K","2544J",0.9
"2546T","2544J",2
"2546S","2544J",1.7
"2545H","2544J",1.7
"2545B","2544J",1.1
"2545L","2544J",1.2
