"departure","arrival","departure_y","departure_x","arrival_y","arrival_x","travel_time","distance"
"2544E","2914",52.0464828004557,4.25028829153627,51.9767947275283,4.62177244927082,140.95,35.79503
"2544E","2516",52.0464828004557,4.25028829153627,52.067825882664,4.33840078455919,33.5666666666667,8.25391
"2544E","2517",52.0464828004557,4.25028829153627,52.0872564188756,4.2856091847331,28.6166666666667,6.75278
"2544E","2652",52.0464828004557,4.25028829153627,51.990957546483,4.46054246453324,82.4,20.40026
"2544E","2651",52.0464828004557,4.25028829153627,52.0023695961451,4.47092944934279,87.45,21.60215
"2544E","1012",52.0464828004557,4.25028829153627,52.3745419294806,4.89602329086313,-1,-1
"2544E","2585",52.0464828004557,4.25028829153627,52.0948730770626,4.29696375867616,34.0333333333333,8.24625
"2546R","2525",52.0570615813484,4.26887575509814,52.0623766403396,4.3033052949289,13.1833333333333,3.02641
"2546X","3171",52.0607363175907,4.27761287481445,51.8549780764941,4.39920958999336,114.716666666667,29.74381
"2624","2533H",51.9951639454664,4.35577193846277,52.0487012158308,4.29070086181086,33.4333333333333,8.69638
"2546B","3171",52.0591161365999,4.27399671521609,51.8549780764941,4.39920958999336,112.916666666667,29.39881
"3072","2545J",51.902110213157,4.48910082781826,52.0501761443925,4.27390518499308,103.5,27.06813
"3072","2533S",51.902110213157,4.48910082781826,52.0553882189754,4.28645029912797,104.016666666667,27.2486
"2546C","3171",52.0566592189878,4.27346932211107,51.8549780764941,4.39920958999336,112.083333333333,29.20168
"2546T","2525",52.0592568478597,4.27600442135472,52.0623766403396,4.3033052949289,10.2666666666667,2.35861
"2533V","2624",52.0502735545728,4.28958147252202,51.9951639454664,4.35577193846277,38.05,9.4956
"2624","2544J",51.9951639454664,4.35577193846277,52.0450156297235,4.25830282422894,43.8166666666667,11.34005
"2546E","2525",52.0580559213753,4.27115759168931,52.0623766403396,4.3033052949289,12.6333333333333,2.81501
"2543A","2554",52.0434639733693,4.26411809103701,52.0649874429837,4.21969140039765,23.4333333333333,5.07364
"1435","2544J",52.2594488242524,4.70233605661364,52.0450156297235,4.25830282422894,175.016666666667,45.83655
"2546C","2525",52.0566592189878,4.27346932211107,52.0623766403396,4.3033052949289,10.9,2.53744
"2546A","2522",52.0577480548941,4.27572687830032,52.0603806984478,4.32727437307002,15.2666666666667,4.01155
"2563","2533C",52.0726961183115,4.27055559115989,52.0487353984816,4.29328303683979,-1,-1
"2546E","2522",52.0580559213753,4.27115759168931,52.0603806984478,4.32727437307002,17.8,4.47607
"2624","2543B",51.9951639454664,4.35577193846277,52.0408197781465,4.2614617830182,41.3666666666667,10.80411
"2522","2545H",52.0603806984478,4.32727437307002,52.0436878110164,4.28273156391466,17.3333333333333,4.07122
"3171","2533V",51.8549780764941,4.39920958999336,52.0502735545728,4.28958147252202,107.866666666667,28.14693
"2546C","2548",52.0566592189878,4.27346932211107,52.0294425012506,4.29039874619047,16.6333333333333,4.18488
"1119","2533L",52.2821571917182,4.76035698526118,52.0524663644024,4.29612770686802,179.116666666667,47.15678
"2718","2543A",52.0390097565011,4.49760847654277,52.0434639733693,4.26411809103701,81.7,20.73239
"2624","2533B",51.9951639454664,4.35577193846277,52.0486872890598,4.28410221908171,33.75,8.72891
"2546E","3171",52.0580559213753,4.27115759168931,51.8549780764941,4.39920958999336,113.783333333333,29.47925
"2546A","2525",52.0577480548941,4.27572687830032,52.0623766403396,4.3033052949289,10.1,2.3505
"2275","2533S",52.0628271752404,4.35271576940429,52.0553882189754,4.28645029912797,23.5166666666667,5.49017
"2546S","3171",52.0578707378872,4.27105525072026,51.8549780764941,4.39920958999336,113.933333333333,29.51154
"2546V","2548",52.0596909931168,4.27556636437299,52.0294425012506,4.29039874619047,18.1666666666667,4.53908
"2546V","2522",52.0596909931168,4.27556636437299,52.0603806984478,4.32727437307002,15.4666666666667,4.07748
"2546B","2525",52.0591161365999,4.27399671521609,52.0623766403396,4.3033052949289,10.7666666666667,2.59196
"2533L","2624",52.0524663644024,4.29612770686802,51.9951639454664,4.35577193846277,32.7166666666667,8.26185
"2624","2533J",51.9951639454664,4.35577193846277,52.0509015842924,4.29388139874333,32.9333333333333,8.37438
"2546R","2522",52.0570615813484,4.26887575509814,52.0603806984478,4.32727437307002,18.35,4.68747
"2722","2542K",52.0534861981297,4.5131635276735,52.0364390701642,4.26312437750577,89.2833333333333,22.87081
"2624","2542N",51.9951639454664,4.35577193846277,52.0331301458607,4.25975908904229,43.5166666666667,11.38606
"2624","2542E",51.9951639454664,4.35577193846277,52.0358716120214,4.26738012702625,39.0166666666667,10.15227
"2546B","2522",52.0591161365999,4.27399671521609,52.0603806984478,4.32727437307002,15.9333333333333,4.25302
"2542E","2563",52.0358716120214,4.26738012702625,52.0726961183115,4.27055559115989,24.7,6.01499
"2544E","2555",52.0464828004557,4.25028829153627,52.0609982076522,4.2254911744316,16.7166666666667,3.70475
"2546A","3171",52.0577480548941,4.27572687830032,51.8549780764941,4.39920958999336,112.55,29.27144
"2624","2545H",51.9951639454664,4.35577193846277,52.0436878110164,4.28273156391466,35.0833333333333,8.93051
"2624","2543A",51.9951639454664,4.35577193846277,52.0434639733693,4.26411809103701,41.2833333333333,10.79991
"3072","2533V",51.902110213157,4.48910082781826,52.0502735545728,4.28958147252202,100.616666666667,26.40609
"2522","2542E",52.0603806984478,4.32727437307002,52.0358716120214,4.26738012702625,22.65,5.70812
"3072","2544G",51.902110213157,4.48910082781826,52.0425265562463,4.25954339365026,109.2,28.4247
