"departure","arrival","departure_y","departure_x","arrival_y","arrival_x","departure_in_DHZW","arrival_in_DHZW","time_total","time_walk","time_transit","time_waiting","n_changes","distance_total","distance_walk","distance_transit","stop_PC6","stop_PC5","feasible"
"2533H","3012",52.0487012158308,4.29070086181086,51.9186125299546,4.47619254402734,1,0,79.4,24.7,52.3,2.4,1,33.8,1.4,32.4,"2533SR","2533S",1
"2546V","3171",52.0596909931168,4.27556636437299,51.8549780764941,4.39920958999336,1,0,106.8,20.3,75.8,10.7,3,46.1,1,45.1,"-1","-1",1
"3171","2546V",51.8549780764941,4.39920958999336,52.0596909931168,4.27556636437299,0,1,103.6,25.9,68.8,8.9,2,45.6,1.6,44,"-1","-1",1
"2533H","3072",52.0487012158308,4.29070086181086,51.902110213157,4.48910082781826,1,0,86.6,27.1,57.1,2.4,1,36.3,1.6,34.7,"2533SR","2533S",1
"2624","2542K",51.9951639454664,4.35577193846277,52.0364390701642,4.26312437750577,0,1,60.3,33.6,26.7,0,0,13.4,2.6,10.8,"2545GM","2545G",1
"2542K","2624",52.0364390701642,4.26312437750577,51.9951639454664,4.35577193846277,1,0,64.6,21.3,35.2,8,1,13.2,1.6,11.6,"2545GM","2545G",1
"2544J","3072",52.0450156297235,4.25830282422894,51.902110213157,4.48910082781826,1,0,93.9,19.2,65.2,9.4,2,36.5,1.1,35.4,"2543BG","2543B",1
"2516","2543V",52.067825882664,4.33840078455919,52.039653035803,4.25997191228478,0,1,46.7,18.9,20.9,7,1,9.4,1.4,8,"2543GB","2543G",1
"2518","2543S",52.0811391704393,4.29422163398023,52.0403612649755,4.26585945503325,0,1,40.8,16.3,20.7,3.9,1,7.7,1.2,6.5,"2543BG","2543B",1
"2541X","2573",52.0541032153245,4.27432718219758,52.0653736707086,4.2841344796241,1,0,11.9,7.8,4,0,0,1.9,0.6,1.3,"2541XV","2541X",1
"2573","2541X",52.0653736707086,4.2841344796241,52.0541032153245,4.27432718219758,0,1,11.6,7.7,3.9,0,0,1.9,0.6,1.3,"2541AE","2541A",1
"2616","2544N",52.0198745770101,4.37823030636127,52.0342293799336,4.24498616242454,0,1,83.2,30.2,46.5,6.5,2,19.7,2.2,17.5,"2541XV","2541X",1
"2544D","3072",52.0493517376306,4.25167124379522,51.902110213157,4.48910082781826,1,0,90.7,25.9,59.8,5,2,35.8,1.2,34.6,"-1","-1",1
"2571","2544D",52.069368236282,4.28691784001684,52.0493517376306,4.25167124379522,0,1,30.1,21.6,8.6,0,0,4.7,1.6,3.1,"-1","-1",1
"3511","2533V",52.0883196690366,5.11598760040687,52.0502735545728,4.28958147252202,0,1,202.2,34.2,148.2,19.8,3,110,2,108,"2533SR","2533S",1
"2573","2533C",52.0653736707086,4.2841344796241,52.0487353984816,4.29328303683979,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2522","2542N",52.0603806984478,4.32727437307002,52.0331301458607,4.25975908904229,0,1,25.1,5,17.9,2.2,1,6.5,0.4,6.1,"2545NZ","2545N",1
"2717","2543B",52.0746386021589,4.47426957541903,52.0408197781465,4.2614617830182,0,1,75.5,17.5,46.5,11.5,2,22.8,1.1,21.7,"2543BG","2543B",1
"2616","2544M",52.0198745770101,4.37823030636127,52.0396112782528,4.25129396965672,0,1,75.4,22.4,46.5,6.5,2,19.1,1.6,17.5,"2541XV","2541X",1
"2533A","2514",52.0536330532777,4.27865212084885,52.0852307270459,4.30898661979684,1,0,40.8,26.3,14.5,0,0,5.9,2,3.9,"2541XV","2541X",1
"2584","2533B",52.1025819138378,4.2792955317052,52.0486872890598,4.28410221908171,0,1,41.6,9.4,28,4.2,1,10.4,0.7,9.7,"2545NW","2545N",1
"2542N","2562",52.0331301458607,4.25975908904229,52.0747265798835,4.28192580723319,1,0,41,26.3,14.7,0,0,6.7,2,4.7,"2543GR","2543G",1
"2562","2542N",52.0747265798835,4.28192580723319,52.0331301458607,4.25975908904229,0,1,33.9,7.7,21.6,4.6,1,7.9,0.6,7.3,"2543GB","2543G",1
"2533B","2564",52.0486872890598,4.28410221908171,52.0681123354441,4.25800296323022,1,0,25.2,10.6,14.7,0,0,5.5,0.8,4.7,"2533XV","2533X",1
"2542J","2627",52.0385335010829,4.25810585554739,51.9853213032094,4.37184025404182,1,0,86,31.1,45.2,9.8,2,17.4,2.3,15.1,"2541AE","2541A",1
"2544N","3511",52.0342293799336,4.24498616242454,52.0883196690366,5.11598760040687,1,0,191.3,36.5,142.3,12.5,2,95.7,2.2,93.5,"-1","-1",1
"2518","2544G",52.0811391704393,4.29422163398023,52.0425265562463,4.25954339365026,0,1,33.6,9.1,20.7,3.9,1,7.1,0.6,6.5,"2543BG","2543B",1
"2624","2544C",51.9951639454664,4.35577193846277,52.0467546104116,4.25338619540227,0,1,59.6,21.1,35.4,3.1,1,15.2,1.6,13.6,"2541XV","2541X",1
"2288","2544J",52.0327667740991,4.33716640779124,52.0450156297235,4.25830282422894,0,1,46.6,23.6,17.6,5.4,1,7.5,1.8,5.7,"2545JT","2545J",1
"2545G","2624",52.0492425239982,4.27529335026369,51.9951639454664,4.35577193846277,1,0,50.4,17.6,32.9,0,0,12.1,1.3,10.8,"2541VK","2541V",1
"2544E","3072",52.0464828004557,4.25028829153627,51.902110213157,4.48910082781826,1,0,91.1,26.3,59.8,5,2,35.8,1.3,34.5,"-1","-1",1
"2544N","2627",52.0342293799336,4.24498616242454,51.9853213032094,4.37184025404182,1,0,102.3,36.8,45.8,19.7,3,16.9,2.8,14.1,"2545JT","2545J",1
"2543S","2572",52.0403612649755,4.26585945503325,52.0644318387081,4.29356013529868,1,0,20.1,8.2,12,0,0,4.4,0.6,3.8,"2543BG","2543B",1
"2533L","2564",52.0524663644024,4.29612770686802,52.0681123354441,4.25800296323022,1,0,36.2,12,20.7,3.5,1,7.7,0.9,6.8,"2531AV","2531A",1
"1034","2533L",52.4082508647364,4.91687058579526,52.0524663644024,4.29612770686802,0,1,212.6,36.1,141.7,34.8,6,81.6,2.2,79.4,"2531AV","2531A",1
"2585","2533H",52.0948730770626,4.29696375867616,52.0487012158308,4.29070086181086,0,1,42.4,18,24.4,0,0,9.3,1.3,8,"2533SR","2533S",1
"2624","2544M",51.9951639454664,4.35577193846277,52.0396112782528,4.25129396965672,0,1,56.4,15.8,37.5,3.1,1,15.6,1.2,14.4,"2541XV","2541X",1
"2595","2533B",52.0808715256637,4.33453210497774,52.0486872890598,4.28410221908171,0,1,35.6,5.2,23.6,6.8,2,7.9,0.4,7.5,"2545JT","2545J",1
"2544G","2562",52.0425265562463,4.25954339365026,52.0747265798835,4.28192580723319,1,0,29.1,16.5,12.7,0,0,5.4,1.2,4.2,"2544WB","2544W",1
"3012","2544G",51.9186125299546,4.47619254402734,52.0425265562463,4.25954339365026,0,1,79.5,12.7,58.7,8,2,33.5,0.6,32.9,"2543BG","2543B",1
"2552","2533A",52.0545866758473,4.2477894574147,52.0536330532777,4.27865212084885,0,1,20.4,11.9,8.6,0,0,4,0.9,3.1,"2533AD","2533A",1
"2544M","2616",52.0396112782528,4.25129396965672,52.0198745770101,4.37823030636127,1,0,64.4,17.3,29.8,17.2,3,14.3,1.3,13,"2545JT","2545J",1
"2544M","2596",52.0396112782528,4.25129396965672,52.0927435368403,4.31950877266799,1,0,48.9,10.4,33.5,5.1,1,10.3,0.7,9.6,"2544CM","2544C",1
"3521","2533S",52.0833123706544,5.10940578791336,52.0553882189754,4.28645029912797,0,1,206.7,38.7,148.2,19.8,3,110.3,2.4,107.9,"2533SR","2533S",1
"2518","2533B",52.0811391704393,4.29422163398023,52.0486872890598,4.28410221908171,0,1,37.4,9.6,20.3,7.4,2,6.9,0.7,6.2,"2545JT","2545J",1
"2533H","2566",52.0487012158308,4.29070086181086,52.0807850576839,4.25230755076599,1,0,45.8,22.5,20.4,2.8,1,8.3,1.7,6.6,"2533XV","2533X",1
"2542J","2275",52.0385335010829,4.25810585554739,52.0628271752404,4.35271576940429,1,0,46.8,8.2,36.4,2.2,1,10.7,0.6,10.1,"2545JT","2545J",1
"3171","2544J",51.8549780764941,4.39920958999336,52.0450156297235,4.25830282422894,0,1,112.5,11.8,79.1,21.7,4,48.2,0.6,47.6,"2543BG","2543B",1
"2533A","2245",52.0536330532777,4.27865212084885,52.1212697387586,4.39936927067405,1,0,72.5,36.9,33.3,2.3,1,15.8,2.7,13.1,"2533SR","2533S",1
"2543A","3072",52.0434639733693,4.26411809103701,51.902110213157,4.48910082781826,1,0,90.3,18.6,64.9,6.7,2,36.2,1.1,35.1,"2543AA","2543A",1
"2533A","3072",52.0536330532777,4.27865212084885,51.902110213157,4.48910082781826,1,0,88,20.6,60.7,6.7,2,34.9,1.2,33.7,"2541XV","2541X",1
"2544N","2333",52.0342293799336,4.24498616242454,52.1681642892725,4.4680488050241,1,0,101.7,23.3,69.2,9.2,1,27.7,1.6,26.1,"2544NL","2544N",1
"2563","2544N",52.0726961183115,4.27055559115989,52.0342293799336,4.24498616242454,0,1,39,27.2,11.7,0,0,6.7,2,4.7,"2544NL","2544N",1
"2571","2533A",52.069368236282,4.28691784001684,52.0536330532777,4.27865212084885,0,1,22.3,17.4,4.9,0,0,3,1.3,1.7,"2541AE","2541A",1
"2545A","2722",52.0530226817073,4.26308177456596,52.0534861981297,4.5131635276735,1,0,61.7,22.4,39.3,0,0,21.6,1.6,20,"2545CZ","2545C",1
"2275","2543B",52.0628271752404,4.35271576940429,52.0408197781465,4.2614617830182,0,1,44,6.2,33.2,4.6,1,10.4,0.5,9.9,"2545JT","2545J",1
"2543B","2275",52.0408197781465,4.2614617830182,52.0628271752404,4.35271576940429,1,0,45.9,6.1,35.6,4.2,1,10.2,0.5,9.7,"2545JT","2545J",1
"2515","2544G",52.0726973931787,4.32119223162575,52.0425265562463,4.25954339365026,0,1,30.9,6.2,21.2,3.5,1,7.3,0.4,6.9,"2543BG","2543B",1
"2543B","1118",52.0408197781465,4.2614617830182,52.3066504723126,4.76059463211953,1,0,150.3,26.5,110.7,13.1,3,60.8,1.8,59,"2544WB","2544W",1
"2711","2544G",52.0616101118219,4.49215069360475,52.0425265562463,4.25954339365026,0,1,49.6,3.8,42.5,3.3,1,20.7,0.3,20.4,"2543BG","2543B",1
"2544M","2571",52.0396112782528,4.25129396965672,52.069368236282,4.28691784001684,1,0,26.4,12.3,14.1,0,0,5.6,0.9,4.7,"2544CM","2544C",1
"2545C","3012",52.0564072356305,4.26594900581208,51.9186125299546,4.47619254402734,1,0,73.9,16.4,54.8,2.8,1,33.3,0.8,32.5,"2545CZ","2545C",1
"2525","2545A",52.0623766403396,4.3033052949289,52.0530226817073,4.26308177456596,0,1,26.3,17.4,8.9,0,0,4.3,1.3,3,"2545CG","2545C",1
"1119","2533A",52.2821571917182,4.76035698526118,52.0536330532777,4.27865212084885,0,1,147.2,23.8,103.2,20.2,5,58.6,1.7,56.9,"2541AE","2541A",1
"2563","2544L",52.0726961183115,4.27055559115989,52.0351167857076,4.25190836738485,0,1,38.6,26.6,12,0,0,6.4,2,4.4,"2544LS","2544L",1
"2533H","2624",52.0487012158308,4.29070086181086,51.9951639454664,4.35577193846277,1,0,57,22.1,27.6,7.3,2,13.2,1.7,11.5,"2532RA","2532R",1
"2546X","2492",52.0607363175907,4.27761287481445,52.0661871645066,4.40916858931185,1,0,45.9,10.1,30.3,5.4,1,13,0.7,12.3,"-1","-1",1
"2275","2542E",52.0628271752404,4.35271576940429,52.0358716120214,4.26738012702625,0,1,47.2,18.4,22.4,6.5,1,8.7,1.4,7.3,"2545DM","2545D",1
"2533S","2563",52.0553882189754,4.28645029912797,52.0726961183115,4.27055559115989,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"1119","2544H",52.2821571917182,4.76035698526118,52.0457978448674,4.26058713725417,0,1,148.7,21.3,107.2,20.2,5,59.9,1.5,58.4,"2544GA","2544G",1
"1119","2544G",52.2821571917182,4.76035698526118,52.0425265562463,4.25954339365026,0,1,146.5,18,108.3,20.2,5,60.1,1.2,58.9,"2543BG","2543B",1
"2545N","2573",52.0478918255789,4.27889515568648,52.0653736707086,4.2841344796241,1,0,19.7,14.3,5.3,0,0,2.9,1.1,1.8,"2545JT","2545J",1
"2544C","2624",52.0467546104116,4.25338619540227,51.9951639454664,4.35577193846277,1,0,67.5,23.5,39.9,4.1,1,14.9,1.7,13.2,"2541AE","2541A",1
"2245","2533L",52.1212697387586,4.39936927067405,52.0524663644024,4.29612770686802,0,1,76.3,38.5,30.9,6.9,1,14.7,2.8,11.9,"2533SR","2533S",1
"1435","2543A",52.2594488242524,4.70233605661364,52.0434639733693,4.26411809103701,0,1,165.3,46.4,101,17.9,3,59.5,3.4,56.1,"2544GA","2544G",1
"2554","2533E",52.0649874429837,4.21969140039765,52.0527763542252,4.29327791610092,0,1,40.7,14.6,26.1,0,0,9.4,1.1,8.3,"2531AA","2531A",1
"2533V","2566",52.0502735545728,4.28958147252202,52.0807850576839,4.25230755076599,1,0,44.4,21.1,20.4,2.8,1,8.2,1.6,6.6,"2533XV","2533X",1
"2533H","2275",52.0487012158308,4.29070086181086,52.0628271752404,4.35271576940429,1,0,38.5,15.6,14.7,8.2,1,5.5,1.2,4.3,"2532EA","2532E",1
"2545C","2245",52.0564072356305,4.26594900581208,52.1212697387586,4.39936927067405,1,0,60.9,23.7,33.9,3.3,1,14.6,1.7,12.9,"2545CZ","2545C",1
"2546B","2515",52.0591161365999,4.27399671521609,52.0726973931787,4.32119223162575,1,0,28.9,12.5,14,2.4,1,5,0.9,4.1,"2533SW","2533S",1
"2742","2544L",52.0448020296029,4.62517612709865,52.0351167857076,4.25190836738485,0,1,97,36.5,58.4,2.1,1,37.4,2.8,34.6,"2544NL","2544N",1
"2717","2533V",52.0746386021589,4.47426957541903,52.0502735545728,4.28958147252202,0,1,72.1,23,42.3,6.8,2,21.1,1.6,19.5,"2531BJ","2531B",1
"2542J","2624",52.0385335010829,4.25810585554739,51.9951639454664,4.35577193846277,1,0,63.5,18.1,41.3,4.1,1,15,1.3,13.7,"2541AE","2541A",1
"2544M","2566",52.0396112782528,4.25129396965672,52.0807850576839,4.25230755076599,1,0,51.2,19.6,23.5,8.1,2,9,1.5,7.5,"2545JT","2545J",1
"2909","2533G",51.9141299066694,4.54510425380612,52.0481019628413,4.28904693155921,0,1,108,32.7,63.9,11.4,4,38.5,1.7,36.8,"2532RA","2532R",1
"2533L","2573",52.0524663644024,4.29612770686802,52.0653736707086,4.2841344796241,1,0,20,18,2,0,0,2.1,1.3,0.8,"2531BT","2531B",1
"2543V","3521",52.039653035803,4.25997191228478,52.0833123706544,5.10940578791336,1,0,202,44.5,144.1,13.5,2,97.6,2.8,94.8,"-1","-1",1
"2533V","2492",52.0502735545728,4.28958147252202,52.0661871645066,4.40916858931185,1,0,46,8.3,33.3,4.3,1,12.6,0.6,12,"2541EA","2541E",1
"2572","2533C",52.0644318387081,4.29356013529868,52.0487353984816,4.29328303683979,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2624","2545N",51.9951639454664,4.35577193846277,52.0478918255789,4.27889515568648,0,1,38.9,15.2,23.7,0,0,12,1.1,10.9,"2545GM","2545G",1
"2542T","2584",52.0387486365841,4.27284350201484,52.1025819138378,4.2792955317052,1,0,46.6,9.1,31.9,5.6,1,11.9,0.6,11.3,"2543SW","2543S",1
"2288","2544G",52.0327667740991,4.33716640779124,52.0425265562463,4.25954339365026,0,1,43,20,17.6,5.4,1,7.2,1.5,5.7,"2545JT","2545J",1
"2544G","2288",52.0425265562463,4.25954339365026,52.0327667740991,4.33716640779124,1,0,42.8,21.2,19.5,2.2,1,7.2,1.6,5.6,"2545JT","2545J",1
"2533J","2554",52.0509015842924,4.29388139874333,52.0649874429837,4.21969140039765,1,0,42.5,16.4,26.1,0,0,9.8,1.2,8.6,"2531AV","2531A",1
"2545C","2275",52.0564072356305,4.26594900581208,52.0628271752404,4.35271576940429,1,0,41.1,6,35.1,0,0,9.8,0.4,9.4,"2545CG","2545C",1
"2543A","3015",52.0434639733693,4.26411809103701,51.9120311058262,4.46838871612835,1,0,90,17,62.9,10.1,3,34.8,0.6,34.2,"2543AA","2543A",1
"2624","2545B",51.9951639454664,4.35577193846277,52.0438369470538,4.274959863301,0,1,41.3,17.6,23.7,0,0,12.2,1.3,10.9,"2545GM","2545G",1
"2544H","2554",52.0457978448674,4.26058713725417,52.0649874429837,4.21969140039765,1,0,32.4,6.6,21.5,4.3,1,7.6,0.5,7.1,"2543AA","2543A",1
"2516","2542J",52.067825882664,4.33840078455919,52.0385335010829,4.25810585554739,0,1,43.8,15.9,20.9,7,1,9.1,1.1,8,"2543GB","2543G",1
"2545V","2245",52.0500362790353,4.26839997997919,52.1212697387586,4.39936927067405,1,0,69.7,28.4,35.7,5.6,2,15.5,2.1,13.4,"2545KB","2545K",1
"2543B","3521",52.0408197781465,4.2614617830182,52.0833123706544,5.10940578791336,1,0,199.5,41.9,144.1,13.5,2,97.4,2.6,94.8,"-1","-1",1
"2544J","3171",52.0450156297235,4.25830282422894,51.8549780764941,4.39920958999336,1,0,116.3,15.4,83.5,17.4,4,47.1,0.8,46.3,"2543BG","2543B",1
"2533C","2552",52.0487353984816,4.29328303683979,52.0545866758473,4.2477894574147,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"3012","2533V",51.9186125299546,4.47619254402734,52.0502735545728,4.28958147252202,0,1,78.7,23.6,51.9,3.3,1,32.9,1.3,31.6,"2533SR","2533S",1
"2564","2533B",52.0681123354441,4.25800296323022,52.0486872890598,4.28410221908171,0,1,22.1,9.5,12.6,0,0,4,0.7,3.3,"2541EA","2541E",1
"2624","2545J",51.9951639454664,4.35577193846277,52.0501761443925,4.27390518499308,0,1,46.6,18.3,28.3,0,0,12.7,1.4,11.3,"2545NA","2545N",1
"3012","2542N",51.9186125299546,4.47619254402734,52.0331301458607,4.25975908904229,0,1,85.4,22,60.1,3.3,1,35.8,1.2,34.6,"2543GB","2543G",1
"3015","2544J",51.9120311058262,4.46838871612835,52.0450156297235,4.25830282422894,0,1,77.4,22.8,51.4,3.3,1,32,1.4,30.6,"2544EB","2544E",1
"2533C","2566",52.0487353984816,4.29328303683979,52.0807850576839,4.25230755076599,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2516","2542N",52.067825882664,4.33840078455919,52.0331301458607,4.25975908904229,0,1,39.1,11.2,20.9,7,1,8.8,0.8,8,"2543GB","2543G",1
"2533L","2563",52.0524663644024,4.29612770686802,52.0726961183115,4.27055559115989,1,0,37.8,15,20,2.8,1,6.4,1.1,5.3,"2531BT","2531B",1
"2624","2544G",51.9951639454664,4.35577193846277,52.0425265562463,4.25954339365026,0,1,51.9,13.3,35.4,3.1,1,14.6,1,13.6,"2541XV","2541X",1
"3171","2542E",51.8549780764941,4.39920958999336,52.0358716120214,4.26738012702625,0,1,119.9,24.2,80.4,15.2,3,49.6,1.5,48.1,"2545CG","2545C",1
"2545J","2722",52.0501761443925,4.27390518499308,52.0534861981297,4.5131635276735,1,0,61.7,16.3,41.5,3.8,1,21.2,1.1,20.1,"2545JT","2545J",1
"2545H","2573",52.0436878110164,4.28273156391466,52.0653736707086,4.2841344796241,1,0,25,19.7,5.3,0,0,3.3,1.5,1.8,"2545JT","2545J",1
"2555","2544E",52.0609982076522,4.2254911744316,52.0464828004557,4.25028829153627,0,1,31,21.3,9.7,0,0,5,1.6,3.4,"-1","-1",1
"2533B","2566",52.0486872890598,4.28410221908171,52.0807850576839,4.25230755076599,1,0,41.2,17.9,20.4,2.8,1,7.9,1.4,6.5,"2533XV","2533X",1
"2722","2543A",52.0534861981297,4.5131635276735,52.0434639733693,4.26411809103701,0,1,64.8,19.4,42.3,3.1,1,22.4,1.3,21.1,"2544GA","2544G",1
"2552","2533B",52.0545866758473,4.2477894574147,52.0486872890598,4.28410221908171,0,1,23.1,6,12.6,4.6,1,4.6,0.4,4.2,"2545CG","2545C",1
"3072","2533A",51.902110213157,4.48910082781826,52.0536330532777,4.27865212084885,0,1,90.1,21.6,57.5,11,2,35,1.3,33.7,"2541AE","2541A",1
"3072","2545A",51.902110213157,4.48910082781826,52.0530226817073,4.26308177456596,0,1,83.7,21.8,57.7,4.2,1,35.5,1.3,34.2,"2545CG","2545C",1
"2544J","9711",52.0450156297235,4.25830282422894,53.2162755049971,6.56936779297269,1,0,503.3,36.4,403.1,63.8,10,308.7,2.1,306.6,"2544WB","2544W",1
"2518","2543V",52.0811391704393,4.29422163398023,52.039653035803,4.25997191228478,0,1,39.3,13.9,21.6,3.9,1,7.8,1,6.8,"2544GH","2544G",1
"2543V","2518",52.039653035803,4.25997191228478,52.0811391704393,4.29422163398023,1,0,41.6,13.4,22.8,5.4,1,7.8,1,6.8,"2542JH","2542J",1
"3511","2533S",52.0883196690366,5.11598760040687,52.0553882189754,4.28645029912797,0,1,204.9,37,148.2,19.8,3,110.2,2.2,108,"2533SR","2533S",1
"2543B","3072",52.0408197781465,4.2614617830182,51.902110213157,4.48910082781826,1,0,92.3,26.4,63.5,2.4,1,38.7,1.5,37.2,"2543SW","2543S",1
"2543B","3511",52.0408197781465,4.2614617830182,52.0883196690366,5.11598760040687,1,0,198.1,40.5,144.1,13.5,2,97.4,2.5,94.9,"-1","-1",1
"2545J","2595",52.0501761443925,4.27390518499308,52.0808715256637,4.33453210497774,1,0,31.8,6,22,3.8,1,6.8,0.4,6.4,"2545JT","2545J",1
"3072","2533G",51.902110213157,4.48910082781826,52.0481019628413,4.28904693155921,0,1,89.8,26.6,56.9,6.4,2,35.5,1.7,33.8,"2532RA","2532R",1
"2585","2533S",52.0948730770626,4.29696375867616,52.0553882189754,4.28645029912797,0,1,41.9,17.5,24.4,0,0,9.3,1.3,8,"2533SR","2533S",1
"2522","2543B",52.0603806984478,4.32727437307002,52.0408197781465,4.2614617830182,0,1,31.2,12.9,15.9,2.4,1,6.7,0.9,5.8,"2545NW","2545N",1
"2533L","2593",52.0524663644024,4.29612770686802,52.085306948222,4.3427389060951,1,0,36.7,8.2,22,6.5,1,6.8,0.6,6.2,"2531BT","2531B",1
"2545H","2909",52.0436878110164,4.28273156391466,51.9141299066694,4.54510425380612,1,0,111.5,30.2,67.4,13.8,3,40.4,1.4,39,"2545NW","2545N",1
"2624","2543S",51.9951639454664,4.35577193846277,52.0403612649755,4.26585945503325,0,1,54.9,28.2,26.7,0,0,13,2.1,10.9,"2545GM","2545G",1
"2597","2533B",52.1075811993067,4.31333725310012,52.0486872890598,4.28410221908171,0,1,57.1,14.6,38.3,4.2,1,14.4,1.1,13.3,"2545NW","2545N",1
"2542C","2573",52.0375620253995,4.26942353312512,52.0653736707086,4.2841344796241,1,0,22.3,8.9,11.3,2,1,4.4,0.7,3.7,"2543AA","2543A",1
"2533J","2563",52.0509015842924,4.29388139874333,52.0726961183115,4.27055559115989,1,0,41,16.9,21.3,2.8,1,7,1.3,5.7,"2532RA","2532R",1
"2542T","2288",52.0387486365841,4.27284350201484,52.0327667740991,4.33716640779124,1,0,47.1,24.1,18.2,4.8,1,8.7,1.8,6.9,"2545DM","2545D",1
"2546C","2517",52.0566592189878,4.27346932211107,52.0872564188756,4.2856091847331,1,0,34.8,9.3,19,6.4,1,6.2,0.7,5.5,"2533AD","2533A",1
"2565","2533L",52.0754314285111,4.2585719682278,52.0524663644024,4.29612770686802,0,1,37.6,13.2,17.7,6.7,1,5.9,1,4.9,"2531BJ","2531B",1
"2253","2544H",52.1385666406112,4.45177543682077,52.0457978448674,4.26058713725417,0,1,77.7,22.9,45.7,9.2,2,20.9,1.7,19.2,"2544GA","2544G",1
"2518","2545P",52.0811391704393,4.29422163398023,52.0486991606871,4.28003531328865,0,1,36.6,15.4,17.4,3.9,1,6.3,1.1,5.2,"2545JT","2545J",1
"2546E","2627",52.0580559213753,4.27115759168931,51.9853213032094,4.37184025404182,1,0,77.9,33.5,38.7,5.7,1,15.4,2.5,12.9,"2541AE","2541A",1
"2544N","2518",52.0342293799336,4.24498616242454,52.0811391704393,4.29422163398023,1,0,43,17.4,22.4,3.1,1,8.3,1.3,7,"2544NL","2544N",1
"2544H","2572",52.0457978448674,4.26058713725417,52.0644318387081,4.29356013529868,1,0,16.6,5.3,11.2,0,0,3.9,0.4,3.5,"2543AA","2543A",1
"2533G","2909",52.0481019628413,4.28904693155921,51.9141299066694,4.54510425380612,1,0,109.8,35.6,64.1,10.1,3,39.6,1.8,37.8,"2533SR","2533S",1
"3072","2545P",51.902110213157,4.48910082781826,52.0486991606871,4.28003531328865,0,1,91.9,27.3,59,5.6,1,37,1.6,35.4,"2545NW","2545N",1
"2563","2542E",52.0726961183115,4.27055559115989,52.0358716120214,4.26738012702625,0,1,32.3,10.6,21.7,0,0,8.5,0.8,7.7,"2543TC","2543T",1
"2533J","2566",52.0509015842924,4.29388139874333,52.0807850576839,4.25230755076599,1,0,45.8,14.6,25,6.1,1,8.9,1.1,7.8,"2533SR","2533S",1
"2541X","2282",52.0541032153245,4.27432718219758,52.0518955896257,4.33464709821156,1,0,31.3,7.2,24.2,0,0,7.5,0.5,7,"2545GN","2545G",1
"2282","2541X",52.0518955896257,4.33464709821156,52.0541032153245,4.27432718219758,0,1,29,6.4,22.5,0,0,7.6,0.5,7.1,"2541AJ","2541A",1
"3511","2544G",52.0883196690366,5.11598760040687,52.0425265562463,4.25954339365026,0,1,204.2,23.4,154.6,26.2,4,110.6,1.3,109.3,"2543BG","2543B",1
"2533S","2624",52.0553882189754,4.28645029912797,51.9951639454664,4.35577193846277,1,0,57.9,20.1,30.4,7.3,2,14,1.5,12.5,"2533SP","2533S",1
"2722","2542E",52.0534861981297,4.5131635276735,52.0358716120214,4.26738012702625,0,1,79.1,20.7,48.5,9.9,1,24.8,1.4,23.4,"2545CG","2545C",1
"2541X","2555",52.0541032153245,4.27432718219758,52.0609982076522,4.2254911744316,1,0,22.2,8.3,13.8,0,0,5.6,0.6,5,"2533AD","2533A",1
"2555","2541X",52.0609982076522,4.2254911744316,52.0541032153245,4.27432718219758,0,1,24,8.2,15.8,0,0,6,0.6,5.4,"2533AD","2533A",1
"2564","2533G",52.0681123354441,4.25800296323022,52.0481019628413,4.28904693155921,0,1,26.6,13.9,12.6,0,0,4.3,1,3.3,"2541EA","2541E",1
"2533A","2552",52.0536330532777,4.27865212084885,52.0545866758473,4.2477894574147,1,0,19.8,13.2,6.6,0,0,3.4,1,2.4,"2533AD","2533A",1
"2544J","2718",52.0450156297235,4.25830282422894,52.0390097565011,4.49760847654277,1,0,83.8,24.4,50.1,9.3,2,24.6,1.7,22.9,"2543BG","2543B",1
"2554","2533L",52.0649874429837,4.21969140039765,52.0524663644024,4.29612770686802,0,1,40.2,14.1,26.1,0,0,9.3,1.1,8.2,"2531AA","2531A",1
"2542E","2722",52.0358716120214,4.26738012702625,52.0534861981297,4.5131635276735,1,0,74.7,26.9,45.5,2.3,1,24.5,1.8,22.7,"2543SW","2543S",1
"2533B","1816",52.0486872890598,4.28410221908171,52.633510599681,4.72021420216175,1,0,303.1,45.7,215.3,42.2,7,128.4,2.8,125.6,"2541EA","2541E",1
"2624","2545C",51.9951639454664,4.35577193846277,52.0564072356305,4.26594900581208,0,1,46.8,13.1,33.7,0,0,13.7,1,12.7,"2545CG","2545C",1
"2545C","3072",52.0564072356305,4.26594900581208,51.902110213157,4.48910082781826,1,0,81.2,18.8,59.5,2.8,1,35.8,1,34.8,"2545CZ","2545C",1
"2717","2544E",52.0746386021589,4.47426957541903,52.0464828004557,4.25028829153627,0,1,75.8,21.4,48.4,6,1,24.6,1.4,23.2,"2544CX","2544C",1
