"departure","arrival","departure_y","departure_x","arrival_y","arrival_x","departure_in_DHZW","arrival_in_DHZW","time_total","time_walk","time_transit","time_waiting","n_changes","distance_total","distance_walk","distance_transit","stop_PC6"
"2542T","2333",52.0387486365841,4.27284350201484,52.16816,4.468049,1,0,89.9,20.8,65.8,3.4,1,27.3,1.4,25.9,"2543SW"
"2616","2542L",52.01987,4.37823,52.0321711365659,4.26237314917407,0,1,75.3,59,12,4.3,1,12.1,4.5,7.6,"-1"
"2741","2543A",52.03917,4.666907,52.0434639733693,4.26411809103701,0,1,100.4,35.7,60.1,4.6,2,37.5,2.7,34.8,"2545JT"
"2542R","2525",52.0384996677343,4.27804423051274,52.06238,4.303305,1,0,31.7,15.7,13.4,2.6,1,5.7,1.1,4.6,"2532RA"
"2525","2542R",52.06238,4.303305,52.0384996677343,4.27804423051274,0,1,33.1,27.1,6,0,0,4.5,2,2.5,"2545NW"
"2542R","2511",52.0384996677343,4.27804423051274,52.07851,4.317539,1,0,33,16.8,16.2,0,0,7.2,1.2,6,"2545NW"
"2511","2542R",52.07851,4.317539,52.0384996677343,4.27804423051274,0,1,33.4,17.2,16.2,0,0,7,1.3,5.7,"2545NW"
"2542B","2671",52.0380578144935,4.26687162425886,51.99332,4.208966,1,0,47.7,30.7,17,0,0,8.2,2.3,5.9,"-1"
"2671","2542B",51.99332,4.208966,52.0380578144935,4.26687162425886,0,1,42,6.7,30.2,5,1,13,0.5,12.5,"2543SN"
"2542H","2675",52.0349695853731,4.26757165878612,52.00553,4.235639,1,0,38.7,32.1,6.6,0,0,5.8,2.4,3.4,"-1"
"2675","2542H",52.00553,4.235639,52.0349695853731,4.26757165878612,0,1,41,33.7,7.3,0,0,5.9,2.5,3.4,"-1"
"2542L","2724",52.0321711365659,4.26237314917407,52.06525,4.508678,1,0,72.4,17.6,50.8,4.1,1,25,1.2,23.8,"2542XT"
"2724","2542L",52.06525,4.508678,52.0321711365659,4.26237314917407,0,1,69,16.7,49,3.3,1,25,1.2,23.8,"2544LT"
"2542C","2675",52.0375620253995,4.26942353312512,52.00553,4.235639,1,0,44,25.8,14.5,3.8,1,8.5,1.9,6.6,"2545DM"
"2541G","3447",52.0404321384295,4.26716988682793,52.07816,4.889647,1,0,188.1,17.1,144.4,26.6,3,298.7,1.2,297.5,"2543SW"
"3447","2541G",52.07816,4.889647,52.0404321384295,4.26716988682793,0,1,221.6,25.6,143.7,52.3,4,75.7,1.8,73.9,"2545CG"
"2681","2542T",52.03159,4.185465,52.0387486365841,4.27284350201484,0,1,47.5,13.2,28.4,5.9,1,12.1,1,11.1,"2543SN"
"2542C","2672",52.0375620253995,4.26942353312512,51.9923,4.21614,1,0,42.1,18,20.3,3.8,1,9.9,1.3,8.6,"2545DM"
"2672","2542C",51.9923,4.21614,52.0375620253995,4.26942353312512,0,1,44.3,29.9,14.4,0,0,8.3,2.2,6.1,"-1"
"2542C","2515",52.0375620253995,4.26942353312512,52.0727,4.321192,1,0,25.6,10,15.6,0,0,6.5,0.7,5.8,"2543SW"
"2515","2542C",52.0727,4.321192,52.0375620253995,4.26942353312512,0,1,34.5,23.6,10.9,0,0,6.2,1.8,4.4,"2545NW"
"2675","2543B",52.00553,4.235639,52.0408197781465,4.2614617830182,0,1,44.6,33.8,10.8,0,0,8.3,2.5,5.8,"2544EB"
"2542V","2517",52.0370134259517,4.26626571675762,52.08726,4.285609,1,0,42.2,11.4,30.8,0,0,10.2,0.9,9.3,"2542BK"
"2517","2542V",52.08726,4.285609,52.0370134259517,4.26626571675762,0,1,39.8,12.4,27.4,0,0,10.2,0.9,9.3,"2543SN"
"2542R","2282",52.0384996677343,4.27804423051274,52.0519,4.334647,1,0,35.5,18.2,17.3,0,0,6.3,1.4,4.9,"2533CA"
"2282","2542R",52.0519,4.334647,52.0384996677343,4.27804423051274,0,1,35.2,19.9,15.3,0,0,6.3,1.5,4.8,"2533CK"
"2542X","2555",52.0334239047007,4.25986820932339,52.061,4.225491,1,0,40.7,13.9,23.7,3,1,9.3,1,8.3,"2533AD"
"2555","2542X",52.061,4.225491,52.0334239047007,4.25986820932339,0,1,40.3,14,23.9,2.4,1,9.2,1,8.2,"2542LM"
"2282","2542X",52.0519,4.334647,52.0334239047007,4.25986820932339,0,1,40.7,20.6,17.9,2.2,1,7.7,1.5,6.2,"2545NZ"
"2542B","2284",52.0380578144935,4.26687162425886,52.04115,4.313038,1,0,27.9,7.2,16.6,4.2,1,6.1,0.5,5.6,"2545JT"
"2284","2542B",52.04115,4.313038,52.0380578144935,4.26687162425886,0,1,33.5,6.5,16.4,10.6,1,6.1,0.5,5.6,"2545JT"
"2262","2542C",52.09115,4.387253,52.0375620253995,4.26942353312512,0,1,55.3,10.9,42.2,2.2,1,14.5,0.7,13.8,"2545CG"
"2542L","1083",52.0321711365659,4.26237314917407,52.33042,4.888147,1,0,197,34.3,142.3,20.4,6,76.4,2,74.4,"2542XT"
"1083","2542L",52.33042,4.888147,52.0321711365659,4.26237314917407,0,1,205.2,34.4,138.8,32,5,73.7,2.1,71.6,"2544LT"
"1075","2533C",52.35212,4.859065,52.0487353984816,4.29328303683979,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2542H","2741",52.0349695853731,4.26757165878612,52.03917,4.666907,1,0,130.3,47.6,75.8,6.9,1,42.2,3.5,38.7,"2543SW"
"2741","2545G",52.03917,4.666907,52.0492425239982,4.27529335026369,0,1,92.6,33.9,56.6,2.1,1,35.9,2.5,33.4,"2545JT"
"2533B","2262",52.0486872890598,4.28410221908171,52.09115,4.387253,1,0,55.2,8.7,40.5,6,2,15.7,0.6,15.1,"2541EA"
"2541G","3511",52.0404321384295,4.26716988682793,52.08832,5.115988,1,0,197.2,30,148.8,18.4,3,98.8,1.4,97.4,"2543SW"
"3511","2541G",52.08832,5.115988,52.0404321384295,4.26716988682793,0,1,212.5,32.8,153.5,26.2,4,110.9,2,108.9,"2544GA"
"2525","2541R",52.06238,4.303305,52.0430329074203,4.28099566871628,0,1,23.4,17.4,6,0,0,3.8,1.3,2.5,"2545NW"
"2542A","2554",52.0402034605346,4.27217308358629,52.06499,4.219691,1,0,39.7,8.2,24.6,6.8,1,8.7,0.6,8.1,"2542BK"
"2554","2542A",52.06499,4.219691,52.0402034605346,4.27217308358629,0,1,44,15.2,23.7,5.1,1,8.9,1.1,7.8,"2533AD"
"2542P","2672",52.0353382689111,4.2680460825945,51.9923,4.21614,1,0,36.9,24.9,11.9,0,0,7.3,1.9,5.4,"-1"
"2672","2542P",51.9923,4.21614,52.0353382689111,4.2680460825945,0,1,39.2,28.1,11.1,0,0,7.3,2.1,5.2,"-1"
"2542P","1101",52.0353382689111,4.2680460825945,52.3069,4.941812,1,0,181.3,21.7,144.1,15.5,4,79.6,1.5,78.1,"2543SW"
"1101","2542P",52.3069,4.941812,52.0353382689111,4.2680460825945,0,1,187.9,18.4,138.2,31.4,5,80.2,1.3,78.9,"2545CG"
"2542B","4284",52.0380578144935,4.26687162425886,51.80003,5.0086,1,0,240,32.5,161.5,46,6,110.4,1.6,108.8,"2543SW"
"4284","2542B",51.80003,5.0086,52.0380578144935,4.26687162425886,0,1,237.8,21,176.5,40.3,5,110,1.1,108.9,"2543SN"
"2542C","3068",52.0375620253995,4.26942353312512,51.95814,4.551728,1,0,107.2,20.2,80.9,6,2,41.9,1.1,40.8,"2543SW"
"3068","2542C",51.95814,4.551728,52.0375620253995,4.26942353312512,0,1,112.2,14.7,85.5,12,2,48.7,0.7,48,"2543SN"
"2596","2542B",52.09274,4.319509,52.0380578144935,4.26687162425886,0,1,50.6,21.5,29.1,0,0,11.3,1.6,9.7,"2543GB"
"2542B","2713",52.0380578144935,4.26687162425886,52.05438,4.484199,1,0,66.7,21.7,42.7,2.3,1,22.5,1.5,21,"2543SW"
"2713","2542B",52.05438,4.484199,52.0380578144935,4.26687162425886,0,1,66.3,16.7,44.5,5.1,1,22.5,1.2,21.3,"2545CG"
"2542E","2333",52.0358716120214,4.26738012702625,52.16816,4.468049,1,0,91.1,21.9,65.8,3.4,1,27.4,1.5,25.9,"2543SW"
"2542N","2554",52.0331301458607,4.25975908904229,52.06499,4.219691,1,0,40.8,10.6,27.2,3,1,9.9,0.8,9.1,"2533AD"
"2541G","2517",52.0404321384295,4.26716988682793,52.08726,4.285609,1,0,39.4,9.4,29.9,0,0,9.7,0.7,9,"2543RX"
"2517","2541G",52.08726,4.285609,52.0404321384295,4.26716988682793,0,1,37.5,10.9,26.7,0,0,9.8,0.8,9,"2543SL"
"2542P","3068",52.0353382689111,4.2680460825945,51.95814,4.551728,1,0,111.9,25,80.9,6,2,42.2,1.4,40.8,"2543SW"
"3068","2542P",51.95814,4.551728,52.0353382689111,4.2680460825945,0,1,115.3,16.9,86.4,12,2,49.3,0.9,48.4,"2543TC"
"2542P","1118",52.0353382689111,4.2680460825945,52.30665,4.760595,1,0,156.4,25.2,119.1,12.2,3,62.2,1.7,60.5,"2543SW"
"1118","2542P",52.30665,4.760595,52.0353382689111,4.2680460825945,0,1,154.4,25.7,112.4,16.2,4,63.2,1.9,61.3,"2542RZ"
"2542G","2517",52.0347841517119,4.26643166834011,52.08726,4.285609,1,0,43.9,11,32.9,0,0,10.9,0.8,10.1,"2542KG"
"2517","2542G",52.08726,4.285609,52.0347841517119,4.26643166834011,0,1,40.6,12.1,28.5,0,0,11,0.9,10.1,"2542LM"
"1083","2543B",52.33042,4.888147,52.0408197781465,4.2614617830182,0,1,199,31.9,135.2,32,5,71.9,1.9,70,"2543BG"
"2545J","2742",52.0501761443925,4.27390518499308,52.0448,4.625176,1,0,119.9,28.3,68.8,22.8,2,36.6,2.1,34.5,"2545JT"
"2542V","2555",52.0370134259517,4.26626571675762,52.061,4.225491,1,0,37.4,9.4,21.1,6.8,1,8,0.7,7.3,"2542BK"
"2555","2542V",52.061,4.225491,52.0370134259517,4.26626571675762,0,1,33.4,9.1,21.9,2.4,1,8,0.7,7.3,"2543SN"
"2291","2545N",52.01948,4.277017,52.04789,4.278895,0,1,28.9,18.4,10.5,0,0,5.7,1.4,4.3,"2545NW"
"2542W","2555",52.0340586165648,4.26188960211193,52.061,4.225491,1,0,42.7,12.3,23.6,6.8,1,9,0.9,8.1,"2542KG"
"2555","2542W",52.061,4.225491,52.0340586165648,4.26188960211193,0,1,38,11.7,23.9,2.4,1,9,0.9,8.1,"2542LM"
"2542B","2678",52.0380578144935,4.26687162425886,51.97477,4.255695,1,0,62.6,31.1,24.3,7.2,1,12.5,2.3,10.2,"-1"
"2678","2542B",51.97477,4.255695,52.0380578144935,4.26687162425886,0,1,63.2,33.6,24.6,5,1,12.4,2.5,9.9,"-1"
"2542L","2671",52.0321711365659,4.26237314917407,51.99332,4.208966,1,0,42.3,26.2,16.1,0,0,7.5,2,5.5,"-1"
"2671","2542L",51.99332,4.208966,52.0321711365659,4.26237314917407,0,1,39.2,26,13.2,0,0,7.4,1.9,5.5,"-1"
"2252","2545C",52.11727,4.425454,52.0564072356305,4.26594900581208,0,1,58.7,14.2,40,4.5,1,17,1,16,"2545CG"
"2542P","2675",52.0353382689111,4.2680460825945,52.00553,4.235639,1,0,39.3,32.6,6.6,0,0,5.9,2.5,3.4,"-1"
"2675","2542P",52.00553,4.235639,52.0353382689111,4.2680460825945,0,1,41.6,34.3,7.3,0,0,6,2.6,3.4,"-1"
"2542B","2526",52.0380578144935,4.26687162425886,52.06804,4.307563,1,0,27.7,14.9,12.8,0,0,6,1,5,"2543SW"
"2542G","2511",52.0347841517119,4.26643166834011,52.07851,4.317539,1,0,32.4,12.7,19.8,0,0,8.2,0.9,7.3,"2543SW"
"2511","2542G",52.07851,4.317539,52.0347841517119,4.26643166834011,0,1,35.2,13.5,21.7,0,0,8.7,1,7.7,"2543GB"
"2542G","2512",52.0347841517119,4.26643166834011,52.07346,4.304762,1,0,29.9,5.5,22.3,2,1,7,0.4,6.6,"2543AA"
"2542C","2678",52.0375620253995,4.26942353312512,51.97477,4.255695,1,0,61.7,18.5,32.2,11,2,14.7,1.4,13.3,"2545DM"
"2678","2542C",51.97477,4.255695,52.0375620253995,4.26942353312512,0,1,61.3,21.1,35.4,4.8,1,18.3,1.6,16.7,"2545HD"
"2542G","2596",52.0347841517119,4.26643166834011,52.09274,4.319509,1,0,48.6,20.5,28.2,0,0,10.9,1.5,9.4,"2543SW"
"2596","2542G",52.09274,4.319509,52.0347841517119,4.26643166834011,0,1,50.5,21.3,29.1,0,0,11.3,1.6,9.7,"2543GB"
"2542G","2282",52.0347841517119,4.26643166834011,52.0519,4.334647,1,0,40.4,5.4,30.8,4.2,1,9.6,0.4,9.2,"2545JT"
"2282","2542G",52.0519,4.334647,52.0347841517119,4.26643166834011,0,1,46.6,31.3,15.3,0,0,7.2,2.4,4.8,"2533CK"
"2719","2542N",52.04267,4.471343,52.0331301458607,4.25975908904229,0,1,75.8,20.7,49.1,6,2,26.3,1.2,25.1,"2543GB"
"2719","2545G",52.04267,4.471343,52.0492425239982,4.27529335026369,0,1,63.6,11.1,44.3,8.2,2,21.3,0.6,20.7,"2545JT"
"2544N","2572",52.0342293799336,4.24498616242454,52.06443,4.29356,1,0,27.7,13.1,14.6,0,0,5.6,1,4.6,"2543EB"
"2553","2533H",52.04493,4.221591,52.0487012158308,4.29070086181086,0,1,39.1,17.1,17.6,4.4,1,7.3,1.3,6,"2545CZ"
"1034","2545G",52.40825,4.916871,52.04924,4.275293,0,1,203.1,28.4,149.4,25.2,6,90.7,1.5,89.2,"2545JT"
"2542P","2547",52.0353382689111,4.2680460825945,52.06093,4.266762,1,0,25.4,12.7,12.7,0,0,4.8,0.9,3.9,"-1"
"2547","2542P",52.06093,4.266762,52.0353382689111,4.2680460825945,0,1,23,13.2,9.9,0,0,4.3,1,3.3,"-1"
"2533H","1075",52.0487012158308,4.29070086181086,52.35212,4.859065,1,0,171.6,19.8,135.8,16,4,76.1,1.4,74.7,"2541EA"
"2553","2533J",52.04493,4.221591,52.0509015842924,4.29388139874333,0,1,44,22,17.6,4.4,1,7.7,1.7,6,"2545CZ"
"2333","2542T",52.16816,4.468049,52.0387486365841,4.27284350201484,0,1,97.2,20.4,73.5,3.3,1,28.7,1.4,27.3,"2545DM"
"3068","2533S",51.95814,4.551728,52.0553882189754,4.28645029912797,0,1,106.9,22.7,69.4,14.8,3,42.2,1.1,41.1,"2533SP"
"2543A","2616",52.0434639733693,4.26411809103701,52.01987,4.37823,1,0,75.4,12.8,52.4,10.2,2,18.7,0.9,17.8,"2541AE"
"2616","2543B",52.01987,4.37823,52.0408197781465,4.2614617830182,0,1,73.9,23.1,44.4,6.5,2,18.4,1.7,16.7,"2541XV"
"2543B","2616",52.0408197781465,4.2614617830182,52.01987,4.37823,1,0,78.2,14.8,53.1,10.2,2,19.1,1.1,18,"2541AE"
"2616","2542E",52.01987,4.37823,52.0358716120214,4.26738012702625,0,1,73.6,40.3,30,3.4,1,15.2,3,12.2,"-1"
"2542G","2521",52.0347841517119,4.26643166834011,52.06328,4.318427,1,0,36,23.2,12.8,0,0,6.7,1.7,5,"2543SW"
"2521","2542G",52.06328,4.318427,52.0347841517119,4.26643166834011,0,1,38.5,23.7,14.8,0,0,7.2,1.7,5.5,"2543GB"
"1101","2545H",52.3069,4.941812,52.0436878110164,4.28273156391466,0,1,177.4,25.8,138,13.7,4,79.4,1.8,77.6,"2545NW"
"2542W","2553",52.0340586165648,4.26188960211193,52.04493,4.221591,1,0,38.4,14.7,21.7,2.1,1,9.1,1.1,8,"2542KG"
"2553","2542W",52.04493,4.221591,52.0340586165648,4.26188960211193,0,1,42.6,14.7,22.1,5.9,1,9.1,1.1,8,"2542LM"
"1118","2533J",52.30665,4.760595,52.0509015842924,4.29388139874333,0,1,135.5,20.6,100.9,13.9,4,58.7,1.5,57.2,"2531BJ"
"2553","2546A",52.04493,4.221591,52.05775,4.275727,0,1,28.6,13.1,13.3,2.1,1,6.1,1,5.1,"2533AD"
"2262","2542W",52.09115,4.387253,52.0340586165648,4.26188960211193,0,1,61.2,14.9,44.1,2.2,1,15.6,1,14.6,"2545CG"
"2542W","2596",52.0340586165648,4.26188960211193,52.09274,4.319509,1,0,50,21.8,28.2,0,0,11,1.6,9.4,"2543SW"
"2596","2542W",52.09274,4.319509,52.0340586165648,4.26188960211193,0,1,44.9,15.8,29.1,0,0,10.9,1.1,9.8,"2543GB"
"2542C","2671",52.0375620253995,4.26942353312512,51.99332,4.208966,1,0,46.6,29.6,13.9,3.1,1,8.1,2.2,5.9,"-1"
"2671","2542C",51.99332,4.208966,52.0375620253995,4.26942353312512,0,1,41.5,6.2,30.2,5,1,12.9,0.4,12.5,"2543SN"
"2545G","2491",52.0492425239982,4.27529335026369,52.06734,4.384688,1,0,49,15.2,30,3.8,1,12.4,1.1,11.3,"2545JT"
"2542H","2596",52.0349695853731,4.26757165878612,52.09274,4.319509,1,0,47.9,19.7,28.2,0,0,10.8,1.4,9.4,"2543SW"
"2596","2542H",52.09274,4.319509,52.0349695853731,4.26757165878612,0,1,51.4,22.3,29.1,0,0,11.4,1.6,9.8,"2543GB"
"2542H","2291",52.0349695853731,4.26757165878612,52.01948,4.277017,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2291","2542H",52.01948,4.277017,52.0349695853731,4.26757165878612,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533V","2553",52.0502735545728,4.28958147252202,52.04493,4.221591,1,0,41.1,14.6,16.8,9.7,1,7.4,1.1,6.3,"2545AA"
"2741","2542H",52.03917,4.666907,52.0349695853731,4.26757165878612,0,1,104.5,36.4,63.5,4.6,2,38.9,2.7,36.2,"2545JT"
"2741","2545H",52.03917,4.666907,52.04369,4.282732,0,1,97.1,41.5,53.5,2.1,1,35.3,3.1,32.2,"2533XV"
"2542H","2282",52.0349695853731,4.26757165878612,52.0519,4.334647,1,0,41.3,6.3,30.8,4.2,1,9.7,0.5,9.2,"2545JT"
"2282","2542H",52.0519,4.334647,52.0349695853731,4.26757165878612,0,1,45.7,30.4,15.3,0,0,7.2,2.3,4.9,"2533CK"
"2542L","2554",52.0321711365659,4.26237314917407,52.06499,4.219691,1,0,40.8,9.6,28.2,3,1,10.2,0.7,9.5,"2533AD"
"2554","2542L",52.06499,4.219691,52.0321711365659,4.26237314917407,0,1,37.2,8,26.8,2.4,1,9.5,0.6,8.9,"2542LM"
"2284","2542G",52.04115,4.313038,52.0347841517119,4.26643166834011,0,1,36,7.1,18.4,10.6,1,7,0.5,6.5,"2545JT"
"2512","2542G",52.07346,4.304762,52.0347841517119,4.26643166834011,0,1,33.8,12.1,21.7,0,0,8.1,0.9,7.2,"2542RZ"
"2542H","2512",52.0349695853731,4.26757165878612,52.07346,4.304762,1,0,30.8,6.4,22.3,2,1,7.1,0.5,6.6,"2543AA"
"2512","2542H",52.07346,4.304762,52.0349695853731,4.26757165878612,0,1,34.7,13.1,21.7,0,0,8.2,1,7.2,"2542RZ"
"2542P","3072",52.0353382689111,4.2680460825945,51.90211,4.489101,1,0,94.2,28.4,63.5,2.4,1,38.8,1.7,37.1,"2543SW"
"3072","2542P",51.90211,4.489101,52.0353382689111,4.2680460825945,0,1,98.4,19.4,67.7,11.3,2,38.6,1.1,37.5,"2545CG"
"2282","2545G",52.0519,4.334647,52.04924,4.275293,0,1,25.1,3.7,21.4,0,0,6.8,0.3,6.5,"2545JT"
"2542P","2295",52.0353382689111,4.2680460825945,52.01373,4.261795,1,0,33.8,29.8,4,0,0,4,2.2,1.8,"-1"
"2295","2542P",52.01373,4.261795,52.0353382689111,4.2680460825945,0,1,36.3,32.3,4,0,0,4.1,2.4,1.7,"-1"
"2542C","2724",52.0375620253995,4.26942353312512,52.06525,4.508678,1,0,69.1,19.9,46.9,2.3,1,24.7,1.3,23.4,"2543SW"
"2542G","2616",52.0347841517119,4.26643166834011,52.01987,4.37823,1,0,66,17.3,31.9,16.8,3,14.9,1.3,13.6,"2545JT"
"2545S","2252",52.0474238438796,4.27219725060486,52.11727,4.425454,1,0,72.8,16.5,51.2,5,2,18.8,1.2,17.6,"2545KB"
"2517","2533C",52.08726,4.285609,52.0487353984816,4.29328303683979,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2542E","2675",52.0358716120214,4.26738012702625,52.00553,4.235639,1,0,40.2,33.6,6.6,0,0,5.9,2.5,3.4,"-1"
"2675","2542E",52.00553,4.235639,52.0358716120214,4.26738012702625,0,1,42.5,35.2,7.3,0,0,6,2.6,3.4,"-1"
"2512","2541R",52.07346,4.304762,52.0430329074203,4.28099566871628,0,1,27.9,5.5,16.1,6.2,1,5.3,0.4,4.9,"2541AE"
"2542P","2724",52.0353382689111,4.2680460825945,52.06525,4.508678,1,0,73.7,24.7,46.7,2.3,1,25,1.7,23.3,"2543SW"
"2545G","2641",52.0492425239982,4.27529335026369,52.01597,4.434602,1,0,63.5,18.9,38,6.7,2,18.9,1,17.9,"2545JT"
"2542T","2672",52.0387486365841,4.27284350201484,51.9923,4.21614,1,0,39.3,15.2,20.3,3.8,1,9.6,1.1,8.5,"2545DM"
"2672","2542T",51.9923,4.21614,52.0387486365841,4.27284350201484,0,1,42.8,28.4,14.4,0,0,8.2,2.1,6.1,"-1"
"2672","2542K",51.9923,4.21614,52.0364390701642,4.26312437750577,0,1,41.2,30.1,11.1,0,0,7.5,2.2,5.3,"-1"
"2542W","4284",52.0340586165648,4.26188960211193,51.80003,5.0086,1,0,246.4,50.1,155.2,41,5,108.7,3.2,105.5,"-1"
"4284","2542W",51.80003,5.0086,52.0340586165648,4.26188960211193,0,1,235.6,26.4,172.9,36.2,5,108.8,1.5,107.3,"2543GB"
"2542N","2681",52.0331301458607,4.25975908904229,52.03159,4.185465,1,0,48.2,17.1,29,2.1,1,13.1,1.3,11.8,"2542KG"
"2542N","4284",52.0331301458607,4.25975908904229,51.80003,5.0086,1,0,241.7,47.4,153.2,41,5,108.6,3.1,105.5,"-1"
"2672","2542X",51.9923,4.21614,52.0334239047007,4.25986820932339,0,1,38.9,28.6,10.2,0,0,7,2.1,4.9,"-1"
"2672","2533H",51.9923,4.21614,52.0487012158308,4.29070086181086,0,1,47.7,12.8,30.1,4.7,1,12.9,1,11.9,"2545CZ"
"2252","2541R",52.11727,4.425454,52.0430329074203,4.28099566871628,0,1,75.1,25.5,42,7.6,2,17.8,1.9,15.9,"2545JT"
"2571","2533J",52.06937,4.286918,52.0509015842924,4.29388139874333,0,1,25.1,22.8,2.3,0,0,2.6,1.7,0.9,"2531BJ"
"2542B","1075",52.0380578144935,4.26687162425886,52.35212,4.859065,1,0,173.8,20.2,139.1,14.5,4,74.1,1.4,72.7,"2543SW"
"1075","2542B",52.35212,4.859065,52.0380578144935,4.26687162425886,0,1,185.2,19.1,132.3,33.9,5,74.6,1.3,73.3,"2545CG"
"2542B","2274",52.0380578144935,4.26687162425886,52.07387,4.350349,1,0,43.6,8.9,31,3.6,1,11,0.6,10.4,"2543SW"
