"departure","arrival","departure_y","departure_x","arrival_y","arrival_x","departure_in_DHZW","arrival_in_DHZW","time_total","time_walk","time_transit","time_waiting","n_changes","distance_total","distance_walk","distance_transit","stop_PC6"
"2583","2544P",52.09254,4.256884,52.0299337341961,4.25081471133695,0,1,64.9,28.6,33,3.4,1,12.6,2.1,10.5,"2543GB"
"2544P","2353",52.0299337341961,4.25081471133695,52.16652,4.53855,1,0,126,42.7,74.4,8.9,2,32.5,3.1,29.4,"2544NL"
"2353","2543V",52.16652,4.53855,52.039653035803,4.25997191228478,0,1,100.2,17.5,69,13.8,3,29.5,1.2,28.3,"2544GH"
"2517","2544L",52.08726,4.285609,52.0351167857076,4.25190836738485,0,1,46.4,19.3,24.5,2.6,1,10.4,1.4,9,"2544NL"
"2544L","2555",52.0351167857076,4.25190836738485,52.061,4.225491,1,0,38.5,11.8,23.7,3,1,9.1,0.8,8.3,"2533AD"
"2555","2544L",52.061,4.225491,52.0351167857076,4.25190836738485,0,1,40.7,10.8,24.8,5.1,1,9.5,0.8,8.7,"2533AD"
"2713","2544P",52.05438,4.484199,52.0299337341961,4.25081471133695,0,1,77.6,33.5,44.1,0,0,24.1,2.4,21.7,"2544NL"
"2543B","2573",52.0408197781465,4.2614617830182,52.06537,4.284134,1,0,21.3,12.2,9,0,0,4,0.9,3.1,"2543BG"
"2543R","2651",52.0428928838003,4.26639256132776,52.00237,4.470929,1,0,89.6,26.2,51,12.4,3,26.5,1.5,25,"2543AA"
"2132","2543R",52.2958,4.70623,52.0428928838003,4.26639256132776,0,1,156.3,31.6,109.2,15.5,4,59.6,2.2,57.4,"2544GA"
"2544P","2512",52.0299337341961,4.25081471133695,52.07346,4.304762,1,0,39.4,19.1,20.3,0,0,7.4,1.4,6,"2543EB"
"2512","2544P",52.07346,4.304762,52.0299337341961,4.25081471133695,0,1,39.2,17.5,21.7,0,0,8.5,1.3,7.2,"2542RZ"
"2382","2542E",52.12776,4.522523,52.0358716120214,4.26738012702625,0,1,120.9,48,57.9,14.9,2,33.9,3.4,30.5,"2545CG"
"2584","2543R",52.10258,4.279296,52.0428928838003,4.26639256132776,0,1,43,10.2,32.8,0,0,11.5,0.8,10.7,"2543SK"
"2532B","2525",52.0471157905223,4.29792093747227,52.06238,4.303305,1,0,18.1,11.1,7,0,0,3.2,0.8,2.4,"2531PJ"
"2544P","2671",52.0299337341961,4.25081471133695,51.99332,4.208966,1,0,42.5,27.7,14.8,0,0,8.5,2,6.5,"-1"
"2671","2544P",51.99332,4.208966,52.0299337341961,4.25081471133695,0,1,39.9,29.9,10,0,0,6.4,2.2,4.2,"-1"
"2544P","3061",52.0299337341961,4.25081471133695,51.92704,4.504965,1,0,92.8,34.2,55.6,3,1,35.2,2.2,33,"-1"
"3061","2544P",51.92704,4.504965,52.0299337341961,4.25081471133695,0,1,92.3,33.8,55.3,3.3,1,35.3,2.2,33.1,"2544NL"
"2544P","2914",52.0299337341961,4.25081471133695,51.97679,4.621772,1,0,132.4,40.3,79.9,12.2,2,43.2,2.9,40.3,"2543EB"
"2914","2544P",51.97679,4.621772,52.0299337341961,4.25081471133695,0,1,134.1,54.1,67.3,12.7,3,42.3,4.1,38.2,"2545JT"
"2545G","2914",52.0492425239982,4.27529335026369,51.97679,4.621772,1,0,134.8,21.9,94.5,18.4,4,51.1,1,50.1,"2545JT"
"2584","2545A",52.10258,4.279296,52.05302,4.263082,0,1,37.3,14,23.3,0,0,8.8,1,7.8,"-1"
"2542E","2353",52.0358716120214,4.26738012702625,52.16652,4.53855,1,0,115.6,31.3,75,9.3,3,39.4,2.2,37.2,"2543SW"
"2543A","2665",52.0434639733693,4.26411809103701,52.02257,4.534548,1,0,82.8,14.8,57.5,10.5,2,30,1.1,28.9,"2543AA"
"2543B","2665",52.0408197781465,4.2614617830182,52.02257,4.534548,1,0,83.4,21.1,58.2,4.1,1,31.2,1.6,29.6,"2544WB"
"2382","2543S",52.12776,4.522523,52.0403612649755,4.26585945503325,0,1,114.5,50.8,53.1,10.6,2,32.2,3.7,28.5,"2543BG"
"2353","2544P",52.16652,4.53855,52.0299337341961,4.25081471133695,0,1,113.8,26.9,73.2,13.8,3,32,2,30,"2542RZ"
"3061","2543V",51.92704,4.504965,52.039653035803,4.25997191228478,0,1,92.1,30.5,58.4,3.3,1,36.4,1.9,34.5,"2544EB"
"2543V","3061",52.039653035803,4.25997191228478,51.92704,4.504965,1,0,92.8,31.4,58.3,3,1,36.3,2,34.3,"-1"
"2545H","9711",52.0436878110164,4.28273156391466,53.21628,6.569368,1,0,509.8,40.5,401,68.3,11,308.5,2.3,306.2,"2545NW"
"9711","2545H",53.21628,6.569368,52.0436878110164,4.28273156391466,0,1,496.9,45.3,368.1,83.6,9,293.2,3.2,290,"2533XV"
"2288","2545H",52.03277,4.337166,52.0436878110164,4.28273156391466,0,1,39.1,28.1,11,0,0,5.4,2.1,3.3,"2533XV"
"2541H","2491",52.0424571974791,4.27793394933281,52.06734,4.384688,1,0,56.2,24.2,26.3,5.7,2,13.7,1.8,11.9,"2545NW"
"2491","2541H",52.06734,4.384688,52.0424571974791,4.27793394933281,0,1,60.6,27.4,30.9,2.3,1,14.9,2,12.9,"2545NW"
"2541H","2565",52.0424571974791,4.27793394933281,52.07543,4.258572,1,0,42.8,26.4,16.3,0,0,7.4,2,5.4,"2545KB"
"2511","2541H",52.07851,4.317539,52.0424571974791,4.27793394933281,0,1,24.8,8.6,16.2,0,0,6.4,0.6,5.8,"2545NW"
"2491","2545J",52.06734,4.384688,52.05018,4.273905,0,1,47.4,15.1,29,3.3,1,12.4,1,11.4,"2545JT"
"2541S","2671",52.0445572834749,4.27949028631981,51.99332,4.208966,1,0,42.4,11.4,27.3,3.8,1,10.6,0.8,9.8,"2545NW"
"2671","2541S",51.99332,4.208966,52.0445572834749,4.27949028631981,0,1,44.8,14.9,24.8,5,1,11.6,1.1,10.5,"2545JT"
"2541S","2685",52.0445572834749,4.27949028631981,52.02624,4.223557,1,0,36.8,18.4,15.3,3,1,7.8,1.4,6.4,"2545JT"
"2685","2541S",52.02624,4.223557,52.0445572834749,4.27949028631981,0,1,39.1,18.8,15.8,4.6,1,7.9,1.4,6.5,"2545JT"
"2541J","2491",52.0428029699201,4.276378686054,52.06734,4.384688,1,0,55.8,23.8,26.3,5.7,2,13.6,1.7,11.9,"2545NW"
"2491","2541J",52.06734,4.384688,52.0428029699201,4.276378686054,0,1,59.2,25.6,30.3,3.3,1,13.7,1.8,11.9,"2545JN"
"2541J","2511",52.0428029699201,4.276378686054,52.07851,4.317539,1,0,24.1,8,16.2,0,0,6.6,0.6,6,"2545NW"
"2511","2541J",52.07851,4.317539,52.0428029699201,4.276378686054,0,1,24,7.8,16.2,0,0,6.3,0.6,5.7,"2545NW"
"2541E","2719",52.0440311403033,4.27717737206613,52.04267,4.471343,1,0,67,23.9,36.2,6.9,1,20.3,1.5,18.8,"2545NW"
"2719","2541E",52.04267,4.471343,52.0440311403033,4.27717737206613,0,1,70.5,20.7,43.8,6,2,24.4,1.2,23.2,"2545NW"
"2541E","2284",52.0440311403033,4.27717737206613,52.04115,4.313038,1,0,22.5,14.9,7.6,0,0,3.7,1.1,2.6,"2541EA"
"2284","2541E",52.04115,4.313038,52.0440311403033,4.27717737206613,0,1,23,15.3,7.7,0,0,3.7,1.2,2.5,"2533XV"
"2545H","2566",52.0436878110164,4.28273156391466,52.08079,4.252308,1,0,48.4,25.1,20.4,2.8,1,8.5,1.9,6.6,"2533XV"
"2541R","2514",52.0430329074203,4.28099566871628,52.08523,4.308987,1,0,35.7,12.1,23.6,0,0,8.7,0.9,7.8,"2545NW"
"2545H","2253",52.04369,4.282732,52.13857,4.451775,1,0,82,24.1,54.5,3.4,1,22.2,1.7,20.5,"2545NW"
"2541S","2514",52.0445572834749,4.27949028631981,52.08523,4.308987,1,0,33,9.4,23.6,0,0,8.5,0.7,7.8,"2545NW"
"2514","2541S",52.08523,4.308987,52.0445572834749,4.27949028631981,0,1,32.1,9.6,22.6,0,0,8.2,0.7,7.5,"2545NW"
"2541S","1951",52.0445572834749,4.27949028631981,52.47484,4.615782,1,0,233.4,43.9,169.2,20.4,3,76.2,3.3,72.9,"2545NW"
"1951","2541S",52.47484,4.615782,52.0445572834749,4.27949028631981,0,1,231.4,50.1,162.8,18.4,5,89.1,3.7,85.4,"2545NW"
"2545B","2547",52.0438369470538,4.274959863301,52.06093,4.266762,1,0,22.7,17,5.8,0,0,2.8,1.3,1.5,"-1"
"2547","2545B",52.06093,4.266762,52.0438369470538,4.274959863301,0,1,23.7,18.8,4.8,0,0,2.9,1.4,1.5,"-1"
"2541R","2491",52.0430329074203,4.28099566871628,52.06734,4.384688,1,0,54.6,22.6,26.3,5.7,2,13.5,1.6,11.9,"2545NW"
"2491","2541R",52.06734,4.384688,52.0430329074203,4.28099566871628,0,1,59.4,27.1,29,3.3,1,13.4,2,11.4,"2545JT"
"2541R","3194",52.0430329074203,4.28099566871628,51.87004,4.371524,1,0,111.1,39.1,55.5,16.6,3,37.9,2.4,35.5,"2545DM"
"2514","2541R",52.08523,4.308987,52.0430329074203,4.28099566871628,0,1,34.9,12.3,22.6,0,0,8.4,0.9,7.5,"2545NW"
"2541S","2594",52.0445572834749,4.27949028631981,52.09343,4.341788,1,0,42.3,14.9,24.4,3.1,1,8.9,1.1,7.8,"2545NW"
"2594","2541S",52.09343,4.341788,52.0445572834749,4.27949028631981,0,1,45.4,17,26.1,2.3,1,10,1.2,8.8,"2545NW"
"2641","2541S",52.01597,4.434602,52.0445572834749,4.27949028631981,0,1,61.4,12.6,45.8,3,1,18.6,0.9,17.7,"2545HD"
"2541S","2565",52.0445572834749,4.27949028631981,52.07543,4.258572,1,0,38.6,24,14.6,0,0,6.7,1.8,4.9,"2545JT"
"2565","2541S",52.07543,4.258572,52.0445572834749,4.27949028631981,0,1,38.4,24.4,14,0,0,6.7,1.8,4.9,"2545JT"
"2541S","2719",52.0445572834749,4.27949028631981,52.04267,4.471343,1,0,65.3,22.2,36.2,6.9,1,20.2,1.3,18.9,"2545NW"
"2719","2541S",52.04267,4.471343,52.0445572834749,4.27949028631981,0,1,63.7,8.6,52.1,3,1,23,0.6,22.4,"2545HD"
"2541S","2641",52.0445572834749,4.27949028631981,52.01597,4.434602,1,0,61.9,23.1,36.5,2.4,1,20.9,1.2,19.7,"2545NW"
"2541R","2551",52.0430329074203,4.28099566871628,52.05899,4.237327,1,0,35.4,21.6,13.8,0,0,5.8,1.6,4.2,"2533XV"
"2551","2541R",52.05899,4.237327,52.0430329074203,4.28099566871628,0,1,37.5,18.5,14.5,4.6,1,6.1,1.4,4.7,"2545CG"
"2541S","2547",52.0445572834749,4.27949028631981,52.06093,4.266762,1,0,21.2,15.4,5.8,0,0,2.7,1.1,1.6,"-1"
"2547","2541S",52.06093,4.266762,52.0445572834749,4.27949028631981,0,1,23.2,19.6,3.5,0,0,2.4,1.4,1,"-1"
"2541S","3194",52.0445572834749,4.27949028631981,51.87004,4.371524,1,0,111.3,36.9,57.9,16.6,3,38.4,2.3,36.1,"2545NW"
"3194","2541S",51.87004,4.371524,52.0445572834749,4.27949028631981,0,1,111.2,34.1,65.5,11.6,2,41.9,2.1,39.8,"2545CZ"
"2541S","2548",52.0445572834749,4.27949028631981,52.02944,4.290399,1,0,15.1,10.2,4.8,0,0,2.7,0.7,2,"2545NW"
"2548","2541S",52.02944,4.290399,52.0445572834749,4.27949028631981,0,1,15,8.6,6.4,0,0,3.5,0.6,2.9,"2545NW"
"2541S","2291",52.0445572834749,4.27949028631981,52.01948,4.277017,1,0,28.5,18.7,9.8,0,0,5.6,1.4,4.2,"2545NW"
"2291","2541S",52.01948,4.277017,52.0445572834749,4.27949028631981,0,1,28.1,17.6,10.5,0,0,5.6,1.3,4.3,"2545NW"
"2541P","3194",52.0428282252136,4.28029856825596,51.87004,4.371524,1,0,110.5,38.5,55.5,16.6,3,37.8,2.4,35.4,"2545DM"
"3194","2541P",51.87004,4.371524,52.0428282252136,4.28029856825596,0,1,112.4,33.8,67,11.6,2,42.4,2.1,40.3,"2545CZ"
"2545H","2711",52.0436878110164,4.28273156391466,52.06161,4.492151,1,0,53.6,11.8,36.1,5.7,2,20.5,0.8,19.7,"2545NW"
"2711","2545H",52.06161,4.492151,52.0436878110164,4.28273156391466,0,1,53,4.2,41.9,6.8,2,20.4,0.3,20.1,"2541AE"
"2541T","2562",52.046465644788,4.2793426786611,52.07473,4.281926,1,0,35.7,17.6,18.1,0,0,7.1,1.3,5.8,"2545JT"
"2562","2541T",52.07473,4.281926,52.046465644788,4.2793426786611,0,1,26.2,5.5,16.1,4.6,1,5.9,0.4,5.5,"2545NW"
"2541H","2512",52.0424571974791,4.27793394933281,52.07346,4.304762,1,0,31.2,15.6,15.7,0,0,5.6,1.2,4.4,"2545KB"
"2541H","2681",52.0424571974791,4.27793394933281,52.03159,4.185465,1,0,45.7,21.3,22.3,2.1,1,11.3,1.6,9.7,"2545KB"
"2681","2541H",52.03159,4.185465,52.0424571974791,4.27793394933281,0,1,51.9,22.9,23.1,5.9,1,10.9,1.7,9.2,"2545JT"
"2545S","2547",52.0474238438796,4.27219725060486,52.06093,4.266762,1,0,16.2,10.4,5.8,0,0,2.3,0.8,1.5,"-1"
"2547","2545S",52.06093,4.266762,52.0474238438796,4.27219725060486,0,1,17.5,11.2,6.3,0,0,2.2,0.8,1.4,"-1"
"2541S","2551",52.0445572834749,4.27949028631981,52.05899,4.237327,1,0,32.2,21.7,10.5,0,0,4.7,1.6,3.1,"2545JT"
"2551","2541S",52.05899,4.237327,52.0445572834749,4.27949028631981,0,1,35.5,16.4,14.5,4.6,1,5.9,1.2,4.7,"2545CG"
"2541C","2291",52.0460959866039,4.28354502464633,52.01948,4.277017,1,0,31.9,22.1,9.8,0,0,5.9,1.6,4.3,"2545NW"
"2291","2541C",52.01948,4.277017,52.0460959866039,4.28354502464633,0,1,30.4,20,10.5,0,0,5.8,1.5,4.3,"2545NW"
"2541E","3194",52.0440311403033,4.27717737206613,51.87004,4.371524,1,0,110.8,38.8,55.5,16.6,3,37.8,2.4,35.4,"2545DM"
"3194","2541E",51.87004,4.371524,52.0440311403033,4.27717737206613,0,1,112.9,35.8,65.5,11.6,2,42,2.2,39.8,"2545CZ"
"3194","2533H",51.87004,4.371524,52.0487012158308,4.29070086181086,0,1,115.7,37.8,65.7,12.2,2,42.3,2.4,39.9,"2545CZ"
"2541P","2719",52.0428282252136,4.28029856825596,52.04267,4.471343,1,0,68.5,25.4,36.2,6.9,1,20.4,1.6,18.8,"2545NW"
"2719","2541P",52.04267,4.471343,52.0428282252136,4.28029856825596,0,1,63.3,8.2,52.1,3,1,23,0.6,22.4,"2545HD"
"2541C","2547",52.0460959866039,4.28354502464633,52.06093,4.266762,1,0,20.3,11.2,9.1,0,0,3.5,0.8,2.7,"-1"
"2547","2541C",52.06093,4.266762,52.0460959866039,4.28354502464633,0,1,19,9.7,9.3,0,0,3.1,0.7,2.4,"-1"
"2541C","2551",52.0460959866039,4.28354502464633,52.05899,4.237327,1,0,31.3,17.5,13.8,0,0,5.5,1.3,4.2,"2533XV"
"2551","2541C",52.05899,4.237327,52.0460959866039,4.28354502464633,0,1,31.2,12.2,14.5,4.6,1,5.6,0.9,4.7,"2545CG"
"2541T","2517",52.046465644788,4.2793426786611,52.08726,4.285609,1,0,41,16.2,24.8,0,0,8.6,1.2,7.4,"2545JT"
"2517","2541T",52.08726,4.285609,52.046465644788,4.2793426786611,0,1,38.4,7,25.1,6.3,2,8.8,0.5,8.3,"2545NW"
"2541T","2511",52.046465644788,4.2793426786611,52.07851,4.317539,1,0,18.3,2.1,16.2,0,0,6.1,0.1,6,"2545NW"
"2511","2541T",52.07851,4.317539,52.046465644788,4.2793426786611,0,1,19.6,3.4,16.2,0,0,6,0.2,5.8,"2545NW"
"2541T","2551",52.046465644788,4.2793426786611,52.05899,4.237327,1,0,29.7,19.2,10.5,0,0,4.5,1.4,3.1,"2545JT"
"2551","2541T",52.05899,4.237327,52.046465644788,4.2793426786611,0,1,32.3,16.2,11.5,4.6,1,4.8,1.2,3.6,"2545CG"
"2541T","2291",52.046465644788,4.2793426786611,52.01948,4.277017,1,0,27,17.2,9.8,0,0,5.5,1.3,4.2,"2545NW"
"2541T","2284",52.046465644788,4.2793426786611,52.04115,4.313038,1,0,19,11.4,7.6,0,0,3.4,0.8,2.6,"2541EA"
"2284","2541T",52.04115,4.313038,52.046465644788,4.2793426786611,0,1,19.5,11.8,7.7,0,0,3.4,0.9,2.5,"2533XV"
"2541E","2583",52.0440311403033,4.27717737206613,52.09254,4.256884,1,0,52.3,15.2,31,6.1,1,11.3,1.2,10.1,"2545NW"
"2583","2541E",52.09254,4.256884,52.0440311403033,4.27717737206613,0,1,46.3,15.4,27.5,3.4,1,9.7,1.2,8.5,"2545NW"
"2541E","2551",52.0440311403033,4.27717737206613,52.05899,4.237327,1,0,33.9,23.4,10.5,0,0,4.8,1.7,3.1,"2545JT"
"2551","2541E",52.05899,4.237327,52.0440311403033,4.27717737206613,0,1,37.2,18.1,14.5,4.6,1,6.1,1.3,4.8,"2545CG"
"2541T","2594",52.046465644788,4.2793426786611,52.09343,4.341788,1,0,40.3,12.9,24.4,3.1,1,8.8,0.9,7.9,"2545NW"
"2594","2533J",52.09343,4.341788,52.0509015842924,4.29388139874333,0,1,43.8,18.3,23.2,2.3,1,8.9,1.2,7.7,"2533SR"
"2541T","2685",52.046465644788,4.2793426786611,52.02624,4.223557,1,0,39,17,14.4,7.7,1,7.5,1.3,6.2,"2545AA"
"2685","2541T",52.02624,4.223557,52.046465644788,4.2793426786611,0,1,36.6,16.2,15.8,4.6,1,7.7,1.2,6.5,"2545JT"
"2594","2541T",52.09343,4.341788,52.046465644788,4.2793426786611,0,1,43.9,15.5,26.1,2.3,1,9.9,1.1,8.8,"2545NW"
"2291","2541T",52.01948,4.277017,52.046465644788,4.2793426786611,0,1,26.1,15.7,10.5,0,0,5.5,1.2,4.3,"2545NW"
"2541J","2517",52.0428029699201,4.276378686054,52.08726,4.285609,1,0,46.8,25.3,19.1,2.4,1,7.6,1.8,5.8,"2545KB"
"2517","2541J",52.08726,4.285609,52.0428029699201,4.276378686054,0,1,42.9,11.4,25.1,6.3,2,9.1,0.8,8.3,"2545NW"
"2541J","2291",52.0428029699201,4.276378686054,52.01948,4.277017,1,0,27,19.6,7.4,0,0,4.9,1.5,3.4,"2545DM"
"2291","2541J",52.01948,4.277017,52.0428029699201,4.276378686054,0,1,26.9,18.8,8.1,0,0,4.8,1.4,3.4,"2545DM"
"2541J","2681",52.0428029699201,4.276378686054,52.03159,4.185465,1,0,43.7,19.4,22.3,2.1,1,11.1,1.5,9.6,"2545KB"
"2681","2541J",52.03159,4.185465,52.0428029699201,4.276378686054,0,1,50.2,33.8,16.4,0,0,9.7,2.5,7.2,"-1"
"2542J","2565",52.0385335010829,4.25810585554739,52.07543,4.258572,1,0,40.2,21.2,19,0,0,7.9,1.6,6.3,"2543AV"
"2565","2541J",52.07543,4.258572,52.0428029699201,4.276378686054,0,1,40.9,25.6,15.3,0,0,7.3,1.9,5.4,"2545JN"
"2541T","2572",52.046465644788,4.2793426786611,52.06443,4.29356,1,0,18.3,10,8.3,0,0,3.3,0.7,2.6,"2545JT"
"2572","2541T",52.06443,4.29356,52.046465644788,4.2793426786611,0,1,18.2,10.5,7.8,0,0,3.3,0.8,2.5,"2545JT"
"2541C","2525",52.0460959866039,4.28354502464633,52.06238,4.303305,1,0,22.2,16,6.2,0,0,3.8,1.2,2.6,"2545NW"
"2525","2541C",52.06238,4.303305,52.0460959866039,4.28354502464633,0,1,24.1,18.1,6,0,0,3.8,1.3,2.5,"2545NW"
"2541C","2548",52.0460959866039,4.28354502464633,52.02944,4.290399,1,0,18.4,13.6,4.8,0,0,3,1,2,"2545NW"
"2548","2541C",52.02944,4.290399,52.0460959866039,4.28354502464633,0,1,17.3,10.9,6.4,0,0,3.7,0.8,2.9,"2545NW"
"2541R","2572",52.0430329074203,4.28099566871628,52.06443,4.29356,1,0,23.5,15.2,8.3,0,0,3.7,1.1,2.6,"2545JT"
"2541R","1951",52.0430329074203,4.28099566871628,52.47484,4.615782,1,0,236.1,46.6,169.2,20.4,3,76.4,3.5,72.9,"2545NW"
"1951","2541R",52.47484,4.615782,52.0430329074203,4.28099566871628,0,1,234.1,52.9,162.8,18.4,5,89.3,3.9,85.4,"2545NW"
"2541R","3447",52.0430329074203,4.28099566871628,52.07816,4.889647,1,0,188.3,20.9,140.8,26.6,3,297.7,1.4,296.3,"2545NW"
"3447","2544J",52.07816,4.889647,52.0450156297235,4.25830282422894,0,1,214.3,34.5,142.3,37.6,3,76.6,2.5,74.1,"2544CX"
"2541C","2909",52.0460959866039,4.28354502464633,51.91413,4.545104,1,0,111.8,30.6,67.4,13.8,3,40.4,1.5,38.9,"2545NW"
"2909","2541C",51.91413,4.545104,52.0460959866039,4.28354502464633,0,1,108.2,33.9,65.8,8.4,3,40,1.7,38.3,"2545NW"
"2541T","2491",52.046465644788,4.2793426786611,52.06734,4.384688,1,0,49.9,17.9,26.3,5.7,2,13.2,1.3,11.9,"2545NW"
"2491","2541T",52.06734,4.384688,52.046465644788,4.2793426786611,0,1,54.2,21.9,29,3.3,1,13,1.6,11.4,"2545JT"
"2514","2541T",52.08523,4.308987,52.046465644788,4.2793426786611,0,1,30.7,8.1,22.6,0,0,8.1,0.6,7.5,"2545NW"
"2541T","2548",52.046465644788,4.2793426786611,52.02944,4.290399,1,0,13.6,8.7,4.8,0,0,2.6,0.6,2,"2545NW"
"2548","2541T",52.02944,4.290399,52.046465644788,4.2793426786611,0,1,13,6.6,6.4,0,0,3.4,0.5,2.9,"2545NW"
"2545H","2627",52.04369,4.282732,51.98532,4.37184,1,0,66,26.4,33.9,5.7,1,13.4,1.9,11.5,"2545HD"
"2627","2545H",51.98532,4.37184,52.0436878110164,4.28273156391466,0,1,57.9,24.8,27.3,5.8,1,13.6,1.8,11.8,"2545HD"
"2541H","2594",52.0424571974791,4.27793394933281,52.09343,4.341788,1,0,46.6,19.2,24.4,3.1,1,9.3,1.4,7.9,"2545NW"
"2594","2541H",52.09343,4.341788,52.0424571974791,4.27793394933281,0,1,49.1,20.8,26.1,2.3,1,10.3,1.5,8.8,"2545NW"
"2594","2533C",52.09343,4.341788,52.0487353984816,4.29328303683979,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2541R","2685",52.0430329074203,4.28099566871628,52.02624,4.223557,1,0,39.5,21.2,15.3,3,1,8,1.6,6.4,"2545JT"
"2685","2541R",52.02624,4.223557,52.0430329074203,4.28099566871628,0,1,41.9,21.5,15.8,4.6,1,8.1,1.6,6.5,"2545JT"
"2541R","2909",52.0430329074203,4.28099566871628,51.91413,4.545104,1,0,112.2,31,67.4,13.8,3,40.4,1.5,38.9,"2545NW"
"2909","2541R",51.91413,4.545104,52.0430329074203,4.28099566871628,0,1,107.5,33.3,65.8,8.4,3,40,1.7,38.3,"2545NW"
"2541S","2562",52.0445572834749,4.27949028631981,52.07473,4.281926,1,0,31,4.9,20,6.1,1,7.4,0.4,7,"2545NW"
"2562","2541S",52.07473,4.281926,52.0445572834749,4.27949028631981,0,1,27.7,7,16.1,4.6,1,6,0.5,5.5,"2545NW"
"2541T","3194",52.046465644788,4.2793426786611,51.87004,4.371524,1,0,116.7,37,65.1,14.6,2,40.7,2.3,38.4,"2545JT"
"3194","2541T",51.87004,4.371524,52.046465644788,4.2793426786611,0,1,107.7,30.6,65.5,11.6,2,41.6,1.8,39.8,"2545CZ"
"2253","2533J",52.13857,4.451775,52.0509015842924,4.29388139874333,0,1,74.6,24.9,44.5,5.3,2,19.4,1.8,17.6,"2531BJ"
"2541C","2681",52.0460959866039,4.28354502464633,52.03159,4.185465,1,0,43,20.4,20.6,2.1,1,10.7,1.5,9.2,"2545JT"
"2681","2541C",52.03159,4.185465,52.0460959866039,4.28354502464633,0,1,44.4,13.8,25.9,4.7,1,11,1,10,"2545CZ"
"2541T","2719",52.046465644788,4.2793426786611,52.04267,4.471343,1,0,63.3,20.2,36.2,6.9,1,20,1.2,18.8,"2545NW"
"2719","2541T",52.04267,4.471343,52.046465644788,4.2793426786611,0,1,61.1,4.6,53.5,3,1,23.2,0.3,22.9,"2545GM"
"2541C","2582",52.0460959866039,4.28354502464633,52.09343,4.276608,1,0,45.3,13.4,25.6,6.2,1,10,1,9,"2545NW"
"2582","2541C",52.09343,4.276608,52.0460959866039,4.28354502464633,0,1,43.2,15.4,21.4,6.4,1,8.7,1.1,7.6,"2545NW"
"2582","2545J",52.09343,4.276608,52.0501761443925,4.27390518499308,0,1,32.4,4.5,27.9,0,0,9.1,0.3,8.8,"2545JT"
"2545J","2582",52.0501761443925,4.27390518499308,52.09343,4.276608,1,0,34.9,11.7,20.8,2.4,1,7.2,0.8,6.4,"2545JT"
"2541C","2671",52.0460959866039,4.28354502464633,51.99332,4.208966,1,0,45.8,14.8,27.3,3.8,1,10.9,1,9.9,"2545NW"
"2541R","2582",52.0430329074203,4.28099566871628,52.09343,4.276608,1,0,45.7,13.8,25.6,6.2,1,10,1,9,"2545NW"
"2582","2541R",52.09343,4.276608,52.0430329074203,4.28099566871628,0,1,42.5,14.8,21.4,6.4,1,8.7,1.1,7.6,"2545NW"
"2681","2541R",52.03159,4.185465,52.0430329074203,4.28099566871628,0,1,50.5,21.5,23.1,5.9,1,10.7,1.6,9.1,"2545JT"
"2541S","2491",52.0445572834749,4.27949028631981,52.06734,4.384688,1,0,51.9,19.9,26.3,5.7,2,13.3,1.4,11.9,"2545NW"
"2491","2541S",52.06734,4.384688,52.0445572834749,4.27949028631981,0,1,56.7,24.4,29,3.3,1,13.2,1.8,11.4,"2545JT"
"2541R","2552",52.0430329074203,4.28099566871628,52.05459,4.247789,1,0,27.5,19.3,8.2,0,0,4.2,1.4,2.8,"2545JT"
"2533B","1013",52.0486872890598,4.28410221908171,52.3969,4.874555,1,0,209.6,35.1,154.7,19.8,5,82.5,2.5,80,"2541EA"
"1013","2533B",52.3969,4.874555,52.0486872890598,4.28410221908171,0,1,207.4,24.9,159,23.6,6,89.5,1.6,87.9,"2545CG"
"1013","2533S",52.3969,4.874555,52.0553882189754,4.28645029912797,0,1,208.6,33.2,150.1,25.2,6,86.7,2.3,84.4,"2546AD"
"2541E","2685",52.0440311403033,4.27717737206613,52.02624,4.223557,1,0,38.5,20.1,15.3,3,1,7.9,1.5,6.4,"2545JT"
"2548","2541E",52.02944,4.290399,52.0440311403033,4.27717737206613,0,1,14.7,10.6,4.1,0,0,2.8,0.8,2,"2545DM"
"2541S","3066",52.0445572834749,4.27949028631981,51.93467,4.54946,1,0,110.1,32.3,69.7,8,2,44,1.7,42.3,"2545NW"
"3066","2541S",51.93467,4.54946,52.0445572834749,4.27949028631981,0,1,116.1,37.3,67.2,11.7,3,40.9,2,38.9,"2545NW"
"2681","2541S",52.03159,4.185465,52.0445572834749,4.27949028631981,0,1,47.8,18.8,23.1,5.9,1,10.5,1.4,9.1,"2545JT"
"2541E","3447",52.0440311403033,4.27717737206613,52.07816,4.889647,1,0,187.3,19.8,140.8,26.6,3,297.6,1.4,296.2,"2545NW"
"3447","2541E",52.07816,4.889647,52.0440311403033,4.27717737206613,0,1,213.5,24.2,169,20.3,4,83.2,1.7,81.5,"2545NW"
"2541J","2284",52.0428029699201,4.276378686054,52.04115,4.313038,1,0,24.5,17,7.6,0,0,3.9,1.3,2.6,"2541EA"
"2284","2541J",52.04115,4.313038,52.0428029699201,4.276378686054,0,1,25,17.3,7.7,0,0,3.9,1.3,2.6,"2533XV"
