"departure","arrival","departure_y","departure_x","arrival_y","arrival_x","departure_in_DHZW","arrival_in_DHZW","time_total","time_walk","time_transit","time_waiting","n_changes","distance_total","distance_walk","distance_transit","stop_PC6"
"3522","2531C",52.0728,5.114623,52.0558279026928,4.29833090580325,0,1,199.5,23.5,149.8,26.1,5,106.7,1.4,105.3,"2531BT"
"2531C","2288",52.0558279026928,4.29833090580325,52.03277,4.337166,1,0,35,23,11.9,0,0,4.7,1.7,3,"2531BJ"
"2288","2531C",52.03277,4.337166,52.0558279026928,4.29833090580325,0,1,33.2,23.2,10,0,0,5,1.7,3.3,"2531BT"
"1066","2531V",52.34028,4.817704,52.0548564711263,4.30164930928224,0,1,162.8,26,114.4,22.4,4,66.5,1.9,64.6,"2531AV"
"2531A","3087",52.0572754569254,4.29968548273034,51.89189,4.450622,1,0,111.2,36.6,67.2,7.4,2,43.2,2.3,40.9,"-1"
"3087","2531A",51.89189,4.450622,52.0572754569254,4.29968548273034,0,1,115.6,26.4,74.8,14.5,3,41.2,1.6,39.6,"2531AV"
"2531X","2524",52.0564879845059,4.29763546300736,52.05296,4.313358,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2524","2531X",52.05296,4.313358,52.0564879845059,4.29763546300736,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2532C","3584",52.0527610273069,4.30393289541152,52.08607,5.167942,1,0,191.2,22.2,140.5,28.4,4,95.7,1,94.7,"2532CP"
"3584","2532C",52.08607,5.167942,52.0527610273069,4.30393289541152,0,1,206.7,18.9,160.4,27.4,5,108.3,1,107.3,"2532RA"
"2531B","2517",52.0554542033459,4.29605895548404,52.08726,4.285609,1,0,39.2,11.8,17.4,10.1,2,5.7,0.9,4.8,"2531AV"
"2517","2531B",52.08726,4.285609,52.0554542033459,4.29605895548404,0,1,38.5,29.2,9.3,0,0,5.2,2.2,3,"-1"
"2531E","2491",52.0534049735869,4.29952365154343,52.06734,4.384688,1,0,53.1,17.7,30.3,5.1,1,12.2,1.3,10.9,"2532RA"
"2531A","2712",52.0572754569254,4.29968548273034,52.04909,4.502329,1,0,63,27.8,30.4,4.8,1,19.5,2.1,17.4,"2531AN"
"2712","2531A",52.04909,4.502329,52.0572754569254,4.29968548273034,0,1,72.5,32.6,36.6,3.3,1,21,2.3,18.7,"2533SP"
"5143","2531A",51.68121,5.091089,52.0572754569254,4.29968548273034,0,1,276,27.4,203.2,45.5,8,150.7,1.6,149.1,"2531AV"
"2531A","5143",52.0572754569254,4.29968548273034,51.68121,5.091089,1,0,313.3,41.5,228.6,43.2,4,158.1,3.1,155,"2531AN"
"2531B","4284",52.0554542033459,4.29605895548404,51.80003,5.0086,1,0,235.2,27.4,158.5,49.4,7,106.4,1.3,105.1,"2531BT"
"4284","2531B",51.80003,5.0086,52.0554542033459,4.29605895548404,0,1,219.3,15.9,165.8,37.6,6,103.4,0.8,102.6,"2531BT"
"2531B","2596",52.0554542033459,4.29605895548404,52.09274,4.319509,1,0,37.4,15.6,21.8,0,0,8.1,1.2,6.9,"2533SR"
"2596","2531B",52.09274,4.319509,52.0554542033459,4.29605895548404,0,1,38,17.3,20.7,0,0,7.9,1.3,6.6,"2533SR"
"2531V","2596",52.0548564711263,4.30164930928224,52.09274,4.319509,1,0,39.2,20.7,18.5,0,0,7,1.5,5.5,"-1"
"2596","2531V",52.09274,4.319509,52.0548564711263,4.30164930928224,0,1,38,20.4,17.6,0,0,6.8,1.5,5.3,"-1"
"2531C","2712",52.0558279026928,4.29833090580325,52.04909,4.502329,1,0,64.8,29.6,30.4,4.8,1,19.7,2.2,17.5,"2531AN"
"2712","2531C",52.04909,4.502329,52.0558279026928,4.29833090580325,0,1,71,15.1,50.6,5.3,2,21.8,1.1,20.7,"2531BT"
"2533C","1013",52.0487353984816,4.29328303683979,52.3969,4.874555,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2531A","2564",52.0572754569254,4.29968548273034,52.06811,4.258003,1,0,31.1,3.9,20.7,6.6,1,7.1,0.3,6.8,"2531AV"
"2564","2531A",52.06811,4.258003,52.0572754569254,4.29968548273034,0,1,38,11.9,18.2,7.9,1,6,0.9,5.1,"2545CG"
"2531X","2514",52.0564879845059,4.29763546300736,52.08523,4.308987,1,0,36.3,15.6,20.7,0,0,7.8,1.1,6.7,"2533SR"
"2514","2531X",52.08523,4.308987,52.0564879845059,4.29763546300736,0,1,34.1,17.6,16.5,0,0,6.3,1.3,5,"-1"
"2531S","3522",52.0566910715675,4.30682838231389,52.0728,5.114623,1,0,189.9,36.9,132.6,20.4,4,93.3,2,91.3,"2531AN"
"3522","2531S",52.0728,5.114623,52.0566910715675,4.30682838231389,0,1,207.8,27.8,158.8,21.2,3,101.3,2,99.3,"2531SK"
"2531B","3011",52.0554542033459,4.29605895548404,51.91868,4.487522,1,0,80.3,23.1,52.8,4.3,1,33.6,1.3,32.3,"2533SR"
"3011","2533J",51.91868,4.487522,52.0509015842924,4.29388139874333,0,1,78.1,18.8,53.7,5.7,2,31.9,1.1,30.8,"2531BJ"
"3011","2531B",51.91868,4.487522,52.0554542033459,4.29605895548404,0,1,74.9,15.5,53.7,5.7,2,31.6,0.8,30.8,"2531BJ"
"2525","2531S",52.06238,4.303305,52.0566910715675,4.30682838231389,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2531E","5143",52.0534049735869,4.29952365154343,51.68121,5.091089,1,0,317.2,45.4,228.6,43.2,4,158.4,3.4,155,"2531AN"
"5143","2531E",51.68121,5.091089,52.0534049735869,4.29952365154343,0,1,284.2,26.6,201.8,55.9,8,151.8,1.6,150.2,"2531BJ"
"2531S","2517",52.0566910715675,4.30682838231389,52.08726,4.285609,1,0,40,9.8,20.1,10.1,2,6.5,0.7,5.8,"2531SK"
"2517","2531S",52.08726,4.285609,52.0566910715675,4.30682838231389,0,1,39.8,14.3,19,6.3,2,6.8,1,5.8,"-1"
"2531S","2566",52.0566910715675,4.30682838231389,52.08079,4.252308,1,0,46.4,23.9,19.6,2.9,1,7,1.7,5.3,"2531SK"
"2566","2531S",52.08079,4.252308,52.0566910715675,4.30682838231389,0,1,45.2,28.1,17.1,0,0,6.6,2.1,4.5,"-1"
"2566","2541R",52.08079,4.252308,52.0430329074203,4.28099566871628,0,1,47.5,28.4,16.8,2.3,1,7.2,2.1,5.1,"2541EA"
"2531S","2841",52.0566910715675,4.30682838231389,51.99825,4.652384,1,0,138.6,30,80.7,28,2,44.7,2.3,42.4,"2531AN"
"2841","2531S",51.99825,4.652384,52.0566910715675,4.30682838231389,0,1,125.4,30,75.3,20,2,44.6,2.3,42.3,"2531SK"
"2533L","2274",52.0524663644024,4.29612770686802,52.07387,4.350349,1,0,38.1,10.1,24.6,3.4,1,8.7,0.7,8,"2533SR"
"3011","2533V",51.91868,4.487522,52.0502735545728,4.28958147252202,0,1,79.4,24.3,51.9,3.3,1,32.9,1.4,31.5,"2533SR"
"1066","2541R",52.34028,4.817704,52.0430329074203,4.28099566871628,0,1,172.3,32,125,15.3,4,70.7,2.2,68.5,"2545NW"
"2531V","2514",52.0548564711263,4.30164930928224,52.08523,4.308987,1,0,35.6,18.2,17.4,0,0,6.5,1.3,5.2,"-1"
"2514","2531V",52.08523,4.308987,52.0548564711263,4.30164930928224,0,1,33.8,17.2,16.5,0,0,6.3,1.3,5,"-1"
"2531A","2516",52.0572754569254,4.29968548273034,52.06783,4.338401,1,0,18.1,5.4,12.7,0,0,4.3,0.4,3.9,"2531AN"
"2516","2531A",52.06783,4.338401,52.0572754569254,4.29968548273034,0,1,19.4,5.8,13.6,0,0,4.7,0.4,4.3,"2531AV"
"2545G","3522",52.04924,4.275293,52.0728,5.114623,1,0,194.6,33.5,139.8,21.3,4,93.8,1.9,91.9,"2545JT"
"2515","2533H",52.0727,4.321192,52.0487012158308,4.29070086181086,0,1,22.8,14.8,8,0,0,4.3,1,3.3,"2533SR"
"2597","2533H",52.10758,4.313337,52.0487012158308,4.29070086181086,0,1,55.7,16.1,35.4,4.2,1,13.3,1.2,12.1,"2533SR"
"2531B","1312",52.0554542033459,4.29605895548404,52.37587,5.189835,1,0,238.5,21.8,179,37.7,7,104.7,1.5,103.2,"2531AA"
"1312","2531B",52.37587,5.189835,52.0554542033459,4.29605895548404,0,1,228,17.7,177.1,33.2,7,102.5,1.2,101.3,"2531BJ"
"2531B","2524",52.0554542033459,4.29605895548404,52.05296,4.313358,1,0,16,12.6,3.4,0,0,2.1,1,1.1,"2531AA"
"2524","2531B",52.05296,4.313358,52.0554542033459,4.29605895548404,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2531B","2571",52.0554542033459,4.29605895548404,52.06937,4.286918,1,0,19.9,16.7,3.2,0,0,2,1.2,0.8,"2531AV"
"2571","2531B",52.06937,4.286918,52.0554542033459,4.29605895548404,0,1,18.8,16.2,2.5,0,0,2,1.2,0.8,"2531AA"
"2531S","2516",52.0566910715675,4.30682838231389,52.06783,4.338401,1,0,18.9,6.2,12.7,0,0,4.4,0.5,3.9,"2531AN"
"2516","2531S",52.06783,4.338401,52.0566910715675,4.30682838231389,0,1,19.6,7.8,11.8,0,0,4.5,0.5,4,"2531SK"
"2531C","2282",52.0558279026928,4.29833090580325,52.0519,4.334647,1,0,34.3,28.9,5.3,0,0,3.8,2.1,1.7,"2532CP"
"2282","2531C",52.0519,4.334647,52.0558279026928,4.29833090580325,0,1,26.4,6.4,17.1,2.9,1,5.9,0.5,5.4,"2531BT"
"2531C","2513",52.0558279026928,4.29833090580325,52.0788,4.302386,1,0,27,14.2,12.9,0,0,4.2,1,3.2,"2531BT"
"2513","2531C",52.0788,4.302386,52.0558279026928,4.29833090580325,0,1,32,14.1,12.1,5.8,1,4.4,1.1,3.3,"2531AN"
"2531B","3522",52.0554542033459,4.29605895548404,52.0728,5.114623,1,0,195.8,31.9,141.5,22.4,3,88.5,2.3,86.2,"2531AA"
"3522","2531B",52.0728,5.114623,52.0554542033459,4.29605895548404,0,1,197.8,21.8,149.8,26.1,5,106.6,1.2,105.4,"2531BT"
"2288","2542K",52.03277,4.337166,52.0364390701642,4.26312437750577,0,1,49.2,32.2,13.9,3,1,7.4,2.4,5,"-1"
"2531T","2573",52.0536673452504,4.30215544399475,52.06537,4.284134,1,0,18,13.8,4.2,0,0,2.4,1,1.4,"2531AV"
"2573","2531T",52.06537,4.284134,52.0536673452504,4.30215544399475,0,1,18.6,13.9,4.7,0,0,2.4,1.1,1.3,"2531AN"
"2531B","1066",52.0554542033459,4.29605895548404,52.34028,4.817704,1,0,159.4,29.7,116.3,13.4,4,65.1,2.2,62.9,"2531AA"
"1066","2531B",52.34028,4.817704,52.0554542033459,4.29605895548404,0,1,163.7,26.1,115.1,22.4,4,67.1,1.9,65.2,"2531AV"
"2531E","2596",52.0534049735869,4.29952365154343,52.09274,4.319509,1,0,40,18.2,21.8,0,0,8.3,1.4,6.9,"2533SR"
"2596","2531E",52.09274,4.319509,52.0534049735869,4.29952365154343,0,1,40.6,19.9,20.7,0,0,8.1,1.4,6.7,"2533SR"
"2533C","2513",52.0487353984816,4.29328303683979,52.0788,4.302386,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2531C","2285",52.0558279026928,4.29833090580325,52.03807,4.302551,1,0,25.9,19.4,6.5,0,0,3.3,1.4,1.9,"2531BJ"
"2545G","2523",52.0492425239982,4.27529335026369,52.05678,4.319141,1,0,20.8,10.8,9.9,0,0,4,0.8,3.2,"2545NW"
"2566","2531V",52.08079,4.252308,52.0548564711263,4.30164930928224,0,1,45.8,18,21.2,6.7,1,7.3,1.3,6,"2531BJ"
"2541R","2281",52.0430329074203,4.28099566871628,52.05724,4.341449,1,0,35.8,10.2,16.4,9.1,1,6,0.8,5.2,"2545NW"
"2531X","5143",52.0564879845059,4.29763546300736,51.68121,5.091089,1,0,317.4,43.4,230.8,43.2,4,158.9,3.3,155.6,"2531AA"
"2531V","2573",52.0548564711263,4.30164930928224,52.06537,4.284134,1,0,16.9,12.7,4.2,0,0,2.3,1,1.3,"2531AV"
"2573","2531V",52.06537,4.284134,52.0548564711263,4.30164930928224,0,1,17.4,12.7,4.7,0,0,2.3,1,1.3,"2531AN"
"2531X","2596",52.0564879845059,4.29763546300736,52.09274,4.319509,1,0,39.8,18,21.8,0,0,8.3,1.3,7,"2533SR"
"2596","2531X",52.09274,4.319509,52.0564879845059,4.29763546300736,0,1,38.4,20.8,17.6,0,0,6.9,1.5,5.4,"-1"
"2523","2545H",52.05678,4.319141,52.04369,4.282732,0,1,20,10.2,9.9,0,0,4.1,0.7,3.4,"2545NW"
"2491","2531E",52.06734,4.384688,52.0534049735869,4.29952365154343,0,1,58.6,33,22.3,3.3,1,11.6,2.4,9.2,"-1"
"2531S","4284",52.0566910715675,4.30682838231389,51.80003,5.0086,1,0,229.7,30.1,152.4,47.2,7,106.6,1.4,105.2,"2531AN"
