"departure","arrival","departure_y","departure_x","arrival_y","arrival_x","departure_in_DHZW","arrival_in_DHZW","time_total","time_walk","time_transit","time_waiting","n_changes","distance_total","distance_walk","distance_transit","stop_PC6"
"2533B","2552",52.0486872890598,4.28410221908171,52.05459,4.247789,1,0,22.6,7.5,11.1,4,1,4.4,0.5,3.9,"2545CG"
"2552","2544N",52.05459,4.247789,52.0342293799336,4.24498616242454,0,1,26.9,23.1,3.8,0,0,3.6,1.7,1.9,"-1"
"2544E","2552",52.0464828004557,4.25028829153627,52.05459,4.247789,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2544E","2547",52.0464828004557,4.25028829153627,52.06093,4.266762,1,0,16.6,12.4,4.2,0,0,2.8,0.9,1.9,"-1"
"2547","2544E",52.06093,4.266762,52.0464828004557,4.25028829153627,0,1,15.8,12.4,3.4,0,0,2.7,0.9,1.8,"2545AA"
"2544E","2511",52.0464828004557,4.25028829153627,52.07851,4.317539,1,0,35.1,15.8,19.4,0,0,7.2,1.2,6,"2544WB"
"2511","2544M",52.07851,4.317539,52.0396112782528,4.25129396965672,0,1,33.5,13.8,19.8,0,0,7.4,1,6.4,"2544RM"
"2552","2544E",52.05459,4.247789,52.0464828004557,4.25028829153627,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2511","2544E",52.07851,4.317539,52.0464828004557,4.25028829153627,0,1,37,17.8,19.3,0,0,8.5,1.4,7.1,"2544CX"
"2544E","2665",52.0464828004557,4.25028829153627,52.02257,4.534548,1,0,79.6,17.3,58.2,4.1,1,30.9,1.3,29.6,"2544WB"
"2544E","2521",52.0464828004557,4.25028829153627,52.06328,4.318427,1,0,41.9,14.8,22.9,4.3,1,8.3,1.1,7.2,"2545CG"
"2521","2544E",52.06328,4.318427,52.0464828004557,4.25028829153627,0,1,39.3,11.2,21.5,6.5,1,8.1,0.8,7.3,"-1"
"2665","2544E",52.02257,4.534548,52.0464828004557,4.25028829153627,0,1,89.7,19,61.3,9.4,1,33.3,1.4,31.9,"2544CX"
"2544E","2512",52.0464828004557,4.25028829153627,52.07346,4.304762,1,0,26.4,8.5,17.8,0,0,6.2,0.6,5.6,"2544WB"
"2512","2544E",52.07346,4.304762,52.0464828004557,4.25028829153627,0,1,29,11,18,0,0,7.6,0.8,6.8,"2544CX"
"2544E","2597",52.0464828004557,4.25028829153627,52.10758,4.313337,1,0,63.4,26.4,32.5,4.4,2,11.8,1.9,9.9,"2544WB"
"2597","2544E",52.10758,4.313337,52.0464828004557,4.25028829153627,0,1,59.9,22.3,33.5,4.2,1,12.7,1.7,11,"-1"
"2544E","2564",52.0464828004557,4.25028829153627,52.06811,4.258003,1,0,23.4,8,8.9,6.4,1,3.9,0.6,3.3,"2544EB"
"2564","2544E",52.06811,4.258003,52.0464828004557,4.25028829153627,0,1,29.7,26.3,3.4,0,0,3.8,2,1.8,"2545AA"
"2544E","2671",52.0464828004557,4.25028829153627,51.99332,4.208966,1,0,26.9,9.3,17.6,0,0,8.5,0.7,7.8,"-1"
"2671","2544E",51.99332,4.208966,52.0464828004557,4.25028829153627,0,1,24.3,9.4,14.8,0,0,8.2,0.7,7.5,"2544EB"
"2544E","2548",52.0464828004557,4.25028829153627,52.02944,4.290399,1,0,43.6,41.1,2.5,0,0,4.3,3.1,1.2,"2545DM"
"2548","2544E",52.02944,4.290399,52.0464828004557,4.25028829153627,0,1,43.4,25.8,9.8,7.8,1,6.1,1.9,4.2,"2545NW"
"2544E","2284",52.0464828004557,4.25028829153627,52.04115,4.313038,1,0,34.8,17,15.7,2.2,1,6.6,1.3,5.3,"2545JT"
"2284","2544E",52.04115,4.313038,52.0464828004557,4.25028829153627,0,1,34.4,15.8,14.3,4.2,1,6.2,1.2,5,"2545JT"
"2545G","2593",52.0492425239982,4.27529335026369,52.08531,4.342739,1,0,32.1,5.6,23.7,2.9,1,7.2,0.4,6.8,"2545JT"
"2593","2544E",52.08531,4.342739,52.0464828004557,4.25028829153627,0,1,38.2,9.7,26.1,2.4,1,9.7,0.7,9,"2545AA"
"2544E","2291",52.0464828004557,4.25028829153627,52.01948,4.277017,1,0,44.6,40.3,4.4,0,0,4.7,3,1.7,"-1"
"2291","2544E",52.01948,4.277017,52.0464828004557,4.25028829153627,0,1,47.2,14.4,30.1,2.7,1,14.6,1.1,13.5,"2544EB"
"2544E","2713",52.0464828004557,4.25028829153627,52.05438,4.484199,1,0,62.2,20.1,42,0,0,21.6,1.5,20.1,"2544WB"
"2713","2543A",52.05438,4.484199,52.0434639733693,4.26411809103701,0,1,61.3,18.1,39.9,3.3,1,20.6,1.3,19.3,"2544GA"
"2713","2544E",52.05438,4.484199,52.0464828004557,4.25028829153627,0,1,64.2,22,42.2,0,0,22.8,1.6,21.2,"2544CX"
"2713","2545H",52.05438,4.484199,52.0436878110164,4.28273156391466,0,1,67.6,26.7,37.6,3.3,1,20.3,1.9,18.4,"2545JT"
"2545H","2713",52.0436878110164,4.28273156391466,52.05438,4.484199,1,0,63.2,22.7,34.9,5.7,2,20.6,1.6,19,"2545NW"
"2544E","2553",52.0464828004557,4.25028829153627,52.04493,4.221591,1,0,26.9,24.2,2.7,0,0,3.2,1.8,1.4,"-1"
"2553","2544E",52.04493,4.221591,52.0464828004557,4.25028829153627,0,1,28.2,25.1,3,0,0,3.2,1.9,1.3,"-1"
"2545G","2511",52.0492425239982,4.27529335026369,52.07851,4.317539,1,0,24,7.8,16.2,0,0,6.6,0.6,6,"2545NW"
"2544E","2628",52.0464828004557,4.25028829153627,52.00169,4.375679,1,0,77.1,13.4,44.2,19.5,3,15.2,0.9,14.3,"2545CG"
"2628","2544E",52.00169,4.375679,52.0464828004557,4.25028829153627,0,1,67.9,18,43.7,6.1,2,17.8,1.3,16.5,"2541XV"
"2544E","2681",52.0464828004557,4.25028829153627,52.03159,4.185465,1,0,37.8,14.2,16.6,7,1,9.1,1.1,8,"2544EB"
"2681","2543A",52.03159,4.185465,52.0434639733693,4.26411809103701,0,1,44,11.4,26.7,5.9,1,11.4,0.8,10.6,"2543SK"
"2544E","1043",52.0464828004557,4.25028829153627,52.38991,4.823093,1,0,191.9,37.8,140.3,13.9,3,81.7,2.7,79,"2544WB"
"1043","2543B",52.38991,4.823093,52.0408197781465,4.2614617830182,0,1,196.6,28.2,138.8,29.7,4,72,2.1,69.9,"2543BG"
"2543B","1043",52.0408197781465,4.2614617830182,52.38991,4.823093,1,0,196.7,40,138.4,18.3,4,75.7,2.8,72.9,"2544WB"
"1043","2544E",52.38991,4.823093,52.0464828004557,4.25028829153627,0,1,198.1,32.1,140.6,25.4,3,73.9,2.4,71.5,"2544CX"
"2681","2544E",52.03159,4.185465,52.0464828004557,4.25028829153627,0,1,37.6,14.1,18.4,5.1,1,9.2,1.1,8.1,"-1"
"2291","2545G",52.01948,4.277017,52.0492425239982,4.27529335026369,0,1,31.9,21.4,10.5,0,0,5.9,1.6,4.3,"2545NW"
"2544E","2132",52.0464828004557,4.25028829153627,52.2958,4.70623,1,0,150.3,37,106.6,6.7,2,64.1,2.6,61.5,"2544WB"
"2132","2544E",52.2958,4.70623,52.0464828004557,4.25028829153627,0,1,147.6,34.4,101.2,11.9,3,59.3,2.5,56.8,"2544CX"
"2544E","2591",52.0464828004557,4.25028829153627,52.0935,4.364334,1,0,48.9,9.5,32.3,7.1,1,11,0.6,10.4,"2544WB"
"2591","2544E",52.0935,4.364334,52.0464828004557,4.25028829153627,0,1,43.1,9.6,31.1,2.4,1,11.4,0.7,10.7,"2545AA"
"2548","2544M",52.02944,4.290399,52.0396112782528,4.25129396965672,0,1,37.2,17.3,12.1,7.8,1,6.2,1.3,4.9,"2545NW"
"2544M","2511",52.0396112782528,4.25129396965672,52.07851,4.317539,1,0,35.8,13.7,22.1,0,0,7.6,1,6.6,"2543EB"
"2544E","2382",52.0464828004557,4.25028829153627,52.12776,4.522523,1,0,111.6,52,54.7,4.9,1,32.6,3.9,28.7,"2544WB"
"2382","2544E",52.12776,4.522523,52.0464828004557,4.25028829153627,0,1,109.2,50.6,55,3.6,1,33.7,3.6,30.1,"2544CX"
"2382","2543A",52.12776,4.522523,52.0434639733693,4.26411809103701,0,1,109.3,46.7,52,10.6,2,31.5,3.3,28.2,"2544GA"
"2511","2533S",52.07851,4.317539,52.0553882189754,4.28645029912797,0,1,23.2,9.9,13.3,0,0,5.3,0.7,4.6,"2533SR"
"2291","2532B",52.01948,4.277017,52.0471157905223,4.29792093747227,0,1,36.5,20.3,16.2,0,0,7.7,1.5,6.2,"2532EA"
"2544E","2353",52.0464828004557,4.25028829153627,52.16652,4.53855,1,0,111.3,29.4,71.6,10.3,2,30.5,2,28.5,"2544WB"
"2353","2544E",52.16652,4.53855,52.0464828004557,4.25028829153627,0,1,104.6,19.7,70,14.9,2,31,1.4,29.6,"2544CX"
"2544E","2525",52.0464828004557,4.25028829153627,52.06238,4.303305,1,0,38.1,14.4,19,4.6,1,7,1,6,"2544WB"
"2525","2544E",52.06238,4.303305,52.0464828004557,4.25028829153627,0,1,31.3,16.6,12.3,2.4,1,6.1,1.2,4.9,"2545AA"
"2544E","2583",52.0464828004557,4.25028829153627,52.09254,4.256884,1,0,53.8,15.4,24.6,13.8,2,9.3,1.1,8.2,"2544EB"
"2583","2544E",52.09254,4.256884,52.0464828004557,4.25028829153627,0,1,50.7,25.3,19.6,5.8,1,9,1.9,7.1,"-1"
"2583","2545G",52.09254,4.256884,52.0492425239982,4.27529335026369,0,1,43.4,11.2,26.5,5.8,1,9.9,0.8,9.1,"2545JT"
"2546A","2518",52.05775,4.275727,52.08114,4.294222,1,0,27.4,10.6,13.9,2.9,1,4.5,0.8,3.7,"2533SW"
"2518","2546A",52.08114,4.294222,52.05775,4.275727,0,1,29.4,12.3,13.2,3.9,1,4.6,0.9,3.7,"2546AD"
"2552","2546A",52.05459,4.247789,52.05775,4.275727,0,1,17.9,9.3,8.6,0,0,3.8,0.7,3.1,"2533AD"
"2546B","2596",52.05912,4.273997,52.09274,4.319509,1,0,41.6,14.1,24.9,2.6,1,7.5,1,6.5,"-1"
"2511","2546B",52.07851,4.317539,52.05912,4.273997,0,1,28.3,16.4,11.9,0,0,5,1.3,3.7,"-1"
"2596","2546B",52.09274,4.319509,52.05912,4.273997,0,1,47.6,26.8,15.3,5.5,1,6,2,4,"2546AD"
"2546B","2547",52.05912,4.273997,52.06093,4.266762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2547","2546B",52.06093,4.266762,52.05912,4.273997,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2546S","2518",52.05787,4.271055,52.08114,4.294222,1,0,32,13.8,15.3,2.9,1,5.3,1,4.3,"2533AD"
"2518","2546S",52.08114,4.294222,52.05787,4.271055,0,1,33,22.9,10,0,0,5.2,1.7,3.5,"2545CG"
"2566","2546S",52.08079,4.252308,52.05787,4.271055,0,1,37.1,24.8,10,2.3,1,4.9,1.9,3,"2545CG"
"2546S","2512",52.05787,4.271055,52.07346,4.304762,1,0,20.7,9.2,11.6,0,0,3.8,0.7,3.1,"2533AD"
"2512","2546S",52.07346,4.304762,52.05787,4.271055,0,1,19.2,8.8,10.4,0,0,3.8,0.6,3.2,"2533AD"
"2546A","3072",52.05775,4.275727,51.90211,4.489101,1,0,83.8,18.8,58.2,6.7,2,33.9,1.1,32.8,"2533SW"
"3072","2543B",51.90211,4.489101,52.0408197781465,4.2614617830182,0,1,92.5,19,62.6,11,2,36.7,1.1,35.6,"2543BG"
"2546A","2511",52.05775,4.275727,52.07851,4.317539,1,0,26.1,14.1,12,0,0,4.2,1.1,3.1,"2533SW"
"2511","2546A",52.07851,4.317539,52.05775,4.275727,0,1,24.5,14.6,10,0,0,3.9,1.1,2.8,"2546AD"
"3072","2546A",51.90211,4.489101,52.05775,4.275727,0,1,84.3,24.6,55.6,4.2,1,34.9,1.6,33.3,"-1"
"2546A","2547",52.05775,4.275727,52.06093,4.266762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2547","2546A",52.06093,4.266762,52.05775,4.275727,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2546E","2555",52.05806,4.271158,52.061,4.225491,1,0,25.2,14.6,10.6,0,0,5.2,1.1,4.1,"2545CG"
"2555","2546E",52.061,4.225491,52.05806,4.271158,0,1,27,13.9,13.1,0,0,5.4,1,4.4,"2545CG"
"2546E","2511",52.05806,4.271158,52.07851,4.317539,1,0,31.4,18,13.4,0,0,5,1.4,3.6,"2533AD"
"2511","2546E",52.07851,4.317539,52.05806,4.271158,0,1,31.3,19.4,11.9,0,0,5.2,1.5,3.7,"-1"
"2546V","2547",52.05969,4.275566,52.06093,4.266762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2547","2546V",52.06093,4.266762,52.05969,4.275566,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2546V","2512",52.05969,4.275566,52.07346,4.304762,1,0,17,6.8,10.2,0,0,3.1,0.5,2.6,"2533SW"
"2512","2546V",52.07346,4.304762,52.05969,4.275566,0,1,16.2,7.3,8.9,0,0,3,0.5,2.5,"2546AD"
"2546V","2565",52.05969,4.275566,52.07543,4.258572,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2565","2546V",52.07543,4.258572,52.05969,4.275566,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2545C","2553",52.0564072356305,4.26594900581208,52.04493,4.221591,1,0,19.1,10,9.2,0,0,4.7,0.8,3.9,"2545AA"
"2553","2545C",52.04493,4.221591,52.0564072356305,4.26594900581208,0,1,21.3,10.5,10.8,0,0,4.8,0.8,4,"2545CZ"
"2546A","2593",52.05775,4.275727,52.08531,4.342739,1,0,33.1,11.4,21.7,0,0,7.2,0.8,6.4,"-1"
"2593","2546A",52.08531,4.342739,52.05775,4.275727,0,1,33.8,13.3,20.5,0,0,7.4,1,6.4,"-1"
"2546A","2573",52.05775,4.275727,52.06537,4.284134,1,0,12,10.4,1.6,0,0,1.3,0.8,0.5,"2533SW"
"2573","2546A",52.06537,4.284134,52.05775,4.275727,0,1,12.1,10.6,1.4,0,0,1.3,0.8,0.5,"2546AD"
"2546A","2245",52.05775,4.275727,52.12127,4.399369,1,0,66.8,31.7,31.8,3.3,1,14.4,2.3,12.1,"-1"
"2245","2546A",52.12127,4.399369,52.05775,4.275727,0,1,83.3,47.1,26.4,9.8,2,13.9,3.6,10.3,"2546AD"
"2546A","2584",52.05775,4.275727,52.10258,4.279296,1,0,37.1,14,20.8,2.4,1,7.7,1,6.7,"2533SW"
"2584","2546A",52.10258,4.279296,52.05775,4.275727,0,1,39,13.1,19.9,6,1,7.5,0.9,6.6,"2546AD"
"2573","2533J",52.06537,4.284134,52.0509015842924,4.29388139874333,0,1,22,19.8,2.3,0,0,2.3,1.5,0.8,"2531BJ"
"2545A","2516",52.05302,4.263082,52.06783,4.338401,1,0,35,9.9,25.1,0,0,8.5,0.7,7.8,"2545CG"
"2516","2545A",52.06783,4.338401,52.05302,4.263082,0,1,37.1,11.5,25.6,0,0,8.7,0.9,7.8,"2545CG"
"2616","2546S",52.01987,4.37823,52.05787,4.271055,0,1,68.5,25.9,39.3,3.4,1,16.8,1.9,14.9,"2541XV"
"2546S","2547",52.05787,4.271055,52.06093,4.266762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2547","2546S",52.06093,4.266762,52.05787,4.271055,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2546E","2547",52.05806,4.271158,52.06093,4.266762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2547","2546E",52.06093,4.266762,52.05806,4.271158,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2546E","2245",52.05806,4.271158,52.12127,4.399369,1,0,67.3,30.1,33.9,3.3,1,15.1,2.2,12.9,"2545CZ"
"2552","2546E",52.05459,4.247789,52.05806,4.271158,0,1,18.7,13.9,4.7,0,0,2.7,1,1.7,"2545CG"
"2245","2546E",52.12127,4.399369,52.05806,4.271158,0,1,87.8,50.2,27.8,9.8,2,14.7,3.8,10.9,"2533AD"
"2546E","2521",52.05806,4.271158,52.06328,4.318427,1,0,28.6,14,14.6,0,0,5.5,1,4.5,"2533AD"
"2521","2546E",52.06328,4.318427,52.05806,4.271158,0,1,28,13.6,14.4,0,0,5.5,1,4.5,"2533AD"
"2546V","2562",52.05969,4.275566,52.07473,4.281926,1,0,20.8,15.8,5,0,0,2.8,1.2,1.6,"-1"
"2562","2546V",52.07473,4.281926,52.05969,4.275566,0,1,19.9,15.5,4.3,0,0,2.8,1.1,1.7,"-1"
"2545C","2514",52.05641,4.265949,52.08523,4.308987,1,0,33,13.3,17.4,2.3,1,5.8,1,4.8,"2545CZ"
"2514","2545C",52.08523,4.308987,52.0564072356305,4.26594900581208,0,1,33.1,13.7,16.2,3.2,1,5.9,1,4.9,"2545CG"
"2545E","2681",52.05389,4.265062,52.03159,4.185465,1,0,30.2,15.7,14.5,0,0,8.2,1.2,7,"-1"
"2681","2545G",52.03159,4.185465,52.0492425239982,4.27529335026369,0,1,38.6,9.7,23.1,5.9,1,9.9,0.7,9.2,"2545JT"
"2545G","2548",52.04924,4.275293,52.02944,4.290399,1,0,19,14.2,4.8,0,0,3,1,2,"2545NW"
"2548","2545G",52.02944,4.290399,52.0492425239982,4.27529335026369,0,1,18.7,12.3,6.4,0,0,3.8,0.9,2.9,"2545NW"
"2545E","9711",52.05389,4.265062,53.21628,6.569368,1,0,499.1,37.8,397.5,63.8,10,307,2.1,304.9,"2545CZ"
"9711","2545E",53.21628,6.569368,52.0538899879879,4.26506166395777,0,1,487.4,41.4,357.2,88.9,9,292.9,2.9,290,"2545CG"
"2546X","2547",52.06074,4.277613,52.06093,4.266762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2547","2546X",52.06093,4.266762,52.06074,4.277613,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2546X","2521",52.06074,4.277613,52.06328,4.318427,1,0,22.6,9.4,13.2,0,0,4.6,0.7,3.9,"2533SW"
"2521","2546X",52.06328,4.318427,52.06074,4.277613,0,1,21,8.6,12.4,0,0,4.5,0.6,3.9,"2546AD"
"2546E","2565",52.05806,4.271158,52.07543,4.258572,1,0,31.9,21.5,10.3,0,0,5.3,1.6,3.7,"2545CG"
"2565","2546E",52.07543,4.258572,52.05806,4.271158,0,1,32.4,21.9,10.5,0,0,5.5,1.6,3.9,"2545CG"
"2546E","2562",52.05806,4.271158,52.07473,4.281926,1,0,27.2,11,9.7,6.5,1,4,0.8,3.2,"2545CZ"
"2562","2546E",52.07473,4.281926,52.05806,4.271158,0,1,22.9,16.4,6.5,0,0,3.6,1.2,2.4,"2545CG"
"2546E","2554",52.05806,4.271158,52.06499,4.219691,1,0,25.7,11.7,14.1,0,0,5.8,0.9,4.9,"2545CG"
"2554","2546E",52.06499,4.219691,52.05806,4.271158,0,1,27,11,16,0,0,5.9,0.8,5.1,"2545CG"
"2546R","2552",52.05706,4.268876,52.05459,4.247789,1,0,14.1,10.3,3.7,0,0,2.2,0.7,1.5,"2545AA"
"2552","2546R",52.05459,4.247789,52.05706,4.268876,0,1,14.8,10,4.7,0,0,2.4,0.7,1.7,"2545CG"
"2546R","2616",52.05706,4.268876,52.01987,4.37823,1,0,56.7,18.4,27.3,11,2,13.2,1.4,11.8,"2545CG"
"2616","2546R",52.01987,4.37823,52.05706,4.268876,0,1,68.3,22.3,42.7,3.4,1,17.4,1.6,15.8,"2545CG"
"2533S","2552",52.0553882189754,4.28645029912797,52.05459,4.247789,1,0,24.6,15.9,8.7,0,0,4.2,1.2,3,"2546AD"
"2552","2546V",52.05459,4.247789,52.05969,4.275566,0,1,19.3,9.4,9.9,0,0,4.4,0.7,3.7,"2533SW"
"2533J","2511",52.0509015842924,4.29388139874333,52.07851,4.317539,1,0,19.1,5.8,13.3,0,0,5.3,0.4,4.9,"2533SR"
"2546V","2571",52.05969,4.275566,52.06937,4.286918,1,0,17.6,12.6,5,0,0,2.5,0.9,1.6,"-1"
"2571","2546V",52.06937,4.286918,52.05969,4.275566,0,1,16.6,12.3,4.3,0,0,2.5,0.9,1.6,"-1"
"2545C","1435",52.05641,4.265949,52.25945,4.702336,1,0,137.4,37,93.8,6.7,2,57.3,2.7,54.6,"2545CZ"
"1435","2545C",52.25945,4.702336,52.05641,4.265949,0,1,155.3,41.2,94.2,20,2,49.6,3.1,46.5,"2545CG"
"2545C","1012",52.05641,4.265949,52.37454,4.896023,1,0,179.2,17.7,142.2,19.3,5,75.1,1.2,73.9,"2545CZ"
"1012","2545C",52.37454,4.896023,52.05641,4.265949,0,1,186.7,11.1,149.7,26,4,73.1,0.8,72.3,"2545CG"
"2545C","2547",52.05641,4.265949,52.06093,4.266762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2547","2545C",52.06093,4.266762,52.05641,4.265949,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2545E","2711",52.0538899879879,4.26506166395777,52.06161,4.492151,1,0,46.4,8.7,37.7,0,0,19.7,0.6,19.1,"2545CZ"
"2711","2545E",52.06161,4.492151,52.05389,4.265062,0,1,45,7.6,37.4,0,0,19.7,0.5,19.2,"2545CG"
"2545E","2548",52.0538899879879,4.26506166395777,52.02944,4.290399,1,0,26.5,13.5,13,0,0,5,1,4,"2545CZ"
"2548","2545E",52.02944,4.290399,52.05389,4.265062,0,1,34.7,28.3,6.4,0,0,5,2.1,2.9,"2545NW"
"2545E","2552",52.05389,4.265062,52.05459,4.247789,1,0,14.7,11.3,3.4,0,0,2.4,0.8,1.6,"2545CG"
"2552","2545E",52.05459,4.247789,52.0538899879879,4.26506166395777,0,1,16,11.2,4.7,0,0,2.5,0.8,1.7,"2545CG"
"2545C","2511",52.0564072356305,4.26594900581208,52.07851,4.317539,1,0,24.4,10.7,13.8,0,0,5.1,0.8,4.3,"2545CZ"
"2511","2545C",52.07851,4.317539,52.0564072356305,4.26594900581208,0,1,24.4,11.8,12.6,0,0,5.2,0.9,4.3,"2545CG"
"2545C","2548",52.0564072356305,4.26594900581208,52.02944,4.290399,1,0,22.1,9.1,13,0,0,4.6,0.6,4,"2545CZ"
"2548","2545C",52.02944,4.290399,52.0564072356305,4.26594900581208,0,1,33.5,10.6,19.8,3.1,1,7.6,0.8,6.8,"2532EN"
"2545C","2555",52.0564072356305,4.26594900581208,52.061,4.225491,1,0,18.4,7.8,10.6,0,0,4.7,0.6,4.1,"2545CG"
"2555","2545C",52.061,4.225491,52.0564072356305,4.26594900581208,0,1,21.3,8.3,13.1,0,0,5,0.6,4.4,"2545CG"
"2553","2545G",52.04493,4.221591,52.0492425239982,4.27529335026369,0,1,30.6,11.6,14.6,4.4,1,5.9,0.9,5,"2545CZ"
"2545E","2511",52.0538899879879,4.26506166395777,52.07851,4.317539,1,0,29,15.3,13.8,0,0,5.4,1.1,4.3,"2545CZ"
"2511","2545E",52.07851,4.317539,52.05389,4.265062,0,1,27.1,14.5,12.6,0,0,5.4,1.1,4.3,"2545CG"
"2545E","1119",52.05389,4.265062,52.28216,4.760357,1,0,148.2,16.8,115.1,16.3,4,64,1.1,62.9,"2545CZ"
"1119","2533J",52.28216,4.760357,52.0509015842924,4.29388139874333,0,1,151,27.2,110.1,13.7,4,60.1,1.8,58.3,"2533SR"
"2545E","2593",52.05389,4.265062,52.08531,4.342739,1,0,31.9,8.1,23.8,0,0,7.7,0.6,7.1,"2545CZ"
"2593","2545E",52.08531,4.342739,52.0538899879879,4.26506166395777,0,1,31.1,8.4,22.7,0,0,7.8,0.6,7.2,"2545CG"
"2546C","2516",52.05666,4.273469,52.06783,4.338401,1,0,27.9,5.6,22.3,0,0,7.2,0.4,6.8,"2533AD"
"2516","2546C",52.06783,4.338401,52.05666,4.273469,0,1,29.7,7.3,22.4,0,0,7.6,0.5,7.1,"2533AD"
"2546C","2573",52.05666,4.273469,52.06537,4.284134,1,0,13.3,10.3,3,0,0,1.8,0.8,1,"2533AD"
"2573","2546C",52.06537,4.284134,52.05666,4.273469,0,1,13.1,10.1,3,0,0,1.9,0.8,1.1,"2533AD"
"2546C","2584",52.05666,4.273469,52.10258,4.279296,1,0,38.5,13.9,22.2,2.4,1,8.3,1,7.3,"2533AD"
"2584","2546C",52.10258,4.279296,52.05666,4.273469,0,1,40,12.6,21.4,6,1,8.1,0.9,7.2,"2533AD"
"2546C","2564",52.05666,4.273469,52.06811,4.258003,1,0,21.4,9.1,12.2,0,0,4.5,0.7,3.8,"2541AJ"
"2564","2546C",52.06811,4.258003,52.05666,4.273469,0,1,19.4,7.9,11.4,0,0,4.6,0.6,4,"2545GN"
"2546R","2511",52.05706,4.268876,52.07851,4.317539,1,0,27,13.2,13.8,0,0,5.2,1,4.2,"2545CZ"
"2511","2546R",52.07851,4.317539,52.05706,4.268876,0,1,26.3,13.7,12.6,0,0,5.3,1,4.3,"2545CG"
"2546S","2552",52.05787,4.271055,52.05459,4.247789,1,0,16.9,12.9,3.9,0,0,2.6,0.9,1.7,"2545CG"
"2552","2546S",52.05459,4.247789,52.05787,4.271055,0,1,17.6,12.8,4.7,0,0,2.6,0.9,1.7,"2545CG"
"2546B","2593",52.05912,4.273997,52.08531,4.342739,1,0,30,8.3,21.7,0,0,6.9,0.6,6.3,"-1"
"2593","2546B",52.08531,4.342739,52.05912,4.273997,0,1,30.7,10.2,20.5,0,0,7.1,0.7,6.4,"-1"
"2546B","2564",52.05912,4.273997,52.06811,4.258003,1,0,21.4,12.1,9.3,0,0,4.2,0.9,3.3,"2545CG"
"2564","2546B",52.06811,4.258003,52.05912,4.273997,0,1,21.2,11.6,9.7,0,0,4.4,0.8,3.6,"2545CG"
"2546B","2566",52.05912,4.273997,52.08079,4.252308,1,0,39.6,17.5,15.6,6.5,1,5.6,1.3,4.3,"-1"
"2566","2546B",52.08079,4.252308,52.05912,4.273997,0,1,43,22,14.1,7,1,5.8,1.6,4.2,"-1"
"2546B","2512",52.05912,4.273997,52.07346,4.304762,1,0,18.4,8.3,10.2,0,0,3.7,0.6,3.1,"-1"
"2512","2546B",52.07346,4.304762,52.05912,4.273997,0,1,18,9.1,8.9,0,0,3.1,0.7,2.4,"2546AD"
"2546V","2275",52.05969,4.275566,52.06283,4.352716,1,0,40.3,15.5,24.8,0,0,8.6,1.2,7.4,"2533SW"
"2275","2546V",52.06283,4.352716,52.05969,4.275566,0,1,40.6,15,25.6,0,0,9.4,1.1,8.3,"2546AD"
"2546V","2555",52.05969,4.275566,52.061,4.225491,1,0,26.6,10.7,15.9,0,0,6.4,0.8,5.6,"2546AD"
"2555","2546V",52.061,4.225491,52.05969,4.275566,0,1,27.3,10.2,17.1,0,0,6.7,0.8,5.9,"2533SW"
"2546B","2909",52.05912,4.273997,51.91413,4.545104,1,0,110.7,37,62,11.6,3,38.3,2,36.3,"-1"
"2909","2546B",51.91413,4.545104,52.05912,4.273997,0,1,99.3,27.6,62.6,9.2,3,37.7,1.3,36.4,"-1"
"2546T","2516",52.05926,4.276004,52.06783,4.338401,1,0,26.8,5.8,21,0,0,6.6,0.4,6.2,"2533SW"
"2516","2546T",52.06783,4.338401,52.05926,4.276004,0,1,27.9,7.6,20.3,0,0,7,0.6,6.4,"2546AD"
"2546T","2564",52.05926,4.276004,52.06811,4.258003,1,0,23.4,14.2,9.3,0,0,4.3,1,3.3,"2545CG"
"2564","2545H",52.06811,4.258003,52.04369,4.282732,0,1,27.3,14.1,13.2,0,0,5.6,1,4.6,"2545JT"
"2546T","2547",52.05926,4.276004,52.06093,4.266762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
